### Cluster 45 — Symptoms (134)
Symptom,Frequency 
severe pains under left scapula,limbs feel stiff,1.0,1
severe pains under left scapula,coldness of left arm,1.0,1
severe pains under left scapula,pain behind sternum,1.0,1
severe pains under left scapula,oedema,1.0,1
severe pains under left scapula,sensation as if lower lumbar vertebrae would separate,1.0,1
severe pains under left scapula,bitter taste when drinking,1.0,1
severe pains under left scapula,violent pain in knee,1.0,1
severe pains under left scapula,vertebrae separation sensation on stooping,1.0,1
severe pains under left scapula,sensation as if abdomen constricted with string,1.0,1
severe pains under left scapula,violent tearing pains in limbs,1.0,1
severe pains under left scapula,ankle hardest on inner side,1.0,1
severe pains under left scapula,neck feels as if broken,1.0,1
severe pains under left scapula,pulse full,1.0,1
severe pains under left scapula,thorax stitches worse on inspiration,1.0,1
severe pains under left scapula,pain in cervical muscles,1.0,1
severe pains under left scapula,limbs feel heavy,1.0,1
severe pains under left scapula,hands hot,1.0,1
severe pains under left scapula,drawing in occiput,1.0,1
severe pains under left scapula,stiffness of wrists,1.0,1
severe pains under left scapula,drawing in nape,1.0,1
severe pains under left scapula,paralytic pain in left shoulder,1.0,1
severe pains under left scapula,hip pain extends to feet,1.0,1
severe pains under left scapula,thorax stitches worse on motion,1.0,1
severe pains under left scapula,pain in right clavicle,1.0,1
severe pains under left scapula,rheumatic troubles about chest,1.0,1
severe pains under left scapula,sensation of sand in eye,1.0,1
severe pains under left scapula,urine dark yellow,1.0,1
severe pains under left scapula,oedema from venous congestion,1.0,1
severe pains under left scapula,violent tearing pains in back,1.0,1
severe pains under left scapula,pain under right shoulder blade,1.0,1
severe pains under left scapula,stiffness of right neck muscles,1.0,1
severe pains under left scapula,sole cramps worse by putting foot down,1.0,1
severe pains under left scapula,hip pain worse on right side,1.0,1
severe pains under left scapula,severe pain in spine between shoulders,1.0,1
severe pains under left scapula,amaurosis from rheumatic troubles,1.0,1
severe pains under left scapula,anxious,1.0,1
severe pains under left scapula,sensation as if weights hung on right leg,1.0,1
severe pains under left scapula,lancinating pains in pectoral muscles,1.0,1
severe pains under left scapula,head drawn to left,1.0,1
severe pains under left scapula,stitches in right side of chest,1.0,1
severe pains under left scapula,pressing pain beneath right scapula,1.0,1
severe pains under left scapula,pain across umbilicus,1.0,1
severe pains under left scapula,rose-red elastic swelling,1.0,1
severe pains under left scapula,fingertips cold,1.0,1
severe pains under left scapula,violent pain in popliteal space,1.0,1
severe pains under left scapula,tightness of chest,1.0,1
severe pains under left scapula,urine milky,1.0,1
severe pains under left scapula,foot oedematous,1.0,1
severe pains under left scapula,associated with hepatic affections,1.0,1
severe pains under left scapula,yellow nose,1.0,1
severe pains under left scapula,cutting pains in arms,1.0,1
severe pains under left scapula,shoulder pain from scapula,1.0,1
severe pains under left scapula,rheumatic troubles about abdomen,1.0,1
severe pains under left scapula,left half of neck stiff,1.0,1
severe pains under left scapula,pressure extending to neck,1.0,1
severe pains under left scapula,pulse hard,1.0,1
severe pains under left scapula,hip pain extends to legs,1.0,1
severe pains under left scapula,paralytic pain in left arm,1.0,1
severe pains under left scapula,tongue thickly coated yellow,1.0,1
severe pains under left scapula,intellect dull,1.0,1
severe pains under left scapula,swelling of elbows,1.0,1
severe pains under left scapula,vertebrae soreness worse by motion,1.0,1
severe pains under left scapula,antidotes bryonia,1.0,1
severe pains under left scapula,constant pain under right scapula,1.0,1
severe pains under left scapula,bitter taste when eating,1.0,1
severe pains under left scapula,rose-coloured elastic swelling of ankle joints,1.0,1
severe pains under left scapula,finger pain worse by pressure,1.0,1
severe pains under left scapula,pain over elbow joint,1.0,1
severe pains under left scapula,burning in right knee,1.0,1
severe pains under left scapula,patient sensitive to touch,1.0,1
severe pains under left scapula,face yellow,1.0,1
severe pains under left scapula,yellow forehead,1.0,1
severe pains under left scapula,pain extends into chest,1.0,1
severe pains under left scapula,stiffness of cervical muscles,1.0,1
severe pains under left scapula,trembling of knees,1.0,1
severe pains under left scapula,urine turbid,1.0,1
severe pains under left scapula,periodic tightness in chest,1.0,1
severe pains under left scapula,tension in occiput,1.0,1
severe pains under left scapula,heaviness in occiput,1.0,1
severe pains under left scapula,spasmodic drawing pains in inguinal regions,1.0,1
severe pains under left scapula,pain extends into stomach,1.0,1
severe pains under left scapula,oedema mostly about ankle,1.0,1
severe pains under left scapula,eyes red,1.0,1
severe pains under left scapula,cramps in soles of feet,1.0,1
severe pains under left scapula,soreness in right chest,1.0,1
severe pains under left scapula,hip pain extends to abdomen,1.0,1
severe pains under left scapula,violent pains in right shoulder joint,1.0,1
severe pains under left scapula,sprained pain in left shoulder,1.0,1
severe pains under left scapula,pain in chest along sternum,1.0,1
severe pains under left scapula,yellow cheeks,1.0,1
severe pains under left scapula,deep-seated pain in right chest,1.0,1
severe pains under left scapula,indifferent,1.0,1
severe pains under left scapula,veins of hands swollen,1.0,1
severe pains under left scapula,paralytic heaviness of arms,1.0,1
severe pains under left scapula,tension in nape muscles,1.0,1
severe pains under left scapula,legs swollen,1.0,1
severe pains under left scapula,thorax stitches worse on cough,1.0,1
severe pains under left scapula,tearing pains from nape to sacrum,1.0,1
severe pains under left scapula,drawing from sacrum to right scrobiculum,1.0,1
severe pains under left scapula,limbs feel lame,1.0,1
severe pains under left scapula,vertebrae soreness worse on pressure,1.0,1
severe pains under left scapula,intellect impaired,1.0,1
severe pains under left scapula,pain in heel as if pinched,1.0,1
severe pains under left scapula,constrictive pressure below left clavicle,1.0,1
severe pains under left scapula,full heavy feeling in abdomen,1.0,1
severe pains under left scapula,urine profuse,1.0,1
severe pains under left scapula,cutting pain in arms,1.0,1
severe pains under left scapula,reduced freedom of arm use,1.0,1
severe pains under left scapula,back pains worse from touch,1.0,1
severe pains under left scapula,oppressive pain beneath right scapula,1.0,1
severe pains under left scapula,stitches beneath right scapula,1.0,1
severe pains under left scapula,restlessness of limbs,1.0,1
severe pains under left scapula,pressive pain in liver region,1.0,1
severe pains under left scapula,whites of eyes yellow,1.0,1
severe pains under left scapula,pressive pain in left neck muscles,1.0,1
severe pains under left scapula,rheumatic attack of arms with jaundice,1.0,1
severe pains under left scapula,lancinating pain in heart region,1.0,1
severe pains under left scapula,sternum pain worse on inspiration,1.0,1
severe pains under left scapula,cutting pains in calves,1.0,1
severe pains under left scapula,hard pressive pain below patella,1.0,1
severe pains under left scapula,fixed pain beneath right scapula,1.0,1
severe pains under left scapula,neck feels as if constricted by hand,1.0,1
severe pains under left scapula,drawing pain from right shoulder to wrist,1.0,1
severe pains under left scapula,eyes protuberant,1.0,1
severe pains under left scapula,aching soreness in vertebrae,1.0,1
severe pains under left scapula,pain extends into deltoid muscle,1.0,1
severe pains under left scapula,eyes burning,1.0,1
severe pains under left scapula,shooting pain in right hip,1.0,1
severe pains under left scapula,violent stitches in right thorax,1.0,1
drawing from sacrum to right scrobiculum,heaviness in nape muscles,1.0,1
drawing from sacrum to right scrobiculum,severe pains under left scapula,1.0,1
drawing from sacrum to right scrobiculum,violent pain under seventh rib,1.0,1
drawing from sacrum to right scrobiculum,stiffness of right knee,1.0,1
drawing from sacrum to right scrobiculum,tearing in metacarpal bones,1.0,1
drawing from sacrum to right scrobiculum,limbs feel stiff,1.0,1
drawing from sacrum to right scrobiculum,coldness of left arm,1.0,1
drawing from sacrum to right scrobiculum,pain behind sternum,1.0,1
drawing from sacrum to right scrobiculum,oedema,1.0,1
drawing from sacrum to right scrobiculum,sensation as if lower lumbar vertebrae would separate,1.0,1
drawing from sacrum to right scrobiculum,bitter taste when drinking,1.0,1
drawing from sacrum to right scrobiculum,violent pain in knee,1.0,1
drawing from sacrum to right scrobiculum,vertebrae separation sensation on stooping,1.0,1
drawing from sacrum to right scrobiculum,sensation as if abdomen constricted with string,1.0,1
drawing from sacrum to right scrobiculum,violent tearing pains in limbs,1.0,1
drawing from sacrum to right scrobiculum,ankle hardest on inner side,1.0,1
drawing from sacrum to right scrobiculum,neck feels as if broken,1.0,1
drawing from sacrum to right scrobiculum,pulse full,1.0,1
drawing from sacrum to right scrobiculum,thorax stitches worse on inspiration,1.0,1
drawing from sacrum to right scrobiculum,pain in cervical muscles,1.0,1
drawing from sacrum to right scrobiculum,limbs feel heavy,1.0,1
drawing from sacrum to right scrobiculum,hands hot,1.0,1
drawing from sacrum to right scrobiculum,drawing in occiput,1.0,1
drawing from sacrum to right scrobiculum,stiffness of wrists,1.0,1
drawing from sacrum to right scrobiculum,drawing in nape,1.0,1
drawing from sacrum to right scrobiculum,paralytic pain in left shoulder,1.0,1
drawing from sacrum to right scrobiculum,hip pain extends to feet,1.0,1
drawing from sacrum to right scrobiculum,thorax stitches worse on motion,1.0,1
drawing from sacrum to right scrobiculum,pain in right clavicle,1.0,1
drawing from sacrum to right scrobiculum,rheumatic troubles about chest,1.0,1
drawing from sacrum to right scrobiculum,sensation of sand in eye,1.0,1
drawing from sacrum to right scrobiculum,urine dark yellow,1.0,1
drawing from sacrum to right scrobiculum,oedema from venous congestion,1.0,1
drawing from sacrum to right scrobiculum,violent tearing pains in back,1.0,1
drawing from sacrum to right scrobiculum,pain under right shoulder blade,1.0,1
drawing from sacrum to right scrobiculum,stiffness of right neck muscles,1.0,1
drawing from sacrum to right scrobiculum,sole cramps worse by putting foot down,1.0,1
drawing from sacrum to right scrobiculum,hip pain worse on right side,1.0,1
drawing from sacrum to right scrobiculum,severe pain in spine between shoulders,1.0,1
drawing from sacrum to right scrobiculum,amaurosis from rheumatic troubles,1.0,1
drawing from sacrum to right scrobiculum,anxious,1.0,1
drawing from sacrum to right scrobiculum,sensation as if weights hung on right leg,1.0,1
drawing from sacrum to right scrobiculum,lancinating pains in pectoral muscles,1.0,1
drawing from sacrum to right scrobiculum,head drawn to left,1.0,1
drawing from sacrum to right scrobiculum,stitches in right side of chest,1.0,1
drawing from sacrum to right scrobiculum,pressing pain beneath right scapula,1.0,1
drawing from sacrum to right scrobiculum,pain across umbilicus,1.0,1
drawing from sacrum to right scrobiculum,rose-red elastic swelling,1.0,1
drawing from sacrum to right scrobiculum,fingertips cold,1.0,1
drawing from sacrum to right scrobiculum,violent pain in popliteal space,1.0,1
drawing from sacrum to right scrobiculum,tightness of chest,1.0,1
drawing from sacrum to right scrobiculum,urine milky,1.0,1
drawing from sacrum to right scrobiculum,foot oedematous,1.0,1
drawing from sacrum to right scrobiculum,associated with hepatic affections,1.0,1
drawing from sacrum to right scrobiculum,yellow nose,1.0,1
drawing from sacrum to right scrobiculum,cutting pains in arms,1.0,1
drawing from sacrum to right scrobiculum,shoulder pain from scapula,1.0,1
drawing from sacrum to right scrobiculum,rheumatic troubles about abdomen,1.0,1
drawing from sacrum to right scrobiculum,left half of neck stiff,1.0,1
drawing from sacrum to right scrobiculum,pressure extending to neck,1.0,1
drawing from sacrum to right scrobiculum,pulse hard,1.0,1
drawing from sacrum to right scrobiculum,hip pain extends to legs,1.0,1
drawing from sacrum to right scrobiculum,paralytic pain in left arm,1.0,1
drawing from sacrum to right scrobiculum,tongue thickly coated yellow,1.0,1
drawing from sacrum to right scrobiculum,intellect dull,1.0,1
drawing from sacrum to right scrobiculum,swelling of elbows,1.0,1
drawing from sacrum to right scrobiculum,vertebrae soreness worse by motion,1.0,1
drawing from sacrum to right scrobiculum,antidotes bryonia,1.0,1
drawing from sacrum to right scrobiculum,constant pain under right scapula,1.0,1
drawing from sacrum to right scrobiculum,bitter taste when eating,1.0,1
drawing from sacrum to right scrobiculum,rose-coloured elastic swelling of ankle joints,1.0,1
drawing from sacrum to right scrobiculum,finger pain worse by pressure,1.0,1
drawing from sacrum to right scrobiculum,pain over elbow joint,1.0,1
drawing from sacrum to right scrobiculum,burning in right knee,1.0,1
drawing from sacrum to right scrobiculum,patient sensitive to touch,1.0,1
drawing from sacrum to right scrobiculum,face yellow,1.0,1
drawing from sacrum to right scrobiculum,yellow forehead,1.0,1
drawing from sacrum to right scrobiculum,pain extends into chest,1.0,1
drawing from sacrum to right scrobiculum,stiffness of cervical muscles,1.0,1
drawing from sacrum to right scrobiculum,trembling of knees,1.0,1
drawing from sacrum to right scrobiculum,urine turbid,1.0,1
drawing from sacrum to right scrobiculum,periodic tightness in chest,1.0,1
drawing from sacrum to right scrobiculum,tension in occiput,1.0,1
drawing from sacrum to right scrobiculum,heaviness in occiput,1.0,1
drawing from sacrum to right scrobiculum,spasmodic drawing pains in inguinal regions,1.0,1
drawing from sacrum to right scrobiculum,pain extends into stomach,1.0,1
drawing from sacrum to right scrobiculum,oedema mostly about ankle,1.0,1
drawing from sacrum to right scrobiculum,eyes red,1.0,1
drawing from sacrum to right scrobiculum,cramps in soles of feet,1.0,1
drawing from sacrum to right scrobiculum,soreness in right chest,1.0,1
drawing from sacrum to right scrobiculum,hip pain extends to abdomen,1.0,1
drawing from sacrum to right scrobiculum,violent pains in right shoulder joint,1.0,1
drawing from sacrum to right scrobiculum,sprained pain in left shoulder,1.0,1
drawing from sacrum to right scrobiculum,pain in chest along sternum,1.0,1
drawing from sacrum to right scrobiculum,yellow cheeks,1.0,1
drawing from sacrum to right scrobiculum,deep-seated pain in right chest,1.0,1
drawing from sacrum to right scrobiculum,indifferent,1.0,1
drawing from sacrum to right scrobiculum,veins of hands swollen,1.0,1
drawing from sacrum to right scrobiculum,paralytic heaviness of arms,1.0,1
drawing from sacrum to right scrobiculum,tension in nape muscles,1.0,1
drawing from sacrum to right scrobiculum,legs swollen,1.0,1
drawing from sacrum to right scrobiculum,thorax stitches worse on cough,1.0,1
drawing from sacrum to right scrobiculum,tearing pains from nape to sacrum,1.0,1
drawing from sacrum to right scrobiculum,limbs feel lame,1.0,1
drawing from sacrum to right scrobiculum,vertebrae soreness worse on pressure,1.0,1
drawing from sacrum to right scrobiculum,intellect impaired,1.0,1
drawing from sacrum to right scrobiculum,pain in heel as if pinched,1.0,1
drawing from sacrum to right scrobiculum,constrictive pressure below left clavicle,1.0,1
drawing from sacrum to right scrobiculum,full heavy feeling in abdomen,1.0,1
drawing from sacrum to right scrobiculum,urine profuse,1.0,1
drawing from sacrum to right scrobiculum,cutting pain in arms,1.0,1
drawing from sacrum to right scrobiculum,reduced freedom of arm use,1.0,1
drawing from sacrum to right scrobiculum,back pains worse from touch,1.0,1
drawing from sacrum to right scrobiculum,oppressive pain beneath right scapula,1.0,1
drawing from sacrum to right scrobiculum,stitches beneath right scapula,1.0,1
drawing from sacrum to right scrobiculum,restlessness of limbs,1.0,1
drawing from sacrum to right scrobiculum,pressive pain in liver region,1.0,1
drawing from sacrum to right scrobiculum,whites of eyes yellow,1.0,1
drawing from sacrum to right scrobiculum,pressive pain in left neck muscles,1.0,1
drawing from sacrum to right scrobiculum,rheumatic attack of arms with jaundice,1.0,1
drawing from sacrum to right scrobiculum,lancinating pain in heart region,1.0,1
drawing from sacrum to right scrobiculum,sternum pain worse on inspiration,1.0,1
drawing from sacrum to right scrobiculum,cutting pains in calves,1.0,1
drawing from sacrum to right scrobiculum,hard pressive pain below patella,1.0,1
drawing from sacrum to right scrobiculum,fixed pain beneath right scapula,1.0,1
drawing from sacrum to right scrobiculum,neck feels as if constricted by hand,1.0,1
drawing from sacrum to right scrobiculum,drawing pain from right shoulder to wrist,1.0,1
drawing from sacrum to right scrobiculum,eyes protuberant,1.0,1
drawing from sacrum to right scrobiculum,aching soreness in vertebrae,1.0,1
drawing from sacrum to right scrobiculum,pain extends into deltoid muscle,1.0,1
drawing from sacrum to right scrobiculum,eyes burning,1.0,1
drawing from sacrum to right scrobiculum,shooting pain in right hip,1.0,1
drawing from sacrum to right scrobiculum,violent stitches in right thorax,1.0,1
foot oedematous,heaviness in nape muscles,1.0,1
foot oedematous,severe pains under left scapula,1.0,1
foot oedematous,violent pain under seventh rib,1.0,1
foot oedematous,stiffness of right knee,1.0,1
foot oedematous,tearing in metacarpal bones,1.0,1
foot oedematous,limbs feel stiff,1.0,1
foot oedematous,coldness of left arm,1.0,1
foot oedematous,pain behind sternum,1.0,1
foot oedematous,oedema,1.0,1
foot oedematous,sensation as if lower lumbar vertebrae would separate,1.0,1
foot oedematous,bitter taste when drinking,1.0,1
foot oedematous,violent pain in knee,1.0,1
foot oedematous,vertebrae separation sensation on stooping,1.0,1
foot oedematous,sensation as if abdomen constricted with string,1.0,1
foot oedematous,violent tearing pains in limbs,1.0,1
foot oedematous,ankle hardest on inner side,1.0,1
foot oedematous,neck feels as if broken,1.0,1
foot oedematous,pulse full,1.0,1
foot oedematous,thorax stitches worse on inspiration,1.0,1
foot oedematous,pain in cervical muscles,1.0,1
foot oedematous,limbs feel heavy,1.0,1
foot oedematous,hands hot,1.0,1
foot oedematous,drawing in occiput,1.0,1
foot oedematous,stiffness of wrists,1.0,1
foot oedematous,drawing in nape,1.0,1
foot oedematous,paralytic pain in left shoulder,1.0,1
foot oedematous,hip pain extends to feet,1.0,1
foot oedematous,thorax stitches worse on motion,1.0,1
foot oedematous,pain in right clavicle,1.0,1
foot oedematous,rheumatic troubles about chest,1.0,1
foot oedematous,sensation of sand in eye,1.0,1
foot oedematous,urine dark yellow,1.0,1
foot oedematous,oedema from venous congestion,1.0,1
foot oedematous,violent tearing pains in back,1.0,1
foot oedematous,pain under right shoulder blade,1.0,1
foot oedematous,stiffness of right neck muscles,1.0,1
foot oedematous,sole cramps worse by putting foot down,1.0,1
foot oedematous,hip pain worse on right side,1.0,1
foot oedematous,severe pain in spine between shoulders,1.0,1
foot oedematous,amaurosis from rheumatic troubles,1.0,1
foot oedematous,anxious,1.0,1
foot oedematous,sensation as if weights hung on right leg,1.0,1
foot oedematous,lancinating pains in pectoral muscles,1.0,1
foot oedematous,head drawn to left,1.0,1
foot oedematous,stitches in right side of chest,1.0,1
foot oedematous,pressing pain beneath right scapula,1.0,1
foot oedematous,pain across umbilicus,1.0,1
foot oedematous,rose-red elastic swelling,1.0,1
foot oedematous,fingertips cold,1.0,1
foot oedematous,violent pain in popliteal space,1.0,1
foot oedematous,tightness of chest,1.0,1
foot oedematous,urine milky,1.0,1
foot oedematous,associated with hepatic affections,1.0,1
foot oedematous,yellow nose,1.0,1
foot oedematous,cutting pains in arms,1.0,1
foot oedematous,shoulder pain from scapula,1.0,1
foot oedematous,rheumatic troubles about abdomen,1.0,1
foot oedematous,left half of neck stiff,1.0,1
foot oedematous,pressure extending to neck,1.0,1
foot oedematous,pulse hard,1.0,1
foot oedematous,hip pain extends to legs,1.0,1
foot oedematous,paralytic pain in left arm,1.0,1
foot oedematous,tongue thickly coated yellow,1.0,1
foot oedematous,intellect dull,1.0,1
foot oedematous,swelling of elbows,1.0,1
foot oedematous,vertebrae soreness worse by motion,1.0,1
foot oedematous,antidotes bryonia,1.0,1
foot oedematous,constant pain under right scapula,1.0,1
foot oedematous,bitter taste when eating,1.0,1
foot oedematous,rose-coloured elastic swelling of ankle joints,1.0,1
foot oedematous,finger pain worse by pressure,1.0,1
foot oedematous,pain over elbow joint,1.0,1
foot oedematous,burning in right knee,1.0,1
foot oedematous,patient sensitive to touch,1.0,1
foot oedematous,face yellow,1.0,1
foot oedematous,yellow forehead,1.0,1
foot oedematous,pain extends into chest,1.0,1
foot oedematous,stiffness of cervical muscles,1.0,1
foot oedematous,trembling of knees,1.0,1
foot oedematous,urine turbid,1.0,1
foot oedematous,periodic tightness in chest,1.0,1
foot oedematous,tension in occiput,1.0,1
foot oedematous,heaviness in occiput,1.0,1
foot oedematous,spasmodic drawing pains in inguinal regions,1.0,1
foot oedematous,pain extends into stomach,1.0,1
foot oedematous,oedema mostly about ankle,1.0,1
foot oedematous,eyes red,1.0,1
foot oedematous,cramps in soles of feet,1.0,1
foot oedematous,soreness in right chest,1.0,1
foot oedematous,hip pain extends to abdomen,1.0,1
foot oedematous,violent pains in right shoulder joint,1.0,1
foot oedematous,sprained pain in left shoulder,1.0,1
foot oedematous,pain in chest along sternum,1.0,1
foot oedematous,yellow cheeks,1.0,1
foot oedematous,deep-seated pain in right chest,1.0,1
foot oedematous,indifferent,1.0,1
foot oedematous,veins of hands swollen,1.0,1
foot oedematous,paralytic heaviness of arms,1.0,1
foot oedematous,tension in nape muscles,1.0,1
foot oedematous,legs swollen,1.0,1
foot oedematous,thorax stitches worse on cough,1.0,1
foot oedematous,tearing pains from nape to sacrum,1.0,1
foot oedematous,drawing from sacrum to right scrobiculum,1.0,1
foot oedematous,limbs feel lame,1.0,1
foot oedematous,vertebrae soreness worse on pressure,1.0,1
foot oedematous,intellect impaired,1.0,1
foot oedematous,pain in heel as if pinched,1.0,1
foot oedematous,constrictive pressure below left clavicle,1.0,1
foot oedematous,full heavy feeling in abdomen,1.0,1
foot oedematous,urine profuse,1.0,1
foot oedematous,cutting pain in arms,1.0,1
foot oedematous,reduced freedom of arm use,1.0,1
foot oedematous,back pains worse from touch,1.0,1
foot oedematous,oppressive pain beneath right scapula,1.0,1
foot oedematous,stitches beneath right scapula,1.0,1
foot oedematous,restlessness of limbs,1.0,1
foot oedematous,pressive pain in liver region,1.0,1
foot oedematous,whites of eyes yellow,1.0,1
foot oedematous,pressive pain in left neck muscles,1.0,1
foot oedematous,rheumatic attack of arms with jaundice,1.0,1
foot oedematous,lancinating pain in heart region,1.0,1
foot oedematous,sternum pain worse on inspiration,1.0,1
foot oedematous,cutting pains in calves,1.0,1
foot oedematous,hard pressive pain below patella,1.0,1
foot oedematous,fixed pain beneath right scapula,1.0,1
foot oedematous,neck feels as if constricted by hand,1.0,1
foot oedematous,drawing pain from right shoulder to wrist,1.0,1
foot oedematous,eyes protuberant,1.0,1
foot oedematous,aching soreness in vertebrae,1.0,1
foot oedematous,pain extends into deltoid muscle,1.0,1
foot oedematous,eyes burning,1.0,1
foot oedematous,shooting pain in right hip,1.0,1
foot oedematous,violent stitches in right thorax,1.0,1
drawing in occiput,heaviness in nape muscles,1.0,1
drawing in occiput,severe pains under left scapula,1.0,1
drawing in occiput,violent pain under seventh rib,1.0,1
drawing in occiput,stiffness of right knee,1.0,1
drawing in occiput,tearing in metacarpal bones,1.0,1
drawing in occiput,limbs feel stiff,1.0,1
drawing in occiput,coldness of left arm,1.0,1
drawing in occiput,pain behind sternum,1.0,1
drawing in occiput,oedema,1.0,1
drawing in occiput,sensation as if lower lumbar vertebrae would separate,1.0,1
drawing in occiput,bitter taste when drinking,1.0,1
drawing in occiput,violent pain in knee,1.0,1
drawing in occiput,vertebrae separation sensation on stooping,1.0,1
drawing in occiput,sensation as if abdomen constricted with string,1.0,1
drawing in occiput,violent tearing pains in limbs,1.0,1
drawing in occiput,ankle hardest on inner side,1.0,1
drawing in occiput,neck feels as if broken,1.0,1
drawing in occiput,pulse full,1.0,1
drawing in occiput,thorax stitches worse on inspiration,1.0,1
drawing in occiput,pain in cervical muscles,1.0,1
drawing in occiput,limbs feel heavy,1.0,1
drawing in occiput,hands hot,1.0,1
drawing in occiput,stiffness of wrists,1.0,1
drawing in occiput,drawing in nape,1.0,1
drawing in occiput,paralytic pain in left shoulder,1.0,1
drawing in occiput,hip pain extends to feet,1.0,1
drawing in occiput,thorax stitches worse on motion,1.0,1
drawing in occiput,pain in right clavicle,1.0,1
drawing in occiput,rheumatic troubles about chest,1.0,1
drawing in occiput,sensation of sand in eye,1.0,1
drawing in occiput,urine dark yellow,1.0,1
drawing in occiput,oedema from venous congestion,1.0,1
drawing in occiput,violent tearing pains in back,1.0,1
drawing in occiput,pain under right shoulder blade,1.0,1
drawing in occiput,stiffness of right neck muscles,1.0,1
drawing in occiput,sole cramps worse by putting foot down,1.0,1
drawing in occiput,hip pain worse on right side,1.0,1
drawing in occiput,severe pain in spine between shoulders,1.0,1
drawing in occiput,amaurosis from rheumatic troubles,1.0,1
drawing in occiput,anxious,1.0,1
drawing in occiput,sensation as if weights hung on right leg,1.0,1
drawing in occiput,lancinating pains in pectoral muscles,1.0,1
drawing in occiput,head drawn to left,1.0,1
drawing in occiput,stitches in right side of chest,1.0,1
drawing in occiput,pressing pain beneath right scapula,1.0,1
drawing in occiput,pain across umbilicus,1.0,1
drawing in occiput,rose-red elastic swelling,1.0,1
drawing in occiput,fingertips cold,1.0,1
drawing in occiput,violent pain in popliteal space,1.0,1
drawing in occiput,tightness of chest,1.0,1
drawing in occiput,urine milky,1.0,1
drawing in occiput,foot oedematous,1.0,1
drawing in occiput,associated with hepatic affections,1.0,1
drawing in occiput,yellow nose,1.0,1
drawing in occiput,cutting pains in arms,1.0,1
drawing in occiput,shoulder pain from scapula,1.0,1
drawing in occiput,rheumatic troubles about abdomen,1.0,1
drawing in occiput,left half of neck stiff,1.0,1
drawing in occiput,pressure extending to neck,1.0,1
drawing in occiput,pulse hard,1.0,1
drawing in occiput,hip pain extends to legs,1.0,1
drawing in occiput,paralytic pain in left arm,1.0,1
drawing in occiput,tongue thickly coated yellow,1.0,1
drawing in occiput,intellect dull,1.0,1
drawing in occiput,swelling of elbows,1.0,1
drawing in occiput,vertebrae soreness worse by motion,1.0,1
drawing in occiput,antidotes bryonia,1.0,1
drawing in occiput,constant pain under right scapula,1.0,1
drawing in occiput,bitter taste when eating,1.0,1
drawing in occiput,rose-coloured elastic swelling of ankle joints,1.0,1
drawing in occiput,finger pain worse by pressure,1.0,1
drawing in occiput,pain over elbow joint,1.0,1
drawing in occiput,burning in right knee,1.0,1
drawing in occiput,patient sensitive to touch,1.0,1
drawing in occiput,face yellow,1.0,1
drawing in occiput,yellow forehead,1.0,1
drawing in occiput,pain extends into chest,1.0,1
drawing in occiput,stiffness of cervical muscles,1.0,1
drawing in occiput,trembling of knees,1.0,1
drawing in occiput,urine turbid,1.0,1
drawing in occiput,periodic tightness in chest,1.0,1
drawing in occiput,tension in occiput,1.0,1
drawing in occiput,heaviness in occiput,1.0,1
drawing in occiput,spasmodic drawing pains in inguinal regions,1.0,1
drawing in occiput,pain extends into stomach,1.0,1
drawing in occiput,oedema mostly about ankle,1.0,1
drawing in occiput,eyes red,1.0,1
drawing in occiput,cramps in soles of feet,1.0,1
drawing in occiput,soreness in right chest,1.0,1
drawing in occiput,hip pain extends to abdomen,1.0,1
drawing in occiput,violent pains in right shoulder joint,1.0,1
drawing in occiput,sprained pain in left shoulder,1.0,1
drawing in occiput,pain in chest along sternum,1.0,1
drawing in occiput,yellow cheeks,1.0,1
drawing in occiput,deep-seated pain in right chest,1.0,1
drawing in occiput,indifferent,1.0,1
drawing in occiput,veins of hands swollen,1.0,1
drawing in occiput,paralytic heaviness of arms,1.0,1
drawing in occiput,tension in nape muscles,1.0,1
drawing in occiput,legs swollen,1.0,1
drawing in occiput,thorax stitches worse on cough,1.0,1
drawing in occiput,tearing pains from nape to sacrum,1.0,1
drawing in occiput,drawing from sacrum to right scrobiculum,1.0,1
drawing in occiput,limbs feel lame,1.0,1
drawing in occiput,vertebrae soreness worse on pressure,1.0,1
drawing in occiput,intellect impaired,1.0,1
drawing in occiput,pain in heel as if pinched,1.0,1
drawing in occiput,constrictive pressure below left clavicle,1.0,1
drawing in occiput,full heavy feeling in abdomen,1.0,1
drawing in occiput,urine profuse,1.0,1
drawing in occiput,cutting pain in arms,1.0,1
drawing in occiput,reduced freedom of arm use,1.0,1
drawing in occiput,back pains worse from touch,1.0,1
drawing in occiput,oppressive pain beneath right scapula,1.0,1
drawing in occiput,stitches beneath right scapula,1.0,1
drawing in occiput,restlessness of limbs,1.0,1
drawing in occiput,pressive pain in liver region,1.0,1
drawing in occiput,whites of eyes yellow,1.0,1
drawing in occiput,pressive pain in left neck muscles,1.0,1
drawing in occiput,rheumatic attack of arms with jaundice,1.0,1
drawing in occiput,lancinating pain in heart region,1.0,1
drawing in occiput,sternum pain worse on inspiration,1.0,1
drawing in occiput,cutting pains in calves,1.0,1
drawing in occiput,hard pressive pain below patella,1.0,1
drawing in occiput,fixed pain beneath right scapula,1.0,1
drawing in occiput,neck feels as if constricted by hand,1.0,1
