### Cluster 23 — Symptoms (183)
Symptom,Frequency 
tearing pain from shoulder to fingers,toes go to sleep while walking,1.0,1
tearing pain from shoulder to fingers,inflammation in cellular tissues,1.0,1
tearing pain from shoulder to fingers,thirst,1.0,1
tearing pain from shoulder to fingers,hot feet,1.0,1
tearing pain from shoulder to fingers,bruised feeling,1.0,1
tearing pain from shoulder to fingers,tearing pain in nape,1.0,1
tearing pain from shoulder to fingers,formication up back,1.0,1
tearing pain from shoulder to fingers,transient bone pains in metacarpal bones,1.0,1
tearing pain from shoulder to fingers,back stiffness,1.0,1
tearing pain from shoulder to fingers,shortened tendo achillis,1.0,1
tearing pain from shoulder to fingers,pressing pain on moving eyes,1.0,1
tearing pain from shoulder to fingers,shooting pain on moving eyes,1.0,1
tearing pain from shoulder to fingers,numbness of affected parts,1.0,1
tearing pain from shoulder to fingers,numb tingling in fingers,1.0,1
tearing pain from shoulder to fingers,quieter morning with excessive sweat,1.0,1
tearing pain from shoulder to fingers,constriction about head,1.0,1
tearing pain from shoulder to fingers,hot palms,1.0,1
tearing pain from shoulder to fingers,trembling with shooting pains,1.0,1
tearing pain from shoulder to fingers,shooting pain in right elbow to wrist worse flexing fingers,1.0,1
tearing pain from shoulder to fingers,cold sensation down spine,1.0,1
tearing pain from shoulder to fingers,jerking pain down left back,1.0,1
tearing pain from shoulder to fingers,numb tingling in hands,1.0,1
tearing pain from shoulder to fingers,shooting pain in right upper arm,1.0,1
tearing pain from shoulder to fingers,dull pain in neck muscles,1.0,1
tearing pain from shoulder to fingers,anxiety about heart,1.0,1
tearing pain from shoulder to fingers,hot right hip joint,1.0,1
tearing pain from shoulder to fingers,drawing pain in scapulae,1.0,1
tearing pain from shoulder to fingers,drawing in tendinous expansions,1.0,1
tearing pain from shoulder to fingers,tearing pain in left hip joint,1.0,1
tearing pain from shoulder to fingers,convulsive contracting of limbs,1.0,1
tearing pain from shoulder to fingers,bright red joints,1.0,1
tearing pain from shoulder to fingers,coldness of extremities,1.0,1
tearing pain from shoulder to fingers,tingling down left arm,1.0,1
tearing pain from shoulder to fingers,numbness of arms,1.0,1
tearing pain from shoulder to fingers,drawing pain in elbow joints,1.0,1
tearing pain from shoulder to fingers,tensive pain in lumbar region worse stepping,1.0,1
tearing pain from shoulder to fingers,bruised pain between shoulders,1.0,1
tearing pain from shoulder to fingers,crawling in limbs,1.0,1
tearing pain from shoulder to fingers,paralytic pain decin thumb,1.0,1
tearing pain from shoulder to fingers,stinging in kidney region,1.0,1
tearing pain from shoulder to fingers,cutting pain from spine to abdomen,1.0,1
tearing pain from shoulder to fingers,coldness of ankles,1.0,1
tearing pain from shoulder to fingers,throbbing knees,1.0,1
tearing pain from shoulder to fingers,painful right hip joint especially to touch,1.0,1
tearing pain from shoulder to fingers,painful knees,1.0,1
tearing pain from shoulder to fingers,weariness,1.0,1
tearing pain from shoulder to fingers,acuteness of senses,1.0,1
tearing pain from shoulder to fingers,stiff legs after cold,1.0,1
tearing pain from shoulder to fingers,heartburn down back,1.0,1
tearing pain from shoulder to fingers,tearing pains in small of back worse by pressure,1.0,1
tearing pain from shoulder to fingers,heavy limbs during repose,1.0,1
tearing pain from shoulder to fingers,swollen right hip joint,1.0,1
tearing pain from shoulder to fingers,great agitation about heart,1.0,1
tearing pain from shoulder to fingers,hot hands,1.0,1
tearing pain from shoulder to fingers,contracted pulse,1.0,1
tearing pain from shoulder to fingers,painful shoulders feel sinking under weight,1.0,1
tearing pain from shoulder to fingers,violent digging pains in chest sides worse inspiration,1.0,1
tearing pain from shoulder to fingers,tearing pain in deep neck muscles,1.0,1
tearing pain from shoulder to fingers,severe tearing in left humerus head,1.0,1
tearing pain from shoulder to fingers,pain in right shoulder joint,1.0,1
tearing pain from shoulder to fingers,pains to right ear,1.0,1
tearing pain from shoulder to fingers,tearing pain from shoulder to wrist,1.0,1
tearing pain from shoulder to fingers,violent digging pains in back worse inspiration,1.0,1
tearing pain from shoulder to fingers,exhaustion,1.0,1
tearing pain from shoulder to fingers,full pulse,1.0,1
tearing pain from shoulder to fingers,drawing pain in right upper arm,1.0,1
tearing pain from shoulder to fingers,anxious lamentations,1.0,1
tearing pain from shoulder to fingers,tearing pain in scapulae,1.0,1
tearing pain from shoulder to fingers,helplessness with pain in femur head,1.0,1
tearing pain from shoulder to fingers,sweaty palms,1.0,1
tearing pain from shoulder to fingers,hurried thought changes,1.0,1
tearing pain from shoulder to fingers,coldness of arms,1.0,1
tearing pain from shoulder to fingers,heavy feeling,1.0,1
tearing pain from shoulder to fingers,formication of scalp as if hair stands on end,1.0,1
tearing pain from shoulder to fingers,numbness in small of back to legs,1.0,1
tearing pain from shoulder to fingers,cramping pain in forearm,1.0,1
tearing pain from shoulder to fingers,sensation of swollen parts,1.0,1
tearing pain from shoulder to fingers,numbness in limbs after sitting,1.0,1
tearing pain from shoulder to fingers,stitching pain in knee joints,1.0,1
tearing pain from shoulder to fingers,acute rheumatic fevers,1.0,1
tearing pain from shoulder to fingers,tensive pain in sacral region worse jars,1.0,1
tearing pain from shoulder to fingers,formication of hands,1.0,1
tearing pain from shoulder to fingers,cold sensation between scapulae,1.0,1
tearing pain from shoulder to fingers,inflammation in serous tissues,1.0,1
tearing pain from shoulder to fingers,creeping pain in fingers worse writing,1.0,1
tearing pain from shoulder to fingers,paralytic stiffness of right upper arm,1.0,1
tearing pain from shoulder to fingers,drawing pain in limb joints,1.0,1
tearing pain from shoulder to fingers,painful limbs during repose,1.0,1
tearing pain from shoulder to fingers,great thirst for cold water,1.0,1
tearing pain from shoulder to fingers,cold fingers,1.0,1
tearing pain from shoulder to fingers,numbness down left arm,1.0,1
tearing pain from shoulder to fingers,transient bone pains in long bones,1.0,1
tearing pain from shoulder to fingers,intolerable pains driving to delirium,1.0,1
tearing pain from shoulder to fingers,feet go to sleep while walking,1.0,1
tearing pain from shoulder to fingers,lost sensation in fingers,1.0,1
tearing pain from shoulder to fingers,drawing pains in muscles of neck,1.0,1
tearing pain from shoulder to fingers,rheumatism of facial muscles sensitive to touch,1.0,1
tearing pain from shoulder to fingers,pressive pain in lumbar region worse stepping,1.0,1
tearing pain from shoulder to fingers,cold sweat on toes,1.0,1
tearing pain from shoulder to fingers,small pulse,1.0,1
tearing pain from shoulder to fingers,variable humor,1.0,1
tearing pain from shoulder to fingers,dull pain in right elbow to wrist worse flexing fingers,1.0,1
tearing pain from shoulder to fingers,constriction about chest,1.0,1
tearing pain from shoulder to fingers,formication down back,1.0,1
tearing pain from shoulder to fingers,drawing pain in shoulder joints,1.0,1
tearing pain from shoulder to fingers,drawing pain in wrists,1.0,1
tearing pain from shoulder to fingers,intense pain down left arm,1.0,1
tearing pain from shoulder to fingers,formication of arms,1.0,1
tearing pain from shoulder to fingers,hot dry skin,1.0,1
tearing pain from shoulder to fingers,tension about ankles,1.0,1
tearing pain from shoulder to fingers,sore neck painful to touch,1.0,1
tearing pain from shoulder to fingers,coldness of feet,1.0,1
tearing pain from shoulder to fingers,drawing pain in left hip joint,1.0,1
tearing pain from shoulder to fingers,great sadness,1.0,1
tearing pain from shoulder to fingers,vexation with self,1.0,1
tearing pain from shoulder to fingers,cold sweat on arms,1.0,1
tearing pain from shoulder to fingers,bruised pain down back,1.0,1
tearing pain from shoulder to fingers,fear of death,1.0,1
tearing pain from shoulder to fingers,intermittent pulse,1.0,1
tearing pain from shoulder to fingers,digging pain down left back,1.0,1
tearing pain from shoulder to fingers,confused ideas,1.0,1
tearing pain from shoulder to fingers,intolerable pain,1.0,1
tearing pain from shoulder to fingers,little difficulties insurmountable,1.0,1
tearing pain from shoulder to fingers,tired limbs during repose,1.0,1
tearing pain from shoulder to fingers,great anxiety,1.0,1
tearing pain from shoulder to fingers,ophthalmia from cold dry winds,1.0,1
tearing pain from shoulder to fingers,head insecurity due to lack of muscle control worse toward night,1.0,1
tearing pain from shoulder to fingers,cold sweat on soles,1.0,1
tearing pain from shoulder to fingers,bruised pain in last lumbar vertebra,1.0,1
tearing pain from shoulder to fingers,dull pain in back muscles,1.0,1
tearing pain from shoulder to fingers,death-like oppression about heart,1.0,1
tearing pain from shoulder to fingers,noise aggravates,1.0,1
tearing pain from shoulder to fingers,swollen knees,1.0,1
tearing pain from shoulder to fingers,heavy pain in neck muscles,1.0,1
tearing pain from shoulder to fingers,effective early before disease localization,1.0,1
tearing pain from shoulder to fingers,paralytic drawing in feet,1.0,1
tearing pain from shoulder to fingers,knife-like pain in knee joints,1.0,1
tearing pain from shoulder to fingers,numbness of whole limb after sitting,1.0,1
tearing pain from shoulder to fingers,tearing pain from shoulder to forearm,1.0,1
tearing pain from shoulder to fingers,tingling with shooting pains,1.0,1
tearing pain from shoulder to fingers,sleeplessness from knee pain must sit up,1.0,1
tearing pain from shoulder to fingers,stiffness worse on motion,1.0,1
tearing pain from shoulder to fingers,bad effects of cold dry winds,1.0,1
tearing pain from shoulder to fingers,dreadful apprehension,1.0,1
tearing pain from shoulder to fingers,deep red vessels,1.0,1
tearing pain from shoulder to fingers,tearing pain in wrists,1.0,1
tearing pain from shoulder to fingers,lameness of affected parts,1.0,1
tearing pain from shoulder to fingers,constriction about precordia,1.0,1
drawing pain in left hip joint,lack of power in limbs after sitting,1.0,1
drawing pain in left hip joint,tension as if bandaged when walking,1.0,1
drawing pain in left hip joint,patient feels overpowered,1.0,1
drawing pain in left hip joint,prickling in wrist,1.0,1
drawing pain in left hip joint,pains to right shoulder,1.0,1
drawing pain in left hip joint,great weariness,1.0,1
drawing pain in left hip joint,heavy pain in back muscles,1.0,1
drawing pain in left hip joint,convulsive trembling of limbs,1.0,1
drawing pain in left hip joint,pressive pain in sacral region worse jars,1.0,1
drawing pain in left hip joint,unsteadiness of knee joints,1.0,1
drawing pain in left hip joint,tearing pain in thigh,1.0,1
drawing pain in left hip joint,tearing pain in forearm,1.0,1
drawing pain in left hip joint,drawing pain in thigh,1.0,1
drawing pain in left hip joint,weak limbs during repose,1.0,1
drawing pain in left hip joint,arms hang powerless as if paralyzed,1.0,1
drawing pain in left hip joint,puffy joints,1.0,1
drawing pain in left hip joint,tearing pain in elbow joints,1.0,1
drawing pain in left hip joint,excitement,1.0,1
drawing pain in left hip joint,rapid thought changes,1.0,1
drawing pain in left hip joint,raging delirium worse at night,1.0,1
drawing pain in left hip joint,sudden attack in acute articular rheumatism,1.0,1
drawing pain in left hip joint,coldness in feet especially toes,1.0,1
drawing pain in left hip joint,paralysis of wrist,1.0,1
drawing pain in left hip joint,strong pulse,1.0,1
drawing pain in left hip joint,numb tingling in arms,1.0,1
drawing pain in left hip joint,light aggravates,1.0,1
drawing pain in left hip joint,dry hot skin,1.0,1
drawing pain in left hip joint,inflamed joints,1.0,1
drawing pain in left hip joint,cries if touched,1.0,1
drawing pain in left hip joint,sensitiveness to cold air,1.0,1
drawing pain in left hip joint,predicts death day,1.0,1
drawing pain in left hip joint,burning pain on moving eyes,1.0,1
drawing pain in left hip joint,tingling upward on stepping,1.0,1
drawing pain in left hip joint,cutting pain in knees,1.0,1
drawing pain in left hip joint,toes go to sleep while walking,1.0,1
drawing pain in left hip joint,inflammation in cellular tissues,1.0,1
drawing pain in left hip joint,thirst,1.0,1
drawing pain in left hip joint,hot feet,1.0,1
drawing pain in left hip joint,bruised feeling,1.0,1
drawing pain in left hip joint,tearing pain in nape,1.0,1
drawing pain in left hip joint,formication up back,1.0,1
drawing pain in left hip joint,transient bone pains in metacarpal bones,1.0,1
drawing pain in left hip joint,back stiffness,1.0,1
drawing pain in left hip joint,shortened tendo achillis,1.0,1
drawing pain in left hip joint,pressing pain on moving eyes,1.0,1
drawing pain in left hip joint,shooting pain on moving eyes,1.0,1
drawing pain in left hip joint,tearing pain from shoulder to fingers,1.0,1
drawing pain in left hip joint,numbness of affected parts,1.0,1
drawing pain in left hip joint,numb tingling in fingers,1.0,1
drawing pain in left hip joint,quieter morning with excessive sweat,1.0,1
drawing pain in left hip joint,constriction about head,1.0,1
drawing pain in left hip joint,hot palms,1.0,1
drawing pain in left hip joint,trembling with shooting pains,1.0,1
drawing pain in left hip joint,shooting pain in right elbow to wrist worse flexing fingers,1.0,1
drawing pain in left hip joint,cold sensation down spine,1.0,1
drawing pain in left hip joint,jerking pain down left back,1.0,1
drawing pain in left hip joint,numb tingling in hands,1.0,1
drawing pain in left hip joint,shooting pain in right upper arm,1.0,1
drawing pain in left hip joint,dull pain in neck muscles,1.0,1
drawing pain in left hip joint,anxiety about heart,1.0,1
drawing pain in left hip joint,hot right hip joint,1.0,1
drawing pain in left hip joint,drawing pain in scapulae,1.0,1
drawing pain in left hip joint,drawing in tendinous expansions,1.0,1
drawing pain in left hip joint,tearing pain in left hip joint,1.0,1
drawing pain in left hip joint,convulsive contracting of limbs,1.0,1
drawing pain in left hip joint,bright red joints,1.0,1
drawing pain in left hip joint,coldness of extremities,1.0,1
drawing pain in left hip joint,tingling down left arm,1.0,1
drawing pain in left hip joint,numbness of arms,1.0,1
drawing pain in left hip joint,drawing pain in elbow joints,1.0,1
drawing pain in left hip joint,tensive pain in lumbar region worse stepping,1.0,1
drawing pain in left hip joint,bruised pain between shoulders,1.0,1
drawing pain in left hip joint,crawling in limbs,1.0,1
drawing pain in left hip joint,paralytic pain decin thumb,1.0,1
drawing pain in left hip joint,stinging in kidney region,1.0,1
drawing pain in left hip joint,cutting pain from spine to abdomen,1.0,1
drawing pain in left hip joint,coldness of ankles,1.0,1
drawing pain in left hip joint,throbbing knees,1.0,1
drawing pain in left hip joint,painful right hip joint especially to touch,1.0,1
drawing pain in left hip joint,painful knees,1.0,1
drawing pain in left hip joint,weariness,1.0,1
drawing pain in left hip joint,acuteness of senses,1.0,1
drawing pain in left hip joint,stiff legs after cold,1.0,1
drawing pain in left hip joint,heartburn down back,1.0,1
drawing pain in left hip joint,tearing pains in small of back worse by pressure,1.0,1
drawing pain in left hip joint,heavy limbs during repose,1.0,1
drawing pain in left hip joint,swollen right hip joint,1.0,1
drawing pain in left hip joint,great agitation about heart,1.0,1
drawing pain in left hip joint,hot hands,1.0,1
drawing pain in left hip joint,contracted pulse,1.0,1
drawing pain in left hip joint,painful shoulders feel sinking under weight,1.0,1
drawing pain in left hip joint,violent digging pains in chest sides worse inspiration,1.0,1
drawing pain in left hip joint,tearing pain in deep neck muscles,1.0,1
drawing pain in left hip joint,severe tearing in left humerus head,1.0,1
drawing pain in left hip joint,pain in right shoulder joint,1.0,1
drawing pain in left hip joint,pains to right ear,1.0,1
drawing pain in left hip joint,tearing pain from shoulder to wrist,1.0,1
drawing pain in left hip joint,violent digging pains in back worse inspiration,1.0,1
drawing pain in left hip joint,exhaustion,1.0,1
drawing pain in left hip joint,full pulse,1.0,1
drawing pain in left hip joint,drawing pain in right upper arm,1.0,1
drawing pain in left hip joint,anxious lamentations,1.0,1
drawing pain in left hip joint,tearing pain in scapulae,1.0,1
drawing pain in left hip joint,helplessness with pain in femur head,1.0,1
drawing pain in left hip joint,sweaty palms,1.0,1
drawing pain in left hip joint,hurried thought changes,1.0,1
drawing pain in left hip joint,coldness of arms,1.0,1
drawing pain in left hip joint,heavy feeling,1.0,1
drawing pain in left hip joint,formication of scalp as if hair stands on end,1.0,1
drawing pain in left hip joint,numbness in small of back to legs,1.0,1
drawing pain in left hip joint,cramping pain in forearm,1.0,1
drawing pain in left hip joint,sensation of swollen parts,1.0,1
drawing pain in left hip joint,numbness in limbs after sitting,1.0,1
drawing pain in left hip joint,stitching pain in knee joints,1.0,1
drawing pain in left hip joint,acute rheumatic fevers,1.0,1
drawing pain in left hip joint,tensive pain in sacral region worse jars,1.0,1
drawing pain in left hip joint,formication of hands,1.0,1
drawing pain in left hip joint,cold sensation between scapulae,1.0,1
drawing pain in left hip joint,inflammation in serous tissues,1.0,1
drawing pain in left hip joint,creeping pain in fingers worse writing,1.0,1
drawing pain in left hip joint,paralytic stiffness of right upper arm,1.0,1
drawing pain in left hip joint,drawing pain in limb joints,1.0,1
drawing pain in left hip joint,painful limbs during repose,1.0,1
drawing pain in left hip joint,great thirst for cold water,1.0,1
drawing pain in left hip joint,cold fingers,1.0,1
drawing pain in left hip joint,numbness down left arm,1.0,1
drawing pain in left hip joint,transient bone pains in long bones,1.0,1
drawing pain in left hip joint,intolerable pains driving to delirium,1.0,1
drawing pain in left hip joint,feet go to sleep while walking,1.0,1
drawing pain in left hip joint,lost sensation in fingers,1.0,1
drawing pain in left hip joint,drawing pains in muscles of neck,1.0,1
drawing pain in left hip joint,rheumatism of facial muscles sensitive to touch,1.0,1
drawing pain in left hip joint,pressive pain in lumbar region worse stepping,1.0,1
drawing pain in left hip joint,cold sweat on toes,1.0,1
drawing pain in left hip joint,small pulse,1.0,1
drawing pain in left hip joint,variable humor,1.0,1
drawing pain in left hip joint,dull pain in right elbow to wrist worse flexing fingers,1.0,1
drawing pain in left hip joint,constriction about chest,1.0,1
drawing pain in left hip joint,formication down back,1.0,1
drawing pain in left hip joint,drawing pain in shoulder joints,1.0,1
drawing pain in left hip joint,drawing pain in wrists,1.0,1
drawing pain in left hip joint,intense pain down left arm,1.0,1
drawing pain in left hip joint,formication of arms,1.0,1
drawing pain in left hip joint,hot dry skin,1.0,1
drawing pain in left hip joint,tension about ankles,1.0,1
drawing pain in left hip joint,sore neck painful to touch,1.0,1
drawing pain in left hip joint,coldness of feet,1.0,1
drawing pain in left hip joint,great sadness,1.0,1
drawing pain in left hip joint,vexation with self,1.0,1
drawing pain in left hip joint,cold sweat on arms,1.0,1
drawing pain in left hip joint,bruised pain down back,1.0,1
drawing pain in left hip joint,fear of death,1.0,1
drawing pain in left hip joint,intermittent pulse,1.0,1
drawing pain in left hip joint,digging pain down left back,1.0,1
drawing pain in left hip joint,confused ideas,1.0,1
drawing pain in left hip joint,intolerable pain,1.0,1
drawing pain in left hip joint,little difficulties insurmountable,1.0,1
drawing pain in left hip joint,tired limbs during repose,1.0,1
drawing pain in left hip joint,great anxiety,1.0,1
drawing pain in left hip joint,ophthalmia from cold dry winds,1.0,1
drawing pain in left hip joint,head insecurity due to lack of muscle control worse toward night,1.0,1
drawing pain in left hip joint,cold sweat on soles,1.0,1
drawing pain in left hip joint,bruised pain in last lumbar vertebra,1.0,1
drawing pain in left hip joint,dull pain in back muscles,1.0,1
drawing pain in left hip joint,death-like oppression about heart,1.0,1
drawing pain in left hip joint,noise aggravates,1.0,1
drawing pain in left hip joint,swollen knees,1.0,1
drawing pain in left hip joint,heavy pain in neck muscles,1.0,1
drawing pain in left hip joint,effective early before disease localization,1.0,1
drawing pain in left hip joint,paralytic drawing in feet,1.0,1
drawing pain in left hip joint,knife-like pain in knee joints,1.0,1
drawing pain in left hip joint,numbness of whole limb after sitting,1.0,1
drawing pain in left hip joint,tearing pain from shoulder to forearm,1.0,1
drawing pain in left hip joint,tingling with shooting pains,1.0,1
drawing pain in left hip joint,sleeplessness from knee pain must sit up,1.0,1
drawing pain in left hip joint,stiffness worse on motion,1.0,1
drawing pain in left hip joint,bad effects of cold dry winds,1.0,1
drawing pain in left hip joint,dreadful apprehension,1.0,1
drawing pain in left hip joint,deep red vessels,1.0,1
drawing pain in left hip joint,tearing pain in wrists,1.0,1
drawing pain in left hip joint,lameness of affected parts,1.0,1
drawing pain in left hip joint,constriction about precordia,1.0,1
anxiety about heart,lack of power in limbs after sitting,0.5,1
anxiety about heart,tension as if bandaged when walking,0.5,1
anxiety about heart,patient feels overpowered,0.5,1
anxiety about heart,prickling in wrist,0.5,1
anxiety about heart,pains to right shoulder,0.5,1
anxiety about heart,great weariness,0.5,1
anxiety about heart,heavy pain in back muscles,0.5,1
anxiety about heart,convulsive trembling of limbs,0.5,1
anxiety about heart,pressive pain in sacral region worse jars,0.5,1
anxiety about heart,unsteadiness of knee joints,0.5,1
anxiety about heart,tearing pain in thigh,0.5,1
anxiety about heart,tearing pain in forearm,0.5,1
anxiety about heart,drawing pain in thigh,0.5,1
anxiety about heart,weak limbs during repose,0.5,1
anxiety about heart,arms hang powerless as if paralyzed,0.5,1
anxiety about heart,puffy joints,0.5,1
anxiety about heart,tearing pain in elbow joints,0.5,1
anxiety about heart,excitement,0.5,1
anxiety about heart,rapid thought changes,0.5,1
anxiety about heart,raging delirium worse at night,0.5,1
anxiety about heart,sudden attack in acute articular rheumatism,0.5,1
anxiety about heart,coldness in feet especially toes,0.5,1
anxiety about heart,paralysis of wrist,0.5,1
anxiety about heart,strong pulse,0.5,1
anxiety about heart,numb tingling in arms,0.5,1
anxiety about heart,light aggravates,0.5,1
anxiety about heart,dry hot skin,0.5,1
anxiety about heart,inflamed joints,0.5,1
anxiety about heart,cries if touched,0.5,1
anxiety about heart,sensitiveness to cold air,0.5,1
anxiety about heart,predicts death day,0.5,1
anxiety about heart,burning pain on moving eyes,0.5,1
anxiety about heart,tingling upward on stepping,0.5,1
anxiety about heart,cutting pain in knees,0.5,1
anxiety about heart,toes go to sleep while walking,0.5,1
anxiety about heart,inflammation in cellular tissues,0.5,1
anxiety about heart,thirst,0.5,1
anxiety about heart,hot feet,0.5,1
anxiety about heart,bruised feeling,0.5,1
anxiety about heart,tearing pain in nape,0.5,1
anxiety about heart,formication up back,0.5,1
anxiety about heart,transient bone pains in metacarpal bones,0.5,1
anxiety about heart,back stiffness,0.5,1
anxiety about heart,shortened tendo achillis,0.5,1
anxiety about heart,pressing pain on moving eyes,0.5,1
anxiety about heart,shooting pain on moving eyes,0.5,1
anxiety about heart,tearing pain from shoulder to fingers,0.5,1
anxiety about heart,numbness of affected parts,0.5,1
anxiety about heart,numb tingling in fingers,0.5,1
anxiety about heart,quieter morning with excessive sweat,0.5,1
anxiety about heart,constriction about head,0.5,1
anxiety about heart,hot palms,0.5,1
anxiety about heart,trembling with shooting pains,0.5,1
anxiety about heart,shooting pain in right elbow to wrist worse flexing fingers,0.5,1
anxiety about heart,cold sensation down spine,0.5,1
anxiety about heart,jerking pain down left back,0.5,1
anxiety about heart,numb tingling in hands,0.5,1
anxiety about heart,shooting pain in right upper arm,0.5,1
anxiety about heart,dull pain in neck muscles,0.5,1
anxiety about heart,hot right hip joint,0.5,1
anxiety about heart,drawing pain in scapulae,0.5,1
anxiety about heart,drawing in tendinous expansions,0.5,1
anxiety about heart,tearing pain in left hip joint,0.5,1
anxiety about heart,convulsive contracting of limbs,0.5,1
anxiety about heart,bright red joints,0.5,1
anxiety about heart,coldness of extremities,0.5,1
anxiety about heart,tingling down left arm,0.5,1
anxiety about heart,numbness of arms,0.5,1
anxiety about heart,drawing pain in elbow joints,0.5,1
anxiety about heart,tensive pain in lumbar region worse stepping,0.5,1
anxiety about heart,bruised pain between shoulders,0.5,1
anxiety about heart,crawling in limbs,0.5,1
anxiety about heart,paralytic pain decin thumb,0.5,1
anxiety about heart,stinging in kidney region,0.5,1
anxiety about heart,cutting pain from spine to abdomen,0.5,1
anxiety about heart,coldness of ankles,0.5,1
anxiety about heart,throbbing knees,0.5,1
anxiety about heart,painful right hip joint especially to touch,0.5,1
anxiety about heart,painful knees,0.5,1
anxiety about heart,weariness,0.5,1
anxiety about heart,acuteness of senses,0.5,1
anxiety about heart,stiff legs after cold,0.5,1
anxiety about heart,heartburn down back,0.5,1
anxiety about heart,tearing pains in small of back worse by pressure,0.5,1
anxiety about heart,heavy limbs during repose,0.5,1
anxiety about heart,swollen right hip joint,0.5,1
anxiety about heart,great agitation about heart,0.5,1
anxiety about heart,hot hands,0.5,1
anxiety about heart,contracted pulse,0.5,1
anxiety about heart,painful shoulders feel sinking under weight,0.5,1
anxiety about heart,violent digging pains in chest sides worse inspiration,0.5,1
anxiety about heart,tearing pain in deep neck muscles,0.5,1
anxiety about heart,severe tearing in left humerus head,0.5,1
anxiety about heart,pain in right shoulder joint,0.5,1
anxiety about heart,pains to right ear,0.5,1
anxiety about heart,tearing pain from shoulder to wrist,0.5,1
anxiety about heart,violent digging pains in back worse inspiration,0.5,1
anxiety about heart,exhaustion,0.5,1
anxiety about heart,full pulse,0.5,1
anxiety about heart,drawing pain in right upper arm,0.5,1
anxiety about heart,anxious lamentations,0.5,1
anxiety about heart,tearing pain in scapulae,0.5,1
anxiety about heart,helplessness with pain in femur head,0.5,1
anxiety about heart,sweaty palms,0.5,1
anxiety about heart,hurried thought changes,0.5,1
anxiety about heart,coldness of arms,0.5,1
anxiety about heart,heavy feeling,0.5,1
anxiety about heart,formication of scalp as if hair stands on end,0.5,1
anxiety about heart,numbness in small of back to legs,0.5,1
anxiety about heart,cramping pain in forearm,0.5,1
anxiety about heart,sensation of swollen parts,0.5,1
anxiety about heart,numbness in limbs after sitting,0.5,1
anxiety about heart,stitching pain in knee joints,0.5,1
anxiety about heart,acute rheumatic fevers,0.5,1
anxiety about heart,tensive pain in sacral region worse jars,0.5,1
anxiety about heart,formication of hands,0.5,1
anxiety about heart,cold sensation between scapulae,0.5,1
anxiety about heart,inflammation in serous tissues,0.5,1
anxiety about heart,creeping pain in fingers worse writing,0.5,1
anxiety about heart,paralytic stiffness of right upper arm,0.5,1
anxiety about heart,drawing pain in limb joints,0.5,1
anxiety about heart,painful limbs during repose,0.5,1
anxiety about heart,great thirst for cold water,0.5,1
anxiety about heart,cold fingers,0.5,1
anxiety about heart,numbness down left arm,0.5,1
anxiety about heart,transient bone pains in long bones,0.5,1
anxiety about heart,intolerable pains driving to delirium,0.5,1
anxiety about heart,feet go to sleep while walking,0.5,1
anxiety about heart,lost sensation in fingers,0.5,1
anxiety about heart,drawing pains in muscles of neck,0.5,1
anxiety about heart,rheumatism of facial muscles sensitive to touch,0.5,1
anxiety about heart,pressive pain in lumbar region worse stepping,0.5,1
anxiety about heart,cold sweat on toes,0.5,1
anxiety about heart,small pulse,0.5,1
anxiety about heart,variable humor,0.5,1
anxiety about heart,dull pain in right elbow to wrist worse flexing fingers,0.5,1
anxiety about heart,constriction about chest,0.5,1
anxiety about heart,formication down back,0.5,1
anxiety about heart,drawing pain in shoulder joints,0.5,1
anxiety about heart,drawing pain in wrists,0.5,1
anxiety about heart,intense pain down left arm,0.5,1
anxiety about heart,formication of arms,0.5,1
anxiety about heart,hot dry skin,0.5,1
anxiety about heart,tension about ankles,0.5,1
anxiety about heart,sore neck painful to touch,0.5,1
anxiety about heart,coldness of feet,0.5,1
anxiety about heart,drawing pain in left hip joint,0.5,1
anxiety about heart,great sadness,0.5,1
anxiety about heart,vexation with self,0.5,1
anxiety about heart,cold sweat on arms,0.5,1
anxiety about heart,bruised pain down back,0.5,1
anxiety about heart,fear of death,0.5,1
anxiety about heart,intermittent pulse,0.5,1
anxiety about heart,digging pain down left back,0.5,1
anxiety about heart,confused ideas,0.5,1
anxiety about heart,intolerable pain,0.5,1
anxiety about heart,little difficulties insurmountable,0.5,1
anxiety about heart,tired limbs during repose,0.5,1
anxiety about heart,great anxiety,0.5,1
anxiety about heart,ophthalmia from cold dry winds,0.5,1
anxiety about heart,head insecurity due to lack of muscle control worse toward night,0.5,1
anxiety about heart,cold sweat on soles,0.5,1
anxiety about heart,bruised pain in last lumbar vertebra,0.5,1
anxiety about heart,dull pain in back muscles,0.5,1
anxiety about heart,death-like oppression about heart,0.5,1
anxiety about heart,noise aggravates,0.5,1
anxiety about heart,swollen knees,0.5,1
anxiety about heart,heavy pain in neck muscles,0.5,1
anxiety about heart,effective early before disease localization,0.5,1
anxiety about heart,paralytic drawing in feet,0.5,1
anxiety about heart,knife-like pain in knee joints,0.5,1
anxiety about heart,numbness of whole limb after sitting,0.5,1
anxiety about heart,tearing pain from shoulder to forearm,0.5,1
anxiety about heart,tingling with shooting pains,0.5,1
anxiety about heart,sleeplessness from knee pain must sit up,0.5,1
anxiety about heart,stiffness worse on motion,0.5,1
anxiety about heart,bad effects of cold dry winds,0.5,1
anxiety about heart,dreadful apprehension,0.5,1
anxiety about heart,deep red vessels,0.5,1
