### Cluster 58 — Symptoms (132)
Symptom,Frequency 
thigh pain better by warmth of bed,bruised pain in os coccyx,1.0,1
thigh pain better by warmth of bed,aching in hip joints as if dislocated,1.0,1
thigh pain better by warmth of bed,indurations of finger tendons,1.0,1
thigh pain better by warmth of bed,weakness in single parts,1.0,1
thigh pain better by warmth of bed,shoulder pain preventing motion,1.0,1
thigh pain better by warmth of bed,painful numbness of thumb,1.0,1
thigh pain better by warmth of bed,gout in hands,1.0,1
thigh pain better by warmth of bed,tearing in shoulder blades,1.0,1
thigh pain better by warmth of bed,sprained pain in back,1.0,1
pains in superior maxilla bones,bruised pain in thighs in morning,1.0,1
pains in superior maxilla bones,tension in right side of neck,1.0,1
pains in superior maxilla bones,stitches in left lumbar region,1.0,1
pains in superior maxilla bones,tension in ankle joints,1.0,1
pains in superior maxilla bones,rheumatic aching in shoulder,1.0,1
pains in superior maxilla bones,fingers half-closed,1.0,1
pains in superior maxilla bones,paralysis of face,1.0,1
pains in superior maxilla bones,thigh pain better by warmth of bed,1.0,1
pains in superior maxilla bones,tension in heel,1.0,1
pains in superior maxilla bones,muscles feel as if bound,1.0,1
pains in superior maxilla bones,backache in coccyx,1.0,1
pains in superior maxilla bones,sensation as if sharp crust struck spine,1.0,1
pains in superior maxilla bones,drawing pain to cheek,1.0,1
pains in superior maxilla bones,pain in loins as if bound by hands,1.0,1
pains in superior maxilla bones,tearing in thighs,1.0,1
pains in superior maxilla bones,griping clawing about elbow,1.0,1
pains in superior maxilla bones,head drawn to right side,1.0,1
pains in superior maxilla bones,cannot get into easy position,1.0,1
pains in superior maxilla bones,drawing in hands,1.0,1
pains in superior maxilla bones,cough affects back of sternum,1.0,1
pains in superior maxilla bones,jaw stiff,1.0,1
pains in superior maxilla bones,cutting stitches toward toes,1.0,1
pains in superior maxilla bones,paralysis of deltoid muscle,1.0,1
pains in superior maxilla bones,tendo achillis cramps waken from sleep,1.0,1
pains in superior maxilla bones,drawing sticking pain in finger joints,1.0,1
pains in superior maxilla bones,tearing pain along lumbar vertebrae,1.0,1
pains in superior maxilla bones,contractions of finger tendons,1.0,1
pains in superior maxilla bones,leg pain worse in open air,1.0,1
pains in superior maxilla bones,drawing in legs,1.0,1
pains in superior maxilla bones,tension in knee joints,1.0,1
pains in superior maxilla bones,back pain as if from lifting,1.0,1
pains in superior maxilla bones,drawing in thighs,1.0,1
pains in superior maxilla bones,pains in malar bones,1.0,1
pains in superior maxilla bones,tearing pains shift rapidly,1.0,1
pains in superior maxilla bones,tearing pains change place often,1.0,1
pains in superior maxilla bones,paralysis of vocal cords,1.0,1
pains in superior maxilla bones,rheumatism of face,1.0,1
pains in superior maxilla bones,drawing from knee to malleolus,1.0,1
pains in superior maxilla bones,sore bruised pain on side lain on at night,1.0,1
pains in superior maxilla bones,cramps in tendo achillis,1.0,1
pains in superior maxilla bones,leg pain better by warmth of bed,1.0,1
pains in superior maxilla bones,tensive pain in forearms,1.0,1
pains in superior maxilla bones,single stitches in shin bone,1.0,1
pains in superior maxilla bones,rheumatic conditions with paralytic tendency,1.0,1
pains in superior maxilla bones,jaw lame,1.0,1
pains in superior maxilla bones,great uneasiness of limbs,1.0,1
pains in superior maxilla bones,gouty pains in limbs,1.0,1
pains in superior maxilla bones,numbness of ankles,1.0,1
pains in superior maxilla bones,burning stitches in great toe,1.0,1
pains in superior maxilla bones,nightly burning tearing in shins,1.0,1
pains in superior maxilla bones,patient springs out of bed,1.0,1
pains in superior maxilla bones,knee pain worse when beginning to walk,1.0,1
pains in superior maxilla bones,great restlessness in evening,1.0,1
pains in superior maxilla bones,cramps in calves in morning in bed,1.0,1
pains in superior maxilla bones,pains in zygomatic arch,1.0,1
pains in superior maxilla bones,drawing pain in glenoid cavity of jaw,1.0,1
pains in superior maxilla bones,cramps in sole of right foot,1.0,1
pains in superior maxilla bones,gouty tearing in feet,1.0,1
pains in superior maxilla bones,paralysis of arms,1.0,1
pains in superior maxilla bones,darting pain in os coccyx,1.0,1
pains in superior maxilla bones,contractions of flexors,1.0,1
pains in superior maxilla bones,cough feels as if it tears chest,1.0,1
pains in superior maxilla bones,tearing pain to linea alba,1.0,1
pains in superior maxilla bones,drawing in shoulder blades,1.0,1
pains in superior maxilla bones,rheumatic contraction of tendons antidoted by guaiac,1.0,1
pains in superior maxilla bones,pinching crampy pain in buttocks,1.0,1
pains in superior maxilla bones,pressure in shoulders,1.0,1
pains in superior maxilla bones,pain in middle of spine on swallowing,1.0,1
pains in superior maxilla bones,tearing pain in back of neck,1.0,1
pains in superior maxilla bones,painful stiffness of back,1.0,1
pains in superior maxilla bones,abundance of warty growths,1.0,1
pains in superior maxilla bones,stitching pains in hip joints,1.0,1
pains in superior maxilla bones,contractions of limbs,1.0,1
pains in superior maxilla bones,pressing cramp-like pain in kidney region,1.0,1
pains in superior maxilla bones,tearing pains in joints,1.0,1
pains in superior maxilla bones,sticking pain inward,1.0,1
pains in superior maxilla bones,painful numbness of index finger,1.0,1
pains in superior maxilla bones,drawing in feet,1.0,1
pains in superior maxilla bones,cramps in tendo achillis at 2 a.m.,1.0,1
pains in superior maxilla bones,cough affects throat,1.0,1
pains in superior maxilla bones,rheumatism of lower jaw,1.0,1
pains in superior maxilla bones,painful stiffness of sacrum,1.0,1
pains in superior maxilla bones,tearing boring pain in lower leg with movement,1.0,1
pains in superior maxilla bones,dull pain in os coccyx,1.0,1
pains in superior maxilla bones,pain in left hip joint as if wrenched,1.0,1
pains in superior maxilla bones,drawing in forearms,1.0,1
pains in superior maxilla bones,ulcerative pain in heels,1.0,1
pains in superior maxilla bones,gouty deposits,1.0,1
pains in superior maxilla bones,severe tearing in tendons under right calf,1.0,1
pains in superior maxilla bones,pain in elbow joints,1.0,1
pains in superior maxilla bones,ankle pain better from walking,1.0,1
pains in superior maxilla bones,knee pain better by warmth of bed,1.0,1
pains in superior maxilla bones,pains in shoulder when dressing in morning,1.0,1
pains in superior maxilla bones,foot pain worse in open air,1.0,1
pains in superior maxilla bones,pain in occiput,1.0,1
pains in superior maxilla bones,prosopalgia,1.0,1
pains in superior maxilla bones,tearing in forearms,1.0,1
pains in superior maxilla bones,stiffness worse on rising from chair,1.0,1
pains in superior maxilla bones,knee pain worse in open air,1.0,1
pains in superior maxilla bones,tendons of knees seem too short,1.0,1
pains in superior maxilla bones,bruised pain in legs in morning,1.0,1
pains in superior maxilla bones,cannot move fingers by will power,1.0,1
pains in superior maxilla bones,stitches in teeth,1.0,1
pains in superior maxilla bones,stitches in sternum from lifting,1.0,1
pains in superior maxilla bones,cracking in knees on walking,1.0,1
pains in superior maxilla bones,paralysis of hands,1.0,1
pains in superior maxilla bones,pinching crampy pain in lumbar region,1.0,1
pains in superior maxilla bones,knee pain better from continual motion,1.0,1
pains in superior maxilla bones,pain in ankle when sitting,1.0,1
pains in superior maxilla bones,stiffness in hollow of knee,1.0,1
pains in superior maxilla bones,drawing pain to ear,1.0,1
pains in superior maxilla bones,swelling of small joints of foot,1.0,1
pains in superior maxilla bones,knee pain worse when sitting,1.0,1
pains in superior maxilla bones,foot pain better by warmth of bed,1.0,1
pains in superior maxilla bones,pain in throat,1.0,1
pains in superior maxilla bones,severe pressive pain in ball of great toe,1.0,1
pains in superior maxilla bones,elbow pain worse from warmth,1.0,1
pains in superior maxilla bones,stitches in sternum from deep breathing,1.0,1
pains in superior maxilla bones,gouty tearing in lower leg,1.0,1
pains in superior maxilla bones,thigh pain worse in open air,1.0,1
pains in superior maxilla bones,tensive pain in hollow of knee,1.0,1
pains in superior maxilla bones,tearing in teeth,1.0,1
pains in superior maxilla bones,bruised pain in os coccyx,1.0,1
pains in superior maxilla bones,aching in hip joints as if dislocated,1.0,1
pains in superior maxilla bones,indurations of finger tendons,1.0,1
pains in superior maxilla bones,weakness in single parts,1.0,1
pains in superior maxilla bones,shoulder pain preventing motion,1.0,1
pains in superior maxilla bones,painful numbness of thumb,1.0,1
pains in superior maxilla bones,gout in hands,1.0,1
pains in superior maxilla bones,tearing in shoulder blades,1.0,1
pains in superior maxilla bones,sprained pain in back,1.0,1
head drawn to right side,bruised pain in thighs in morning,1.0,1
head drawn to right side,tension in right side of neck,1.0,1
head drawn to right side,stitches in left lumbar region,1.0,1
head drawn to right side,tension in ankle joints,1.0,1
head drawn to right side,rheumatic aching in shoulder,1.0,1
head drawn to right side,fingers half-closed,1.0,1
head drawn to right side,paralysis of face,1.0,1
head drawn to right side,thigh pain better by warmth of bed,1.0,1
head drawn to right side,tension in heel,1.0,1
head drawn to right side,muscles feel as if bound,1.0,1
head drawn to right side,backache in coccyx,1.0,1
head drawn to right side,sensation as if sharp crust struck spine,1.0,1
head drawn to right side,drawing pain to cheek,1.0,1
head drawn to right side,pain in loins as if bound by hands,1.0,1
head drawn to right side,tearing in thighs,1.0,1
head drawn to right side,griping clawing about elbow,1.0,1
head drawn to right side,cannot get into easy position,1.0,1
head drawn to right side,drawing in hands,1.0,1
head drawn to right side,cough affects back of sternum,1.0,1
head drawn to right side,jaw stiff,1.0,1
head drawn to right side,cutting stitches toward toes,1.0,1
head drawn to right side,paralysis of deltoid muscle,1.0,1
head drawn to right side,tendo achillis cramps waken from sleep,1.0,1
head drawn to right side,drawing sticking pain in finger joints,1.0,1
head drawn to right side,tearing pain along lumbar vertebrae,1.0,1
head drawn to right side,contractions of finger tendons,1.0,1
head drawn to right side,leg pain worse in open air,1.0,1
head drawn to right side,drawing in legs,1.0,1
head drawn to right side,tension in knee joints,1.0,1
head drawn to right side,back pain as if from lifting,1.0,1
head drawn to right side,drawing in thighs,1.0,1
head drawn to right side,pains in malar bones,1.0,1
head drawn to right side,tearing pains shift rapidly,1.0,1
head drawn to right side,tearing pains change place often,1.0,1
head drawn to right side,paralysis of vocal cords,1.0,1
head drawn to right side,rheumatism of face,1.0,1
head drawn to right side,drawing from knee to malleolus,1.0,1
head drawn to right side,sore bruised pain on side lain on at night,1.0,1
head drawn to right side,cramps in tendo achillis,1.0,1
head drawn to right side,leg pain better by warmth of bed,1.0,1
head drawn to right side,tensive pain in forearms,1.0,1
head drawn to right side,single stitches in shin bone,1.0,1
head drawn to right side,rheumatic conditions with paralytic tendency,1.0,1
head drawn to right side,jaw lame,1.0,1
head drawn to right side,great uneasiness of limbs,1.0,1
head drawn to right side,gouty pains in limbs,1.0,1
head drawn to right side,numbness of ankles,1.0,1
head drawn to right side,burning stitches in great toe,1.0,1
head drawn to right side,nightly burning tearing in shins,1.0,1
head drawn to right side,patient springs out of bed,1.0,1
head drawn to right side,knee pain worse when beginning to walk,1.0,1
head drawn to right side,great restlessness in evening,1.0,1
head drawn to right side,cramps in calves in morning in bed,1.0,1
head drawn to right side,pains in zygomatic arch,1.0,1
head drawn to right side,drawing pain in glenoid cavity of jaw,1.0,1
head drawn to right side,cramps in sole of right foot,1.0,1
head drawn to right side,gouty tearing in feet,1.0,1
head drawn to right side,paralysis of arms,1.0,1
head drawn to right side,darting pain in os coccyx,1.0,1
head drawn to right side,contractions of flexors,1.0,1
head drawn to right side,cough feels as if it tears chest,1.0,1
head drawn to right side,tearing pain to linea alba,1.0,1
head drawn to right side,drawing in shoulder blades,1.0,1
head drawn to right side,rheumatic contraction of tendons antidoted by guaiac,1.0,1
head drawn to right side,pinching crampy pain in buttocks,1.0,1
head drawn to right side,pressure in shoulders,1.0,1
head drawn to right side,pain in middle of spine on swallowing,1.0,1
head drawn to right side,tearing pain in back of neck,1.0,1
head drawn to right side,painful stiffness of back,1.0,1
head drawn to right side,abundance of warty growths,1.0,1
head drawn to right side,stitching pains in hip joints,1.0,1
head drawn to right side,contractions of limbs,1.0,1
head drawn to right side,pressing cramp-like pain in kidney region,1.0,1
head drawn to right side,tearing pains in joints,1.0,1
head drawn to right side,sticking pain inward,1.0,1
head drawn to right side,painful numbness of index finger,1.0,1
head drawn to right side,drawing in feet,1.0,1
head drawn to right side,cramps in tendo achillis at 2 a.m.,1.0,1
head drawn to right side,cough affects throat,1.0,1
head drawn to right side,rheumatism of lower jaw,1.0,1
head drawn to right side,painful stiffness of sacrum,1.0,1
head drawn to right side,tearing boring pain in lower leg with movement,1.0,1
head drawn to right side,dull pain in os coccyx,1.0,1
head drawn to right side,pain in left hip joint as if wrenched,1.0,1
head drawn to right side,drawing in forearms,1.0,1
head drawn to right side,ulcerative pain in heels,1.0,1
head drawn to right side,gouty deposits,1.0,1
head drawn to right side,severe tearing in tendons under right calf,1.0,1
head drawn to right side,pain in elbow joints,1.0,1
head drawn to right side,ankle pain better from walking,1.0,1
head drawn to right side,knee pain better by warmth of bed,1.0,1
head drawn to right side,pains in superior maxilla bones,1.0,1
head drawn to right side,pains in shoulder when dressing in morning,1.0,1
head drawn to right side,foot pain worse in open air,1.0,1
head drawn to right side,pain in occiput,1.0,1
head drawn to right side,prosopalgia,1.0,1
head drawn to right side,tearing in forearms,1.0,1
head drawn to right side,stiffness worse on rising from chair,1.0,1
head drawn to right side,knee pain worse in open air,1.0,1
head drawn to right side,tendons of knees seem too short,1.0,1
head drawn to right side,bruised pain in legs in morning,1.0,1
head drawn to right side,cannot move fingers by will power,1.0,1
head drawn to right side,stitches in teeth,1.0,1
head drawn to right side,stitches in sternum from lifting,1.0,1
head drawn to right side,cracking in knees on walking,1.0,1
head drawn to right side,paralysis of hands,1.0,1
head drawn to right side,pinching crampy pain in lumbar region,1.0,1
head drawn to right side,knee pain better from continual motion,1.0,1
head drawn to right side,pain in ankle when sitting,1.0,1
head drawn to right side,stiffness in hollow of knee,1.0,1
head drawn to right side,drawing pain to ear,1.0,1
head drawn to right side,swelling of small joints of foot,1.0,1
head drawn to right side,knee pain worse when sitting,1.0,1
head drawn to right side,foot pain better by warmth of bed,1.0,1
head drawn to right side,pain in throat,1.0,1
head drawn to right side,severe pressive pain in ball of great toe,1.0,1
head drawn to right side,elbow pain worse from warmth,1.0,1
head drawn to right side,stitches in sternum from deep breathing,1.0,1
head drawn to right side,gouty tearing in lower leg,1.0,1
head drawn to right side,thigh pain worse in open air,1.0,1
head drawn to right side,tensive pain in hollow of knee,1.0,1
head drawn to right side,tearing in teeth,1.0,1
head drawn to right side,bruised pain in os coccyx,1.0,1
head drawn to right side,aching in hip joints as if dislocated,1.0,1
head drawn to right side,indurations of finger tendons,1.0,1
head drawn to right side,weakness in single parts,1.0,1
head drawn to right side,shoulder pain preventing motion,1.0,1
head drawn to right side,painful numbness of thumb,1.0,1
head drawn to right side,gout in hands,1.0,1
head drawn to right side,tearing in shoulder blades,1.0,1
head drawn to right side,sprained pain in back,1.0,1
jaw lame,bruised pain in thighs in morning,1.0,1
jaw lame,tension in right side of neck,1.0,1
jaw lame,stitches in left lumbar region,1.0,1
jaw lame,tension in ankle joints,1.0,1
jaw lame,rheumatic aching in shoulder,1.0,1
jaw lame,fingers half-closed,1.0,1
jaw lame,paralysis of face,1.0,1
jaw lame,thigh pain better by warmth of bed,1.0,1
jaw lame,tension in heel,1.0,1
jaw lame,muscles feel as if bound,1.0,1
jaw lame,backache in coccyx,1.0,1
jaw lame,sensation as if sharp crust struck spine,1.0,1
jaw lame,drawing pain to cheek,1.0,1
jaw lame,pain in loins as if bound by hands,1.0,1
jaw lame,tearing in thighs,1.0,1
jaw lame,griping clawing about elbow,1.0,1
jaw lame,head drawn to right side,1.0,1
jaw lame,cannot get into easy position,1.0,1
jaw lame,drawing in hands,1.0,1
jaw lame,cough affects back of sternum,1.0,1
jaw lame,jaw stiff,1.0,1
jaw lame,cutting stitches toward toes,1.0,1
jaw lame,paralysis of deltoid muscle,1.0,1
jaw lame,tendo achillis cramps waken from sleep,1.0,1
jaw lame,drawing sticking pain in finger joints,1.0,1
jaw lame,tearing pain along lumbar vertebrae,1.0,1
jaw lame,contractions of finger tendons,1.0,1
jaw lame,leg pain worse in open air,1.0,1
jaw lame,drawing in legs,1.0,1
jaw lame,tension in knee joints,1.0,1
jaw lame,back pain as if from lifting,1.0,1
jaw lame,drawing in thighs,1.0,1
jaw lame,pains in malar bones,1.0,1
jaw lame,tearing pains shift rapidly,1.0,1
jaw lame,tearing pains change place often,1.0,1
jaw lame,paralysis of vocal cords,1.0,1
jaw lame,rheumatism of face,1.0,1
jaw lame,drawing from knee to malleolus,1.0,1
jaw lame,sore bruised pain on side lain on at night,1.0,1
jaw lame,cramps in tendo achillis,1.0,1
jaw lame,leg pain better by warmth of bed,1.0,1
jaw lame,tensive pain in forearms,1.0,1
jaw lame,single stitches in shin bone,1.0,1
jaw lame,rheumatic conditions with paralytic tendency,1.0,1
jaw lame,great uneasiness of limbs,1.0,1
jaw lame,gouty pains in limbs,1.0,1
jaw lame,numbness of ankles,1.0,1
jaw lame,burning stitches in great toe,1.0,1
jaw lame,nightly burning tearing in shins,1.0,1
jaw lame,patient springs out of bed,1.0,1
jaw lame,knee pain worse when beginning to walk,1.0,1
jaw lame,great restlessness in evening,1.0,1
jaw lame,cramps in calves in morning in bed,1.0,1
jaw lame,pains in zygomatic arch,1.0,1
jaw lame,drawing pain in glenoid cavity of jaw,1.0,1
jaw lame,cramps in sole of right foot,1.0,1
jaw lame,gouty tearing in feet,1.0,1
jaw lame,paralysis of arms,1.0,1
jaw lame,darting pain in os coccyx,1.0,1
jaw lame,contractions of flexors,1.0,1
jaw lame,cough feels as if it tears chest,1.0,1
jaw lame,tearing pain to linea alba,1.0,1
jaw lame,drawing in shoulder blades,1.0,1
jaw lame,rheumatic contraction of tendons antidoted by guaiac,1.0,1
jaw lame,pinching crampy pain in buttocks,1.0,1
jaw lame,pressure in shoulders,1.0,1
jaw lame,pain in middle of spine on swallowing,1.0,1
jaw lame,tearing pain in back of neck,1.0,1
jaw lame,painful stiffness of back,1.0,1
jaw lame,abundance of warty growths,1.0,1
jaw lame,stitching pains in hip joints,1.0,1
jaw lame,contractions of limbs,1.0,1
jaw lame,pressing cramp-like pain in kidney region,1.0,1
jaw lame,tearing pains in joints,1.0,1
jaw lame,sticking pain inward,1.0,1
jaw lame,painful numbness of index finger,1.0,1
jaw lame,drawing in feet,1.0,1
jaw lame,cramps in tendo achillis at 2 a.m.,1.0,1
jaw lame,cough affects throat,1.0,1
jaw lame,rheumatism of lower jaw,1.0,1
jaw lame,painful stiffness of sacrum,1.0,1
jaw lame,tearing boring pain in lower leg with movement,1.0,1
jaw lame,dull pain in os coccyx,1.0,1
jaw lame,pain in left hip joint as if wrenched,1.0,1
jaw lame,drawing in forearms,1.0,1
jaw lame,ulcerative pain in heels,1.0,1
jaw lame,gouty deposits,1.0,1
jaw lame,severe tearing in tendons under right calf,1.0,1
jaw lame,pain in elbow joints,1.0,1
jaw lame,ankle pain better from walking,1.0,1
jaw lame,knee pain better by warmth of bed,1.0,1
jaw lame,pains in superior maxilla bones,1.0,1
jaw lame,pains in shoulder when dressing in morning,1.0,1
jaw lame,foot pain worse in open air,1.0,1
jaw lame,pain in occiput,1.0,1
jaw lame,prosopalgia,1.0,1
jaw lame,tearing in forearms,1.0,1
jaw lame,stiffness worse on rising from chair,1.0,1
jaw lame,knee pain worse in open air,1.0,1
jaw lame,tendons of knees seem too short,1.0,1
jaw lame,bruised pain in legs in morning,1.0,1
jaw lame,cannot move fingers by will power,1.0,1
jaw lame,stitches in teeth,1.0,1
jaw lame,stitches in sternum from lifting,1.0,1
jaw lame,cracking in knees on walking,1.0,1
jaw lame,paralysis of hands,1.0,1
jaw lame,pinching crampy pain in lumbar region,1.0,1
jaw lame,knee pain better from continual motion,1.0,1
jaw lame,pain in ankle when sitting,1.0,1
jaw lame,stiffness in hollow of knee,1.0,1
jaw lame,drawing pain to ear,1.0,1
jaw lame,swelling of small joints of foot,1.0,1
jaw lame,knee pain worse when sitting,1.0,1
jaw lame,foot pain better by warmth of bed,1.0,1
jaw lame,pain in throat,1.0,1
jaw lame,severe pressive pain in ball of great toe,1.0,1
jaw lame,elbow pain worse from warmth,1.0,1
jaw lame,stitches in sternum from deep breathing,1.0,1
jaw lame,gouty tearing in lower leg,1.0,1
jaw lame,thigh pain worse in open air,1.0,1
jaw lame,tensive pain in hollow of knee,1.0,1
jaw lame,tearing in teeth,1.0,1
jaw lame,bruised pain in os coccyx,1.0,1
jaw lame,aching in hip joints as if dislocated,1.0,1
jaw lame,indurations of finger tendons,1.0,1
jaw lame,weakness in single parts,1.0,1
jaw lame,shoulder pain preventing motion,1.0,1
jaw lame,painful numbness of thumb,1.0,1
jaw lame,gout in hands,1.0,1
jaw lame,tearing in shoulder blades,1.0,1
jaw lame,sprained pain in back,1.0,1
nightly burning tearing in shins,bruised pain in thighs in morning,1.0,1
nightly burning tearing in shins,tension in right side of neck,1.0,1
nightly burning tearing in shins,stitches in left lumbar region,1.0,1
nightly burning tearing in shins,tension in ankle joints,1.0,1
nightly burning tearing in shins,rheumatic aching in shoulder,1.0,1
nightly burning tearing in shins,fingers half-closed,1.0,1
nightly burning tearing in shins,paralysis of face,1.0,1
nightly burning tearing in shins,thigh pain better by warmth of bed,1.0,1
nightly burning tearing in shins,tension in heel,1.0,1
nightly burning tearing in shins,muscles feel as if bound,1.0,1
nightly burning tearing in shins,backache in coccyx,1.0,1
nightly burning tearing in shins,sensation as if sharp crust struck spine,1.0,1
nightly burning tearing in shins,drawing pain to cheek,1.0,1
nightly burning tearing in shins,pain in loins as if bound by hands,1.0,1
nightly burning tearing in shins,tearing in thighs,1.0,1
nightly burning tearing in shins,griping clawing about elbow,1.0,1
nightly burning tearing in shins,head drawn to right side,1.0,1
nightly burning tearing in shins,cannot get into easy position,1.0,1
nightly burning tearing in shins,drawing in hands,1.0,1
nightly burning tearing in shins,cough affects back of sternum,1.0,1
nightly burning tearing in shins,jaw stiff,1.0,1
nightly burning tearing in shins,cutting stitches toward toes,1.0,1
nightly burning tearing in shins,paralysis of deltoid muscle,1.0,1
nightly burning tearing in shins,tendo achillis cramps waken from sleep,1.0,1
nightly burning tearing in shins,drawing sticking pain in finger joints,1.0,1
nightly burning tearing in shins,tearing pain along lumbar vertebrae,1.0,1
nightly burning tearing in shins,contractions of finger tendons,1.0,1
nightly burning tearing in shins,leg pain worse in open air,1.0,1
nightly burning tearing in shins,drawing in legs,1.0,1
nightly burning tearing in shins,tension in knee joints,1.0,1
nightly burning tearing in shins,back pain as if from lifting,1.0,1
nightly burning tearing in shins,drawing in thighs,1.0,1
nightly burning tearing in shins,pains in malar bones,1.0,1
nightly burning tearing in shins,tearing pains shift rapidly,1.0,1
nightly burning tearing in shins,tearing pains change place often,1.0,1
nightly burning tearing in shins,paralysis of vocal cords,1.0,1
nightly burning tearing in shins,rheumatism of face,1.0,1
nightly burning tearing in shins,drawing from knee to malleolus,1.0,1
nightly burning tearing in shins,sore bruised pain on side lain on at night,1.0,1
nightly burning tearing in shins,cramps in tendo achillis,1.0,1
nightly burning tearing in shins,leg pain better by warmth of bed,1.0,1
nightly burning tearing in shins,tensive pain in forearms,1.0,1
nightly burning tearing in shins,single stitches in shin bone,1.0,1
nightly burning tearing in shins,rheumatic conditions with paralytic tendency,1.0,1
nightly burning tearing in shins,jaw lame,1.0,1
nightly burning tearing in shins,great uneasiness of limbs,1.0,1
nightly burning tearing in shins,gouty pains in limbs,1.0,1
nightly burning tearing in shins,numbness of ankles,1.0,1
nightly burning tearing in shins,burning stitches in great toe,1.0,1
nightly burning tearing in shins,patient springs out of bed,1.0,1
nightly burning tearing in shins,knee pain worse when beginning to walk,1.0,1
nightly burning tearing in shins,great restlessness in evening,1.0,1
nightly burning tearing in shins,cramps in calves in morning in bed,1.0,1
nightly burning tearing in shins,pains in zygomatic arch,1.0,1
nightly burning tearing in shins,drawing pain in glenoid cavity of jaw,1.0,1
nightly burning tearing in shins,cramps in sole of right foot,1.0,1
nightly burning tearing in shins,gouty tearing in feet,1.0,1
nightly burning tearing in shins,paralysis of arms,1.0,1
nightly burning tearing in shins,darting pain in os coccyx,1.0,1
nightly burning tearing in shins,contractions of flexors,1.0,1
nightly burning tearing in shins,cough feels as if it tears chest,1.0,1
nightly burning tearing in shins,tearing pain to linea alba,1.0,1
nightly burning tearing in shins,drawing in shoulder blades,1.0,1
nightly burning tearing in shins,rheumatic contraction of tendons antidoted by guaiac,1.0,1
nightly burning tearing in shins,pinching crampy pain in buttocks,1.0,1
nightly burning tearing in shins,pressure in shoulders,1.0,1
nightly burning tearing in shins,pain in middle of spine on swallowing,1.0,1
nightly burning tearing in shins,tearing pain in back of neck,1.0,1
nightly burning tearing in shins,painful stiffness of back,1.0,1
nightly burning tearing in shins,abundance of warty growths,1.0,1
nightly burning tearing in shins,stitching pains in hip joints,1.0,1
nightly burning tearing in shins,contractions of limbs,1.0,1
nightly burning tearing in shins,pressing cramp-like pain in kidney region,1.0,1
nightly burning tearing in shins,tearing pains in joints,1.0,1
nightly burning tearing in shins,sticking pain inward,1.0,1
nightly burning tearing in shins,painful numbness of index finger,1.0,1
nightly burning tearing in shins,drawing in feet,1.0,1
nightly burning tearing in shins,cramps in tendo achillis at 2 a.m.,1.0,1
nightly burning tearing in shins,cough affects throat,1.0,1
nightly burning tearing in shins,rheumatism of lower jaw,1.0,1
nightly burning tearing in shins,painful stiffness of sacrum,1.0,1
nightly burning tearing in shins,tearing boring pain in lower leg with movement,1.0,1
nightly burning tearing in shins,dull pain in os coccyx,1.0,1
nightly burning tearing in shins,pain in left hip joint as if wrenched,1.0,1
nightly burning tearing in shins,drawing in forearms,1.0,1
nightly burning tearing in shins,ulcerative pain in heels,1.0,1
nightly burning tearing in shins,gouty deposits,1.0,1
nightly burning tearing in shins,severe tearing in tendons under right calf,1.0,1
nightly burning tearing in shins,pain in elbow joints,1.0,1
nightly burning tearing in shins,ankle pain better from walking,1.0,1
nightly burning tearing in shins,knee pain better by warmth of bed,1.0,1
nightly burning tearing in shins,pains in superior maxilla bones,1.0,1
nightly burning tearing in shins,pains in shoulder when dressing in morning,1.0,1
nightly burning tearing in shins,foot pain worse in open air,1.0,1
nightly burning tearing in shins,pain in occiput,1.0,1
nightly burning tearing in shins,prosopalgia,1.0,1
nightly burning tearing in shins,tearing in forearms,1.0,1
nightly burning tearing in shins,stiffness worse on rising from chair,1.0,1
nightly burning tearing in shins,knee pain worse in open air,1.0,1
nightly burning tearing in shins,tendons of knees seem too short,1.0,1
nightly burning tearing in shins,bruised pain in legs in morning,1.0,1
nightly burning tearing in shins,cannot move fingers by will power,1.0,1
nightly burning tearing in shins,stitches in teeth,1.0,1
nightly burning tearing in shins,stitches in sternum from lifting,1.0,1
nightly burning tearing in shins,cracking in knees on walking,1.0,1
nightly burning tearing in shins,paralysis of hands,1.0,1
nightly burning tearing in shins,pinching crampy pain in lumbar region,1.0,1
nightly burning tearing in shins,knee pain better from continual motion,1.0,1
nightly burning tearing in shins,pain in ankle when sitting,1.0,1
nightly burning tearing in shins,stiffness in hollow of knee,1.0,1
nightly burning tearing in shins,drawing pain to ear,1.0,1
nightly burning tearing in shins,swelling of small joints of foot,1.0,1
nightly burning tearing in shins,knee pain worse when sitting,1.0,1
nightly burning tearing in shins,foot pain better by warmth of bed,1.0,1
nightly burning tearing in shins,pain in throat,1.0,1
nightly burning tearing in shins,severe pressive pain in ball of great toe,1.0,1
nightly burning tearing in shins,elbow pain worse from warmth,1.0,1
nightly burning tearing in shins,stitches in sternum from deep breathing,1.0,1
nightly burning tearing in shins,gouty tearing in lower leg,1.0,1
nightly burning tearing in shins,thigh pain worse in open air,1.0,1
nightly burning tearing in shins,tensive pain in hollow of knee,1.0,1
nightly burning tearing in shins,tearing in teeth,1.0,1
nightly burning tearing in shins,bruised pain in os coccyx,1.0,1
nightly burning tearing in shins,aching in hip joints as if dislocated,1.0,1
nightly burning tearing in shins,indurations of finger tendons,1.0,1
nightly burning tearing in shins,weakness in single parts,1.0,1
nightly burning tearing in shins,shoulder pain preventing motion,1.0,1
