### Cluster 33 — Symptoms (87)
Symptom,Frequency 
sticking between shoulder blades,drawing pain in wrist,1.0,1
sticking between shoulder blades,stiffness in fingers,1.0,1
sticking between shoulder blades,drawing pain in arms,1.0,1
sticking between shoulder blades,drawing pain in hands,1.0,1
sticking between shoulder blades,rheumatism of muscles of neck,1.0,1
sticking between shoulder blades,sticking pain in joints,1.0,1
sticking between shoulder blades,sticking pain in nape of neck,1.0,1
sticking between shoulder blades,tearing pain in shoulder,1.0,1
sticking between shoulder blades,tearing pain in elbow,1.0,1
sticking between shoulder blades,gouty pain in wrist,1.0,1
sticking between shoulder blades,swelling in knees,1.0,1
sticking between shoulder blades,violent bruised pain in legs,1.0,1
sticking between shoulder blades,psoric origin,1.0,1
sticking between shoulder blades,drawing pain in feet,1.0,1
sticking between shoulder blades,violent bruised pain in joints,1.0,1
sticking between shoulder blades,sticking in shoulders,1.0,1
sticking between shoulder blades,pressure in sacrum,1.0,1
sticking between shoulder blades,stiffness in legs,1.0,1
sticking between shoulder blades,drawing pain in nape of neck,1.0,1
sticking between shoulder blades,boring pain,1.0,1
sticking between shoulder blades,can only turn head to one side,1.0,1
sticking between shoulder blades,burning of skin,1.0,1
sticking between shoulder blades,stiffness in elbow,1.0,1
sticking between shoulder blades,pain as from a sprain in nape of neck,1.0,1
sticking between shoulder blades,gouty pain in hands,1.0,1
sticking between shoulder blades,gouty pain in fingers,1.0,1
sticking between shoulder blades,pain as from a sprain in shoulder,1.0,1
sticking between shoulder blades,violent bruised pain in knees,1.0,1
sticking between shoulder blades,drawing pain in legs,1.0,1
sticking between shoulder blades,violent bruised pain in thighs,1.0,1
sticking between shoulder blades,worse in open air,1.0,1
stiffness in wrist,sticking pain in small of back,1.0,1
stiffness in wrist,rheumatism of joints,1.0,1
stiffness in wrist,sticking pain in knees,1.0,1
stiffness in wrist,stiffness in feet,1.0,1
stiffness in wrist,drawing pain in fingers,1.0,1
stiffness in wrist,violent bruised pain in feet,1.0,1
stiffness in wrist,swelling of hands,1.0,1
stiffness in wrist,drawing pain in ankles,1.0,1
stiffness in wrist,sticking pain in ankles,1.0,1
stiffness in wrist,itching of skin,1.0,1
stiffness in wrist,tearing pain in ankles,1.0,1
stiffness in wrist,sticking pain in legs,1.0,1
stiffness in wrist,violent bruised pain in back,1.0,1
stiffness in wrist,sticking pain in arms,1.0,1
stiffness in wrist,tearing pain in thighs,1.0,1
stiffness in wrist,rheumatism of shoulder,1.0,1
stiffness in wrist,sticking pain in hips,1.0,1
stiffness in wrist,headache worse lying on back,1.0,1
stiffness in wrist,tearing pain in nape of neck,1.0,1
stiffness in wrist,pressive pain in small of back,1.0,1
stiffness in wrist,tearing in wrist,1.0,1
stiffness in wrist,chronic cases,1.0,1
stiffness in wrist,gouty pain in feet,1.0,1
stiffness in wrist,pain as from a sprain in shoulders,1.0,1
stiffness in wrist,gouty diathesis,1.0,1
stiffness in wrist,chronic articular rheumatism,1.0,1
stiffness in wrist,suppressed eruptions,1.0,1
stiffness in wrist,sticking in fingers,1.0,1
stiffness in wrist,sticking pain in feet,1.0,1
stiffness in wrist,drawing pain in all joints,1.0,1
stiffness in wrist,pressive pain,1.0,1
stiffness in wrist,pressure between shoulder blades,1.0,1
stiffness in wrist,can hardly rise from a seat,1.0,1
stiffness in wrist,stiffness in hands,1.0,1
stiffness in wrist,violent bruised pain in sacrum,1.0,1
stiffness in wrist,sticking pain in elbow,1.0,1
stiffness in wrist,pressing pain in nape of neck,1.0,1
stiffness in wrist,violent bruised pain in arms,1.0,1
stiffness in wrist,psoric manifestations,1.0,1
stiffness in wrist,violent bruised pain in elbow,1.0,1
stiffness in wrist,swelling in ankles,1.0,1
stiffness in wrist,sticking in wrist,1.0,1
stiffness in wrist,tearing pain in joints,1.0,1
stiffness in wrist,sticking pain in thighs,1.0,1
stiffness in wrist,stiffness in hips,1.0,1
stiffness in wrist,violent bruised pain in hips,1.0,1
stiffness in wrist,pain as from overlifting in small of back,1.0,1
stiffness in wrist,sticking in hands,1.0,1
stiffness in wrist,stiffness of shoulder,1.0,1
stiffness in wrist,violent bruised pain in ankles,1.0,1
stiffness in wrist,sticking in sacrum,1.0,1
stiffness in wrist,headache worse in open air,1.0,1
stiffness in wrist,tearing pain in hips,1.0,1
stiffness in wrist,swelling of fingers,1.0,1
stiffness in wrist,drawing pain in wrist,1.0,1
stiffness in wrist,stiffness in fingers,1.0,1
stiffness in wrist,drawing pain in arms,1.0,1
stiffness in wrist,drawing pain in hands,1.0,1
stiffness in wrist,rheumatism of muscles of neck,1.0,1
stiffness in wrist,sticking pain in joints,1.0,1
stiffness in wrist,sticking between shoulder blades,1.0,1
stiffness in wrist,sticking pain in nape of neck,1.0,1
stiffness in wrist,tearing pain in shoulder,1.0,1
stiffness in wrist,tearing pain in elbow,1.0,1
stiffness in wrist,gouty pain in wrist,1.0,1
stiffness in wrist,swelling in knees,1.0,1
stiffness in wrist,violent bruised pain in legs,1.0,1
stiffness in wrist,psoric origin,1.0,1
stiffness in wrist,drawing pain in feet,1.0,1
stiffness in wrist,violent bruised pain in joints,1.0,1
stiffness in wrist,sticking in shoulders,1.0,1
stiffness in wrist,pressure in sacrum,1.0,1
stiffness in wrist,stiffness in legs,1.0,1
stiffness in wrist,drawing pain in nape of neck,1.0,1
stiffness in wrist,boring pain,1.0,1
stiffness in wrist,can only turn head to one side,1.0,1
stiffness in wrist,burning of skin,1.0,1
stiffness in wrist,stiffness in elbow,1.0,1
stiffness in wrist,pain as from a sprain in nape of neck,1.0,1
stiffness in wrist,gouty pain in hands,1.0,1
stiffness in wrist,gouty pain in fingers,1.0,1
stiffness in wrist,pain as from a sprain in shoulder,1.0,1
stiffness in wrist,violent bruised pain in knees,1.0,1
stiffness in wrist,drawing pain in legs,1.0,1
stiffness in wrist,violent bruised pain in thighs,1.0,1
stiffness in wrist,worse in open air,1.0,1
pressive pain,sticking pain in small of back,1.0,1
pressive pain,rheumatism of joints,1.0,1
pressive pain,sticking pain in knees,1.0,1
pressive pain,stiffness in feet,1.0,1
pressive pain,drawing pain in fingers,1.0,1
pressive pain,violent bruised pain in feet,1.0,1
pressive pain,swelling of hands,1.0,1
pressive pain,drawing pain in ankles,1.0,1
pressive pain,sticking pain in ankles,1.0,1
pressive pain,itching of skin,1.0,1
pressive pain,tearing pain in ankles,1.0,1
pressive pain,sticking pain in legs,1.0,1
pressive pain,violent bruised pain in back,1.0,1
pressive pain,sticking pain in arms,1.0,1
pressive pain,tearing pain in thighs,1.0,1
pressive pain,rheumatism of shoulder,1.0,1
pressive pain,sticking pain in hips,1.0,1
pressive pain,headache worse lying on back,1.0,1
pressive pain,tearing pain in nape of neck,1.0,1
pressive pain,pressive pain in small of back,1.0,1
pressive pain,tearing in wrist,1.0,1
pressive pain,chronic cases,1.0,1
pressive pain,gouty pain in feet,1.0,1
pressive pain,pain as from a sprain in shoulders,1.0,1
pressive pain,gouty diathesis,1.0,1
pressive pain,chronic articular rheumatism,1.0,1
pressive pain,suppressed eruptions,1.0,1
pressive pain,sticking in fingers,1.0,1
pressive pain,sticking pain in feet,1.0,1
pressive pain,drawing pain in all joints,1.0,1
pressive pain,pressure between shoulder blades,1.0,1
pressive pain,can hardly rise from a seat,1.0,1
pressive pain,stiffness in hands,1.0,1
pressive pain,violent bruised pain in sacrum,1.0,1
pressive pain,sticking pain in elbow,1.0,1
pressive pain,pressing pain in nape of neck,1.0,1
pressive pain,violent bruised pain in arms,1.0,1
pressive pain,stiffness in wrist,1.0,1
pressive pain,psoric manifestations,1.0,1
pressive pain,violent bruised pain in elbow,1.0,1
pressive pain,swelling in ankles,1.0,1
pressive pain,sticking in wrist,1.0,1
pressive pain,tearing pain in joints,1.0,1
pressive pain,sticking pain in thighs,1.0,1
pressive pain,stiffness in hips,1.0,1
pressive pain,violent bruised pain in hips,1.0,1
pressive pain,pain as from overlifting in small of back,1.0,1
pressive pain,sticking in hands,1.0,1
pressive pain,stiffness of shoulder,1.0,1
pressive pain,violent bruised pain in ankles,1.0,1
pressive pain,sticking in sacrum,1.0,1
pressive pain,headache worse in open air,1.0,1
pressive pain,tearing pain in hips,1.0,1
pressive pain,swelling of fingers,1.0,1
pressive pain,drawing pain in wrist,1.0,1
pressive pain,stiffness in fingers,1.0,1
pressive pain,drawing pain in arms,1.0,1
pressive pain,drawing pain in hands,1.0,1
pressive pain,rheumatism of muscles of neck,1.0,1
pressive pain,sticking pain in joints,1.0,1
pressive pain,sticking between shoulder blades,1.0,1
pressive pain,sticking pain in nape of neck,1.0,1
pressive pain,tearing pain in shoulder,1.0,1
pressive pain,tearing pain in elbow,1.0,1
pressive pain,gouty pain in wrist,1.0,1
pressive pain,swelling in knees,1.0,1
pressive pain,violent bruised pain in legs,1.0,1
pressive pain,psoric origin,1.0,1
pressive pain,drawing pain in feet,1.0,1
pressive pain,violent bruised pain in joints,1.0,1
pressive pain,sticking in shoulders,1.0,1
pressive pain,pressure in sacrum,1.0,1
pressive pain,stiffness in legs,1.0,1
pressive pain,drawing pain in nape of neck,1.0,1
pressive pain,boring pain,1.0,1
pressive pain,can only turn head to one side,1.0,1
pressive pain,burning of skin,1.0,1
pressive pain,stiffness in elbow,1.0,1
pressive pain,pain as from a sprain in nape of neck,1.0,1
pressive pain,gouty pain in hands,1.0,1
pressive pain,gouty pain in fingers,1.0,1
pressive pain,pain as from a sprain in shoulder,1.0,1
pressive pain,violent bruised pain in knees,1.0,1
pressive pain,drawing pain in legs,1.0,1
pressive pain,violent bruised pain in thighs,1.0,1
pressive pain,worse in open air,1.0,1
sticking pain in arms,sticking pain in small of back,1.0,1
sticking pain in arms,rheumatism of joints,1.0,1
sticking pain in arms,sticking pain in knees,1.0,1
sticking pain in arms,stiffness in feet,1.0,1
sticking pain in arms,drawing pain in fingers,1.0,1
sticking pain in arms,violent bruised pain in feet,1.0,1
sticking pain in arms,swelling of hands,1.0,1
sticking pain in arms,drawing pain in ankles,1.0,1
sticking pain in arms,sticking pain in ankles,1.0,1
sticking pain in arms,itching of skin,1.0,1
sticking pain in arms,tearing pain in ankles,1.0,1
sticking pain in arms,sticking pain in legs,1.0,1
sticking pain in arms,violent bruised pain in back,1.0,1
sticking pain in arms,tearing pain in thighs,1.0,1
sticking pain in arms,rheumatism of shoulder,1.0,1
sticking pain in arms,sticking pain in hips,1.0,1
sticking pain in arms,headache worse lying on back,1.0,1
sticking pain in arms,tearing pain in nape of neck,1.0,1
sticking pain in arms,pressive pain in small of back,1.0,1
sticking pain in arms,tearing in wrist,1.0,1
sticking pain in arms,chronic cases,1.0,1
sticking pain in arms,gouty pain in feet,1.0,1
sticking pain in arms,pain as from a sprain in shoulders,1.0,1
sticking pain in arms,gouty diathesis,1.0,1
sticking pain in arms,chronic articular rheumatism,1.0,1
sticking pain in arms,suppressed eruptions,1.0,1
sticking pain in arms,sticking in fingers,1.0,1
sticking pain in arms,sticking pain in feet,1.0,1
sticking pain in arms,drawing pain in all joints,1.0,1
sticking pain in arms,pressive pain,1.0,1
sticking pain in arms,pressure between shoulder blades,1.0,1
sticking pain in arms,can hardly rise from a seat,1.0,1
sticking pain in arms,stiffness in hands,1.0,1
sticking pain in arms,violent bruised pain in sacrum,1.0,1
sticking pain in arms,sticking pain in elbow,1.0,1
sticking pain in arms,pressing pain in nape of neck,1.0,1
sticking pain in arms,violent bruised pain in arms,1.0,1
sticking pain in arms,stiffness in wrist,1.0,1
sticking pain in arms,psoric manifestations,1.0,1
sticking pain in arms,violent bruised pain in elbow,1.0,1
sticking pain in arms,swelling in ankles,1.0,1
sticking pain in arms,sticking in wrist,1.0,1
sticking pain in arms,tearing pain in joints,1.0,1
sticking pain in arms,sticking pain in thighs,1.0,1
sticking pain in arms,stiffness in hips,1.0,1
sticking pain in arms,violent bruised pain in hips,1.0,1
sticking pain in arms,pain as from overlifting in small of back,1.0,1
sticking pain in arms,sticking in hands,1.0,1
sticking pain in arms,stiffness of shoulder,1.0,1
sticking pain in arms,violent bruised pain in ankles,1.0,1
sticking pain in arms,sticking in sacrum,1.0,1
sticking pain in arms,headache worse in open air,1.0,1
sticking pain in arms,tearing pain in hips,1.0,1
sticking pain in arms,swelling of fingers,1.0,1
sticking pain in arms,drawing pain in wrist,1.0,1
sticking pain in arms,stiffness in fingers,1.0,1
sticking pain in arms,drawing pain in arms,1.0,1
sticking pain in arms,drawing pain in hands,1.0,1
sticking pain in arms,rheumatism of muscles of neck,1.0,1
sticking pain in arms,sticking pain in joints,1.0,1
sticking pain in arms,sticking between shoulder blades,1.0,1
sticking pain in arms,sticking pain in nape of neck,1.0,1
sticking pain in arms,tearing pain in shoulder,1.0,1
sticking pain in arms,tearing pain in elbow,1.0,1
sticking pain in arms,gouty pain in wrist,1.0,1
sticking pain in arms,swelling in knees,1.0,1
sticking pain in arms,violent bruised pain in legs,1.0,1
sticking pain in arms,psoric origin,1.0,1
sticking pain in arms,drawing pain in feet,1.0,1
sticking pain in arms,violent bruised pain in joints,1.0,1
sticking pain in arms,sticking in shoulders,1.0,1
sticking pain in arms,pressure in sacrum,1.0,1
sticking pain in arms,stiffness in legs,1.0,1
sticking pain in arms,drawing pain in nape of neck,1.0,1
sticking pain in arms,boring pain,1.0,1
sticking pain in arms,can only turn head to one side,1.0,1
sticking pain in arms,burning of skin,1.0,1
sticking pain in arms,stiffness in elbow,1.0,1
sticking pain in arms,pain as from a sprain in nape of neck,1.0,1
sticking pain in arms,gouty pain in hands,1.0,1
sticking pain in arms,gouty pain in fingers,1.0,1
sticking pain in arms,pain as from a sprain in shoulder,1.0,1
sticking pain in arms,violent bruised pain in knees,1.0,1
sticking pain in arms,drawing pain in legs,1.0,1
sticking pain in arms,violent bruised pain in thighs,1.0,1
sticking pain in arms,worse in open air,1.0,1
stiffness in feet,sticking pain in small of back,1.0,1
stiffness in feet,rheumatism of joints,1.0,1
stiffness in feet,sticking pain in knees,1.0,1
stiffness in feet,drawing pain in fingers,1.0,1
stiffness in feet,violent bruised pain in feet,1.0,1
stiffness in feet,swelling of hands,1.0,1
stiffness in feet,drawing pain in ankles,1.0,1
stiffness in feet,sticking pain in ankles,1.0,1
stiffness in feet,itching of skin,1.0,1
stiffness in feet,tearing pain in ankles,1.0,1
stiffness in feet,sticking pain in legs,1.0,1
stiffness in feet,violent bruised pain in back,1.0,1
stiffness in feet,sticking pain in arms,1.0,1
stiffness in feet,tearing pain in thighs,1.0,1
stiffness in feet,rheumatism of shoulder,1.0,1
stiffness in feet,sticking pain in hips,1.0,1
stiffness in feet,headache worse lying on back,1.0,1
stiffness in feet,tearing pain in nape of neck,1.0,1
stiffness in feet,pressive pain in small of back,1.0,1
stiffness in feet,tearing in wrist,1.0,1
stiffness in feet,chronic cases,1.0,1
stiffness in feet,gouty pain in feet,1.0,1
stiffness in feet,pain as from a sprain in shoulders,1.0,1
stiffness in feet,gouty diathesis,1.0,1
stiffness in feet,chronic articular rheumatism,1.0,1
stiffness in feet,suppressed eruptions,1.0,1
stiffness in feet,sticking in fingers,1.0,1
stiffness in feet,sticking pain in feet,1.0,1
stiffness in feet,drawing pain in all joints,1.0,1
stiffness in feet,pressive pain,1.0,1
stiffness in feet,pressure between shoulder blades,1.0,1
stiffness in feet,can hardly rise from a seat,1.0,1
stiffness in feet,stiffness in hands,1.0,1
stiffness in feet,violent bruised pain in sacrum,1.0,1
stiffness in feet,sticking pain in elbow,1.0,1
stiffness in feet,pressing pain in nape of neck,1.0,1
stiffness in feet,violent bruised pain in arms,1.0,1
stiffness in feet,stiffness in wrist,1.0,1
stiffness in feet,psoric manifestations,1.0,1
stiffness in feet,violent bruised pain in elbow,1.0,1
stiffness in feet,swelling in ankles,1.0,1
stiffness in feet,sticking in wrist,1.0,1
stiffness in feet,tearing pain in joints,1.0,1
stiffness in feet,sticking pain in thighs,1.0,1
stiffness in feet,stiffness in hips,1.0,1
stiffness in feet,violent bruised pain in hips,1.0,1
stiffness in feet,pain as from overlifting in small of back,1.0,1
stiffness in feet,sticking in hands,1.0,1
stiffness in feet,stiffness of shoulder,1.0,1
stiffness in feet,violent bruised pain in ankles,1.0,1
stiffness in feet,sticking in sacrum,1.0,1
stiffness in feet,headache worse in open air,1.0,1
stiffness in feet,tearing pain in hips,1.0,1
stiffness in feet,swelling of fingers,1.0,1
stiffness in feet,drawing pain in wrist,1.0,1
stiffness in feet,stiffness in fingers,1.0,1
stiffness in feet,drawing pain in arms,1.0,1
stiffness in feet,drawing pain in hands,1.0,1
stiffness in feet,rheumatism of muscles of neck,1.0,1
stiffness in feet,sticking pain in joints,1.0,1
stiffness in feet,sticking between shoulder blades,1.0,1
stiffness in feet,sticking pain in nape of neck,1.0,1
stiffness in feet,tearing pain in shoulder,1.0,1
stiffness in feet,tearing pain in elbow,1.0,1
stiffness in feet,gouty pain in wrist,1.0,1
stiffness in feet,swelling in knees,1.0,1
stiffness in feet,violent bruised pain in legs,1.0,1
stiffness in feet,psoric origin,1.0,1
stiffness in feet,drawing pain in feet,1.0,1
stiffness in feet,violent bruised pain in joints,1.0,1
stiffness in feet,sticking in shoulders,1.0,1
stiffness in feet,pressure in sacrum,1.0,1
stiffness in feet,stiffness in legs,1.0,1
stiffness in feet,drawing pain in nape of neck,1.0,1
stiffness in feet,boring pain,1.0,1
stiffness in feet,can only turn head to one side,1.0,1
stiffness in feet,burning of skin,1.0,1
stiffness in feet,stiffness in elbow,1.0,1
stiffness in feet,pain as from a sprain in nape of neck,1.0,1
stiffness in feet,gouty pain in hands,1.0,1
stiffness in feet,gouty pain in fingers,1.0,1
stiffness in feet,pain as from a sprain in shoulder,1.0,1
stiffness in feet,violent bruised pain in knees,1.0,1
stiffness in feet,drawing pain in legs,1.0,1
stiffness in feet,violent bruised pain in thighs,1.0,1
stiffness in feet,worse in open air,1.0,1
worse in open air,sticking pain in small of back,1.0,1
worse in open air,rheumatism of joints,1.0,1
worse in open air,sticking pain in knees,1.0,1
worse in open air,stiffness in feet,1.0,1
worse in open air,drawing pain in fingers,1.0,1
worse in open air,violent bruised pain in feet,1.0,1
worse in open air,swelling of hands,1.0,1
worse in open air,drawing pain in ankles,1.0,1
worse in open air,sticking pain in ankles,1.0,1
worse in open air,itching of skin,1.0,1
worse in open air,tearing pain in ankles,1.0,1
worse in open air,sticking pain in legs,1.0,1
worse in open air,violent bruised pain in back,1.0,1
worse in open air,sticking pain in arms,1.0,1
worse in open air,tearing pain in thighs,1.0,1
worse in open air,rheumatism of shoulder,1.0,1
worse in open air,sticking pain in hips,1.0,1
worse in open air,headache worse lying on back,1.0,1
worse in open air,tearing pain in nape of neck,1.0,1
worse in open air,pressive pain in small of back,1.0,1
worse in open air,tearing in wrist,1.0,1
worse in open air,chronic cases,1.0,1
worse in open air,gouty pain in feet,1.0,1
worse in open air,pain as from a sprain in shoulders,1.0,1
worse in open air,gouty diathesis,1.0,1
worse in open air,chronic articular rheumatism,1.0,1
worse in open air,suppressed eruptions,1.0,1
worse in open air,sticking in fingers,1.0,1
worse in open air,sticking pain in feet,1.0,1
worse in open air,drawing pain in all joints,1.0,1
worse in open air,pressive pain,1.0,1
worse in open air,pressure between shoulder blades,1.0,1
worse in open air,can hardly rise from a seat,1.0,1
worse in open air,stiffness in hands,1.0,1
worse in open air,violent bruised pain in sacrum,1.0,1
worse in open air,sticking pain in elbow,1.0,1
worse in open air,pressing pain in nape of neck,1.0,1
worse in open air,violent bruised pain in arms,1.0,1
worse in open air,stiffness in wrist,1.0,1
worse in open air,psoric manifestations,1.0,1
worse in open air,violent bruised pain in elbow,1.0,1
worse in open air,swelling in ankles,1.0,1
worse in open air,sticking in wrist,1.0,1
worse in open air,tearing pain in joints,1.0,1
worse in open air,sticking pain in thighs,1.0,1
worse in open air,stiffness in hips,1.0,1
worse in open air,violent bruised pain in hips,1.0,1
worse in open air,pain as from overlifting in small of back,1.0,1
worse in open air,sticking in hands,1.0,1
worse in open air,stiffness of shoulder,1.0,1
worse in open air,violent bruised pain in ankles,1.0,1
worse in open air,sticking in sacrum,1.0,1
worse in open air,headache worse in open air,1.0,1
worse in open air,tearing pain in hips,1.0,1
worse in open air,swelling of fingers,1.0,1
worse in open air,drawing pain in wrist,1.0,1
worse in open air,stiffness in fingers,1.0,1
worse in open air,drawing pain in arms,1.0,1
worse in open air,drawing pain in hands,1.0,1
worse in open air,rheumatism of muscles of neck,1.0,1
worse in open air,sticking pain in joints,1.0,1
worse in open air,sticking between shoulder blades,1.0,1
worse in open air,sticking pain in nape of neck,1.0,1
worse in open air,tearing pain in shoulder,1.0,1
worse in open air,tearing pain in elbow,1.0,1
worse in open air,gouty pain in wrist,1.0,1
worse in open air,swelling in knees,1.0,1
worse in open air,violent bruised pain in legs,1.0,1
worse in open air,psoric origin,1.0,1
worse in open air,drawing pain in feet,1.0,1
worse in open air,violent bruised pain in joints,1.0,1
worse in open air,sticking in shoulders,1.0,1
worse in open air,pressure in sacrum,1.0,1
worse in open air,stiffness in legs,1.0,1
worse in open air,drawing pain in nape of neck,1.0,1
worse in open air,boring pain,1.0,1
worse in open air,can only turn head to one side,1.0,1
worse in open air,burning of skin,1.0,1
worse in open air,stiffness in elbow,1.0,1
worse in open air,pain as from a sprain in nape of neck,1.0,1
worse in open air,gouty pain in hands,1.0,1
worse in open air,gouty pain in fingers,1.0,1
worse in open air,pain as from a sprain in shoulder,1.0,1
worse in open air,violent bruised pain in knees,1.0,1
worse in open air,drawing pain in legs,1.0,1
worse in open air,violent bruised pain in thighs,1.0,1
tearing pain in joints,sticking pain in small of back,1.0,1
tearing pain in joints,rheumatism of joints,1.0,1
tearing pain in joints,sticking pain in knees,1.0,1
tearing pain in joints,stiffness in feet,1.0,1
tearing pain in joints,drawing pain in fingers,1.0,1
tearing pain in joints,violent bruised pain in feet,1.0,1
tearing pain in joints,swelling of hands,1.0,1
tearing pain in joints,drawing pain in ankles,1.0,1
tearing pain in joints,sticking pain in ankles,1.0,1
tearing pain in joints,itching of skin,1.0,1
tearing pain in joints,tearing pain in ankles,1.0,1
tearing pain in joints,sticking pain in legs,1.0,1
tearing pain in joints,violent bruised pain in back,1.0,1
tearing pain in joints,sticking pain in arms,1.0,1
tearing pain in joints,tearing pain in thighs,1.0,1
tearing pain in joints,rheumatism of shoulder,1.0,1
tearing pain in joints,sticking pain in hips,1.0,1
tearing pain in joints,headache worse lying on back,1.0,1
tearing pain in joints,tearing pain in nape of neck,1.0,1
tearing pain in joints,pressive pain in small of back,1.0,1
tearing pain in joints,tearing in wrist,1.0,1
tearing pain in joints,chronic cases,1.0,1
tearing pain in joints,gouty pain in feet,1.0,1
tearing pain in joints,pain as from a sprain in shoulders,1.0,1
tearing pain in joints,gouty diathesis,1.0,1
tearing pain in joints,chronic articular rheumatism,1.0,1
tearing pain in joints,suppressed eruptions,1.0,1
tearing pain in joints,sticking in fingers,1.0,1
tearing pain in joints,sticking pain in feet,1.0,1
tearing pain in joints,drawing pain in all joints,1.0,1
tearing pain in joints,pressive pain,1.0,1
tearing pain in joints,pressure between shoulder blades,1.0,1
tearing pain in joints,can hardly rise from a seat,1.0,1
tearing pain in joints,stiffness in hands,1.0,1
tearing pain in joints,violent bruised pain in sacrum,1.0,1
tearing pain in joints,sticking pain in elbow,1.0,1
tearing pain in joints,pressing pain in nape of neck,1.0,1
tearing pain in joints,violent bruised pain in arms,1.0,1
tearing pain in joints,stiffness in wrist,1.0,1
tearing pain in joints,psoric manifestations,1.0,1
tearing pain in joints,violent bruised pain in elbow,1.0,1
tearing pain in joints,swelling in ankles,1.0,1
tearing pain in joints,sticking in wrist,1.0,1
tearing pain in joints,sticking pain in thighs,1.0,1
tearing pain in joints,stiffness in hips,1.0,1
tearing pain in joints,violent bruised pain in hips,1.0,1
tearing pain in joints,pain as from overlifting in small of back,1.0,1
tearing pain in joints,sticking in hands,1.0,1
tearing pain in joints,stiffness of shoulder,1.0,1
tearing pain in joints,violent bruised pain in ankles,1.0,1
tearing pain in joints,sticking in sacrum,1.0,1
tearing pain in joints,headache worse in open air,1.0,1
tearing pain in joints,tearing pain in hips,1.0,1
tearing pain in joints,swelling of fingers,1.0,1
tearing pain in joints,drawing pain in wrist,1.0,1
tearing pain in joints,stiffness in fingers,1.0,1
tearing pain in joints,drawing pain in arms,1.0,1
tearing pain in joints,drawing pain in hands,1.0,1
tearing pain in joints,rheumatism of muscles of neck,1.0,1
tearing pain in joints,sticking pain in joints,1.0,1
tearing pain in joints,sticking between shoulder blades,1.0,1
tearing pain in joints,sticking pain in nape of neck,1.0,1
tearing pain in joints,tearing pain in shoulder,1.0,1
tearing pain in joints,tearing pain in elbow,1.0,1
tearing pain in joints,gouty pain in wrist,1.0,1
tearing pain in joints,swelling in knees,1.0,1
tearing pain in joints,violent bruised pain in legs,1.0,1
tearing pain in joints,psoric origin,1.0,1
tearing pain in joints,drawing pain in feet,1.0,1
tearing pain in joints,violent bruised pain in joints,1.0,1
tearing pain in joints,sticking in shoulders,1.0,1
tearing pain in joints,pressure in sacrum,1.0,1
tearing pain in joints,stiffness in legs,1.0,1
tearing pain in joints,drawing pain in nape of neck,1.0,1
tearing pain in joints,boring pain,1.0,1
tearing pain in joints,can only turn head to one side,1.0,1
tearing pain in joints,burning of skin,1.0,1
tearing pain in joints,stiffness in elbow,1.0,1
tearing pain in joints,pain as from a sprain in nape of neck,1.0,1
tearing pain in joints,gouty pain in hands,1.0,1
tearing pain in joints,gouty pain in fingers,1.0,1
tearing pain in joints,pain as from a sprain in shoulder,1.0,1
tearing pain in joints,violent bruised pain in knees,1.0,1
tearing pain in joints,drawing pain in legs,1.0,1
tearing pain in joints,violent bruised pain in thighs,1.0,1
tearing pain in joints,worse in open air,1.0,1
chronic articular rheumatism,sticking pain in small of back,1.0,1
chronic articular rheumatism,rheumatism of joints,1.0,1
chronic articular rheumatism,sticking pain in knees,1.0,1
chronic articular rheumatism,stiffness in feet,1.0,1
chronic articular rheumatism,drawing pain in fingers,1.0,1
chronic articular rheumatism,violent bruised pain in feet,1.0,1
chronic articular rheumatism,swelling of hands,1.0,1
chronic articular rheumatism,drawing pain in ankles,1.0,1
chronic articular rheumatism,sticking pain in ankles,1.0,1
chronic articular rheumatism,itching of skin,1.0,1
chronic articular rheumatism,tearing pain in ankles,1.0,1
chronic articular rheumatism,sticking pain in legs,1.0,1
chronic articular rheumatism,violent bruised pain in back,1.0,1
chronic articular rheumatism,sticking pain in arms,1.0,1
chronic articular rheumatism,tearing pain in thighs,1.0,1
chronic articular rheumatism,rheumatism of shoulder,1.0,1
chronic articular rheumatism,sticking pain in hips,1.0,1
chronic articular rheumatism,headache worse lying on back,1.0,1
chronic articular rheumatism,tearing pain in nape of neck,1.0,1
chronic articular rheumatism,pressive pain in small of back,1.0,1
chronic articular rheumatism,tearing in wrist,1.0,1
chronic articular rheumatism,chronic cases,1.0,1
chronic articular rheumatism,gouty pain in feet,1.0,1
chronic articular rheumatism,pain as from a sprain in shoulders,1.0,1
chronic articular rheumatism,gouty diathesis,1.0,1
chronic articular rheumatism,suppressed eruptions,1.0,1
chronic articular rheumatism,sticking in fingers,1.0,1
chronic articular rheumatism,sticking pain in feet,1.0,1
chronic articular rheumatism,drawing pain in all joints,1.0,1
chronic articular rheumatism,pressive pain,1.0,1
chronic articular rheumatism,pressure between shoulder blades,1.0,1
chronic articular rheumatism,can hardly rise from a seat,1.0,1
chronic articular rheumatism,stiffness in hands,1.0,1
chronic articular rheumatism,violent bruised pain in sacrum,1.0,1
chronic articular rheumatism,sticking pain in elbow,1.0,1
chronic articular rheumatism,pressing pain in nape of neck,1.0,1
chronic articular rheumatism,violent bruised pain in arms,1.0,1
chronic articular rheumatism,stiffness in wrist,1.0,1
chronic articular rheumatism,psoric manifestations,1.0,1
chronic articular rheumatism,violent bruised pain in elbow,1.0,1
