### Cluster 17 — Symptoms (127)
Symptom,Frequency 
pain seems unendurable,faintness,1.0,1
pain seems unendurable,finger joints red,1.0,1
pain seems unendurable,adults whine and complain,1.0,1
pain seems unendurable,stiffness of arm as if going to sleep,1.0,1
pain seems unendurable,violent rheumatic pains at night,1.0,1
pain seems unendurable,excessive impressionability,1.0,1
pain seems unendurable,hot sweat especially while sleeping,1.0,1
pain seems unendurable,rheumatic toothache,1.0,1
pain seems unendurable,unendurable pains in loins at night,1.0,1
pain seems unendurable,sprained pain in index finger,1.0,1
pain seems unendurable,limb pains worse at night,1.0,1
pain seems unendurable,drawing tearing pains in limbs,1.0,1
pain seems unendurable,stitches to finger tips,1.0,1
pain seems unendurable,drawing in scapulae,1.0,1
pain seems unendurable,paralytic weakness,1.0,1
pain seems unendurable,arm stiffness on grasping anything,1.0,1
pain seems unendurable,sprained pain in hip joint on walking,1.0,1
pain seems unendurable,feet go to sleep when stretched out,1.0,1
pain seems unendurable,children soothed by petting,1.0,1
pain seems unendurable,very restless sleep,1.0,1
pain seems unendurable,tearing pain down the leg,1.0,1
pain seems unendurable,pains become intolerable,1.0,1
pain seems unendurable,trembling of legs when going to sleep,1.0,1
pain seems unendurable,fine sensitive pressure in periosteum of arm,1.0,1
pain seems unendurable,electric-like jerking stitches in cervical region,1.0,1
pain seems unendurable,easily excited,1.0,1
pain seems unendurable,tearing pains in throat,1.0,1
pain seems unendurable,joints bruised,1.0,1
pain seems unendurable,pain in calves better by drawing feet up,1.0,1
pain seems unendurable,cramp-like tension of muscles,1.0,1
pain seems unendurable,tearing pain at night,1.0,1
pain seems unendurable,irritability of nervous system,1.0,1
pain seems unendurable,electric-like jerking stitches in left shoulder,1.0,1
pain seems unendurable,feet seem paralyzed,1.0,1
pain seems unendurable,violent drawing tearing to sole of foot,1.0,1
pain seems unendurable,stitches in nates,1.0,1
pain seems unendurable,stiffness in loins when sitting,1.0,1
pain seems unendurable,patient wild,1.0,1
pain seems unendurable,cannot find easy position,1.0,1
pain seems unendurable,paralytic-like pain in arms,1.0,1
pain seems unendurable,cracking in knees,1.0,1
pain seems unendurable,profuse hot sweat,1.0,1
pain seems unendurable,toothache one-sided,1.0,1
pain seems unendurable,restlessness of feet at night,1.0,1
pain seems unendurable,paralytic pain from elbows to fingers,1.0,1
pain seems unendurable,fine sensitive pressure in articular ligaments,1.0,1
pain seems unendurable,drawing tearing from knee to ankle,1.0,1
pain seems unendurable,crawling in calves,1.0,1
pain seems unendurable,lassitude in limbs,1.0,1
pain seems unendurable,hip pain after sitting in evening,1.0,1
pain seems unendurable,numbness at night,1.0,1
pain seems unendurable,back pains worse at night,1.0,1
pain seems unendurable,fine sensitive pressure in periosteum of shoulder,1.0,1
pain seems unendurable,joints sore,1.0,1
pain seems unendurable,pains drive out of bed,1.0,1
pain seems unendurable,stitches in thighs,1.0,1
pain seems unendurable,unendurable pains in hip joint at night,1.0,1
pain seems unendurable,tension in knees,1.0,1
pain seems unendurable,pain in periosteum,1.0,1
pain seems unendurable,toothache worse from warmth of bed,1.0,1
pain seems unendurable,numbness of toes,1.0,1
pain seems unendurable,heaviness of calves,1.0,1
pain seems unendurable,bruised sensation in back muscles,1.0,1
pain seems unendurable,sprained pain in thumb,1.0,1
pain seems unendurable,severe stitches in forearm along bones,1.0,1
pain seems unendurable,crawling tearing in bones of arm to fingers,1.0,1
pain seems unendurable,paralytic weakness of thighs,1.0,1
pain seems unendurable,tearing pains in clavicle region,1.0,1
pain seems unendurable,violent drawing tearing from left ischium to os calcis,1.0,1
pain seems unendurable,feet pain worse from motion,1.0,1
pain seems unendurable,suits nervous excitable women and children,1.0,1
pain seems unendurable,indescribable pain in thighs on stretching leg,1.0,1
pain seems unendurable,pains compel walking,1.0,1
electric-like jerking stitches in left shoulder,fine sensitive pressure to fingers,1.0,1
electric-like jerking stitches in left shoulder,heat and chilliness mingled,1.0,1
electric-like jerking stitches in left shoulder,tensive stiffness of cervical muscles,1.0,1
electric-like jerking stitches in left shoulder,contractive sensation in spine,1.0,1
electric-like jerking stitches in left shoulder,unendurable toothache,1.0,1
electric-like jerking stitches in left shoulder,cannot bear slightest motion,1.0,1
electric-like jerking stitches in left shoulder,leg stitches better from motion,1.0,1
electric-like jerking stitches in left shoulder,toothache worse at night,1.0,1
electric-like jerking stitches in left shoulder,pains worse when lying on opposite side,1.0,1
electric-like jerking stitches in left shoulder,cannot hold anything firmly,1.0,1
electric-like jerking stitches in left shoulder,other cheek pale,1.0,1
electric-like jerking stitches in left shoulder,tearing pains in back,1.0,1
electric-like jerking stitches in left shoulder,cracking of lower limb joints,1.0,1
electric-like jerking stitches in left shoulder,heat,1.0,1
electric-like jerking stitches in left shoulder,backache worse when walking,1.0,1
electric-like jerking stitches in left shoulder,patient is irritable,1.0,1
electric-like jerking stitches in left shoulder,pain in heart as if weighed down,1.0,1
electric-like jerking stitches in left shoulder,swelling around malleoli,1.0,1
electric-like jerking stitches in left shoulder,pain in knees better by drawing feet up,1.0,1
electric-like jerking stitches in left shoulder,one cheek red,1.0,1
electric-like jerking stitches in left shoulder,finger joints swollen,1.0,1
electric-like jerking stitches in left shoulder,faintness about heart,1.0,1
electric-like jerking stitches in left shoulder,cold perspiration in palms,1.0,1
electric-like jerking stitches in left shoulder,bruised sensation in loins,1.0,1
electric-like jerking stitches in left shoulder,patient is peevish,1.0,1
electric-like jerking stitches in left shoulder,restlessness of legs at night,1.0,1
electric-like jerking stitches in left shoulder,fretful,1.0,1
electric-like jerking stitches in left shoulder,toothache worse from cold water,1.0,1
electric-like jerking stitches in left shoulder,feet paralysis worse at night,1.0,1
electric-like jerking stitches in left shoulder,right arm asleep on waking,1.0,1
electric-like jerking stitches in left shoulder,arthritic ophthalmia early in attack,1.0,1
electric-like jerking stitches in left shoulder,adults sensitive to pain,1.0,1
electric-like jerking stitches in left shoulder,lameness at night,1.0,1
electric-like jerking stitches in left shoulder,backache worse when stooping,1.0,1
electric-like jerking stitches in left shoulder,stitches from knees to ankles,1.0,1
electric-like jerking stitches in left shoulder,arms go to sleep,1.0,1
electric-like jerking stitches in left shoulder,patient whines continually,1.0,1
electric-like jerking stitches in left shoulder,bruised pain in joints,1.0,1
electric-like jerking stitches in left shoulder,indescribable pain in thighs on rising,1.0,1
electric-like jerking stitches in left shoulder,thorax feels beaten,1.0,1
electric-like jerking stitches in left shoulder,one cheek bright red,1.0,1
electric-like jerking stitches in left shoulder,drawing stinging in back,1.0,1
electric-like jerking stitches in left shoulder,numbness in arm,1.0,1
electric-like jerking stitches in left shoulder,tearing pain in whole leg,1.0,1
electric-like jerking stitches in left shoulder,feet pain requires lying down,1.0,1
electric-like jerking stitches in left shoulder,arms are numb,1.0,1
electric-like jerking stitches in left shoulder,redness around malleoli,1.0,1
electric-like jerking stitches in left shoulder,prostration while pain lasts,1.0,1
electric-like jerking stitches in left shoulder,bruised pain in thighs,1.0,1
electric-like jerking stitches in left shoulder,great weakness while pain lasts,1.0,1
electric-like jerking stitches in left shoulder,patient unruly,1.0,1
electric-like jerking stitches in left shoulder,stitches in right arm to shoulder,1.0,1
electric-like jerking stitches in left shoulder,tearing pain in flexors of forearm after waking,1.0,1
electric-like jerking stitches in left shoulder,faintness,1.0,1
electric-like jerking stitches in left shoulder,finger joints red,1.0,1
electric-like jerking stitches in left shoulder,adults whine and complain,1.0,1
electric-like jerking stitches in left shoulder,stiffness of arm as if going to sleep,1.0,1
electric-like jerking stitches in left shoulder,violent rheumatic pains at night,1.0,1
electric-like jerking stitches in left shoulder,excessive impressionability,1.0,1
electric-like jerking stitches in left shoulder,hot sweat especially while sleeping,1.0,1
electric-like jerking stitches in left shoulder,rheumatic toothache,1.0,1
electric-like jerking stitches in left shoulder,unendurable pains in loins at night,1.0,1
electric-like jerking stitches in left shoulder,sprained pain in index finger,1.0,1
electric-like jerking stitches in left shoulder,limb pains worse at night,1.0,1
electric-like jerking stitches in left shoulder,drawing tearing pains in limbs,1.0,1
electric-like jerking stitches in left shoulder,stitches to finger tips,1.0,1
electric-like jerking stitches in left shoulder,drawing in scapulae,1.0,1
electric-like jerking stitches in left shoulder,paralytic weakness,1.0,1
electric-like jerking stitches in left shoulder,arm stiffness on grasping anything,1.0,1
electric-like jerking stitches in left shoulder,sprained pain in hip joint on walking,1.0,1
electric-like jerking stitches in left shoulder,feet go to sleep when stretched out,1.0,1
electric-like jerking stitches in left shoulder,children soothed by petting,1.0,1
electric-like jerking stitches in left shoulder,very restless sleep,1.0,1
electric-like jerking stitches in left shoulder,tearing pain down the leg,1.0,1
electric-like jerking stitches in left shoulder,pains become intolerable,1.0,1
electric-like jerking stitches in left shoulder,trembling of legs when going to sleep,1.0,1
electric-like jerking stitches in left shoulder,fine sensitive pressure in periosteum of arm,1.0,1
electric-like jerking stitches in left shoulder,electric-like jerking stitches in cervical region,1.0,1
electric-like jerking stitches in left shoulder,easily excited,1.0,1
electric-like jerking stitches in left shoulder,tearing pains in throat,1.0,1
electric-like jerking stitches in left shoulder,joints bruised,1.0,1
electric-like jerking stitches in left shoulder,pain in calves better by drawing feet up,1.0,1
electric-like jerking stitches in left shoulder,cramp-like tension of muscles,1.0,1
electric-like jerking stitches in left shoulder,tearing pain at night,1.0,1
electric-like jerking stitches in left shoulder,irritability of nervous system,1.0,1
electric-like jerking stitches in left shoulder,pain seems unendurable,1.0,1
electric-like jerking stitches in left shoulder,feet seem paralyzed,1.0,1
electric-like jerking stitches in left shoulder,violent drawing tearing to sole of foot,1.0,1
electric-like jerking stitches in left shoulder,stitches in nates,1.0,1
electric-like jerking stitches in left shoulder,stiffness in loins when sitting,1.0,1
electric-like jerking stitches in left shoulder,patient wild,1.0,1
electric-like jerking stitches in left shoulder,cannot find easy position,1.0,1
electric-like jerking stitches in left shoulder,paralytic-like pain in arms,1.0,1
electric-like jerking stitches in left shoulder,cracking in knees,1.0,1
electric-like jerking stitches in left shoulder,profuse hot sweat,1.0,1
electric-like jerking stitches in left shoulder,toothache one-sided,1.0,1
electric-like jerking stitches in left shoulder,restlessness of feet at night,1.0,1
electric-like jerking stitches in left shoulder,paralytic pain from elbows to fingers,1.0,1
electric-like jerking stitches in left shoulder,fine sensitive pressure in articular ligaments,1.0,1
electric-like jerking stitches in left shoulder,drawing tearing from knee to ankle,1.0,1
electric-like jerking stitches in left shoulder,crawling in calves,1.0,1
electric-like jerking stitches in left shoulder,lassitude in limbs,1.0,1
electric-like jerking stitches in left shoulder,hip pain after sitting in evening,1.0,1
electric-like jerking stitches in left shoulder,numbness at night,1.0,1
electric-like jerking stitches in left shoulder,back pains worse at night,1.0,1
electric-like jerking stitches in left shoulder,fine sensitive pressure in periosteum of shoulder,1.0,1
electric-like jerking stitches in left shoulder,joints sore,1.0,1
electric-like jerking stitches in left shoulder,pains drive out of bed,1.0,1
electric-like jerking stitches in left shoulder,stitches in thighs,1.0,1
electric-like jerking stitches in left shoulder,unendurable pains in hip joint at night,1.0,1
electric-like jerking stitches in left shoulder,tension in knees,1.0,1
electric-like jerking stitches in left shoulder,pain in periosteum,1.0,1
electric-like jerking stitches in left shoulder,toothache worse from warmth of bed,1.0,1
electric-like jerking stitches in left shoulder,numbness of toes,1.0,1
electric-like jerking stitches in left shoulder,heaviness of calves,1.0,1
electric-like jerking stitches in left shoulder,bruised sensation in back muscles,1.0,1
electric-like jerking stitches in left shoulder,sprained pain in thumb,1.0,1
electric-like jerking stitches in left shoulder,severe stitches in forearm along bones,1.0,1
electric-like jerking stitches in left shoulder,crawling tearing in bones of arm to fingers,1.0,1
electric-like jerking stitches in left shoulder,paralytic weakness of thighs,1.0,1
electric-like jerking stitches in left shoulder,tearing pains in clavicle region,1.0,1
electric-like jerking stitches in left shoulder,violent drawing tearing from left ischium to os calcis,1.0,1
electric-like jerking stitches in left shoulder,feet pain worse from motion,1.0,1
electric-like jerking stitches in left shoulder,suits nervous excitable women and children,1.0,1
electric-like jerking stitches in left shoulder,indescribable pain in thighs on stretching leg,1.0,1
electric-like jerking stitches in left shoulder,pains compel walking,1.0,1
paralytic-like pain in arms,fine sensitive pressure to fingers,1.0,1
paralytic-like pain in arms,heat and chilliness mingled,1.0,1
paralytic-like pain in arms,tensive stiffness of cervical muscles,1.0,1
paralytic-like pain in arms,contractive sensation in spine,1.0,1
paralytic-like pain in arms,unendurable toothache,1.0,1
paralytic-like pain in arms,cannot bear slightest motion,1.0,1
paralytic-like pain in arms,leg stitches better from motion,1.0,1
paralytic-like pain in arms,toothache worse at night,1.0,1
paralytic-like pain in arms,pains worse when lying on opposite side,1.0,1
paralytic-like pain in arms,cannot hold anything firmly,1.0,1
paralytic-like pain in arms,other cheek pale,1.0,1
paralytic-like pain in arms,tearing pains in back,1.0,1
paralytic-like pain in arms,cracking of lower limb joints,1.0,1
paralytic-like pain in arms,heat,1.0,1
paralytic-like pain in arms,backache worse when walking,1.0,1
paralytic-like pain in arms,patient is irritable,1.0,1
paralytic-like pain in arms,pain in heart as if weighed down,1.0,1
paralytic-like pain in arms,swelling around malleoli,1.0,1
paralytic-like pain in arms,pain in knees better by drawing feet up,1.0,1
paralytic-like pain in arms,one cheek red,1.0,1
paralytic-like pain in arms,finger joints swollen,1.0,1
paralytic-like pain in arms,faintness about heart,1.0,1
paralytic-like pain in arms,cold perspiration in palms,1.0,1
paralytic-like pain in arms,bruised sensation in loins,1.0,1
paralytic-like pain in arms,patient is peevish,1.0,1
paralytic-like pain in arms,restlessness of legs at night,1.0,1
paralytic-like pain in arms,fretful,1.0,1
paralytic-like pain in arms,toothache worse from cold water,1.0,1
paralytic-like pain in arms,feet paralysis worse at night,1.0,1
paralytic-like pain in arms,right arm asleep on waking,1.0,1
paralytic-like pain in arms,arthritic ophthalmia early in attack,1.0,1
paralytic-like pain in arms,adults sensitive to pain,1.0,1
paralytic-like pain in arms,lameness at night,1.0,1
paralytic-like pain in arms,backache worse when stooping,1.0,1
paralytic-like pain in arms,stitches from knees to ankles,1.0,1
paralytic-like pain in arms,arms go to sleep,1.0,1
paralytic-like pain in arms,patient whines continually,1.0,1
paralytic-like pain in arms,bruised pain in joints,1.0,1
paralytic-like pain in arms,indescribable pain in thighs on rising,1.0,1
paralytic-like pain in arms,thorax feels beaten,1.0,1
paralytic-like pain in arms,one cheek bright red,1.0,1
paralytic-like pain in arms,drawing stinging in back,1.0,1
paralytic-like pain in arms,numbness in arm,1.0,1
paralytic-like pain in arms,tearing pain in whole leg,1.0,1
paralytic-like pain in arms,feet pain requires lying down,1.0,1
paralytic-like pain in arms,arms are numb,1.0,1
paralytic-like pain in arms,redness around malleoli,1.0,1
paralytic-like pain in arms,prostration while pain lasts,1.0,1
paralytic-like pain in arms,bruised pain in thighs,1.0,1
paralytic-like pain in arms,great weakness while pain lasts,1.0,1
paralytic-like pain in arms,patient unruly,1.0,1
paralytic-like pain in arms,stitches in right arm to shoulder,1.0,1
paralytic-like pain in arms,tearing pain in flexors of forearm after waking,1.0,1
paralytic-like pain in arms,faintness,1.0,1
paralytic-like pain in arms,finger joints red,1.0,1
paralytic-like pain in arms,adults whine and complain,1.0,1
paralytic-like pain in arms,stiffness of arm as if going to sleep,1.0,1
paralytic-like pain in arms,violent rheumatic pains at night,1.0,1
paralytic-like pain in arms,excessive impressionability,1.0,1
paralytic-like pain in arms,hot sweat especially while sleeping,1.0,1
paralytic-like pain in arms,rheumatic toothache,1.0,1
paralytic-like pain in arms,unendurable pains in loins at night,1.0,1
paralytic-like pain in arms,sprained pain in index finger,1.0,1
paralytic-like pain in arms,limb pains worse at night,1.0,1
paralytic-like pain in arms,drawing tearing pains in limbs,1.0,1
paralytic-like pain in arms,stitches to finger tips,1.0,1
paralytic-like pain in arms,drawing in scapulae,1.0,1
paralytic-like pain in arms,paralytic weakness,1.0,1
paralytic-like pain in arms,arm stiffness on grasping anything,1.0,1
paralytic-like pain in arms,sprained pain in hip joint on walking,1.0,1
paralytic-like pain in arms,feet go to sleep when stretched out,1.0,1
paralytic-like pain in arms,children soothed by petting,1.0,1
paralytic-like pain in arms,very restless sleep,1.0,1
paralytic-like pain in arms,tearing pain down the leg,1.0,1
paralytic-like pain in arms,pains become intolerable,1.0,1
paralytic-like pain in arms,trembling of legs when going to sleep,1.0,1
paralytic-like pain in arms,fine sensitive pressure in periosteum of arm,1.0,1
paralytic-like pain in arms,electric-like jerking stitches in cervical region,1.0,1
paralytic-like pain in arms,easily excited,1.0,1
paralytic-like pain in arms,tearing pains in throat,1.0,1
paralytic-like pain in arms,joints bruised,1.0,1
paralytic-like pain in arms,pain in calves better by drawing feet up,1.0,1
paralytic-like pain in arms,cramp-like tension of muscles,1.0,1
paralytic-like pain in arms,tearing pain at night,1.0,1
paralytic-like pain in arms,irritability of nervous system,1.0,1
paralytic-like pain in arms,pain seems unendurable,1.0,1
paralytic-like pain in arms,electric-like jerking stitches in left shoulder,1.0,1
paralytic-like pain in arms,feet seem paralyzed,1.0,1
paralytic-like pain in arms,violent drawing tearing to sole of foot,1.0,1
paralytic-like pain in arms,stitches in nates,1.0,1
paralytic-like pain in arms,stiffness in loins when sitting,1.0,1
paralytic-like pain in arms,patient wild,1.0,1
paralytic-like pain in arms,cannot find easy position,1.0,1
paralytic-like pain in arms,cracking in knees,1.0,1
paralytic-like pain in arms,profuse hot sweat,1.0,1
paralytic-like pain in arms,toothache one-sided,1.0,1
paralytic-like pain in arms,restlessness of feet at night,1.0,1
paralytic-like pain in arms,paralytic pain from elbows to fingers,1.0,1
paralytic-like pain in arms,fine sensitive pressure in articular ligaments,1.0,1
paralytic-like pain in arms,drawing tearing from knee to ankle,1.0,1
paralytic-like pain in arms,crawling in calves,1.0,1
paralytic-like pain in arms,lassitude in limbs,1.0,1
paralytic-like pain in arms,hip pain after sitting in evening,1.0,1
paralytic-like pain in arms,numbness at night,1.0,1
paralytic-like pain in arms,back pains worse at night,1.0,1
paralytic-like pain in arms,fine sensitive pressure in periosteum of shoulder,1.0,1
paralytic-like pain in arms,joints sore,1.0,1
paralytic-like pain in arms,pains drive out of bed,1.0,1
paralytic-like pain in arms,stitches in thighs,1.0,1
paralytic-like pain in arms,unendurable pains in hip joint at night,1.0,1
paralytic-like pain in arms,tension in knees,1.0,1
paralytic-like pain in arms,pain in periosteum,1.0,1
paralytic-like pain in arms,toothache worse from warmth of bed,1.0,1
paralytic-like pain in arms,numbness of toes,1.0,1
paralytic-like pain in arms,heaviness of calves,1.0,1
paralytic-like pain in arms,bruised sensation in back muscles,1.0,1
paralytic-like pain in arms,sprained pain in thumb,1.0,1
paralytic-like pain in arms,severe stitches in forearm along bones,1.0,1
paralytic-like pain in arms,crawling tearing in bones of arm to fingers,1.0,1
paralytic-like pain in arms,paralytic weakness of thighs,1.0,1
paralytic-like pain in arms,tearing pains in clavicle region,1.0,1
paralytic-like pain in arms,violent drawing tearing from left ischium to os calcis,1.0,1
paralytic-like pain in arms,feet pain worse from motion,1.0,1
paralytic-like pain in arms,suits nervous excitable women and children,1.0,1
paralytic-like pain in arms,indescribable pain in thighs on stretching leg,1.0,1
paralytic-like pain in arms,pains compel walking,1.0,1
bruised pain in joints,fine sensitive pressure to fingers,1.0,1
bruised pain in joints,heat and chilliness mingled,1.0,1
bruised pain in joints,tensive stiffness of cervical muscles,1.0,1
bruised pain in joints,contractive sensation in spine,1.0,1
bruised pain in joints,unendurable toothache,1.0,1
bruised pain in joints,cannot bear slightest motion,1.0,1
bruised pain in joints,leg stitches better from motion,1.0,1
bruised pain in joints,toothache worse at night,1.0,1
bruised pain in joints,pains worse when lying on opposite side,1.0,1
bruised pain in joints,cannot hold anything firmly,1.0,1
bruised pain in joints,other cheek pale,1.0,1
bruised pain in joints,tearing pains in back,1.0,1
bruised pain in joints,cracking of lower limb joints,1.0,1
bruised pain in joints,heat,1.0,1
bruised pain in joints,backache worse when walking,1.0,1
bruised pain in joints,patient is irritable,1.0,1
bruised pain in joints,pain in heart as if weighed down,1.0,1
bruised pain in joints,swelling around malleoli,1.0,1
bruised pain in joints,pain in knees better by drawing feet up,1.0,1
bruised pain in joints,one cheek red,1.0,1
bruised pain in joints,finger joints swollen,1.0,1
bruised pain in joints,faintness about heart,1.0,1
bruised pain in joints,cold perspiration in palms,1.0,1
bruised pain in joints,bruised sensation in loins,1.0,1
bruised pain in joints,patient is peevish,1.0,1
bruised pain in joints,restlessness of legs at night,1.0,1
bruised pain in joints,fretful,1.0,1
bruised pain in joints,toothache worse from cold water,1.0,1
bruised pain in joints,feet paralysis worse at night,1.0,1
bruised pain in joints,right arm asleep on waking,1.0,1
bruised pain in joints,arthritic ophthalmia early in attack,1.0,1
bruised pain in joints,adults sensitive to pain,1.0,1
bruised pain in joints,lameness at night,1.0,1
bruised pain in joints,backache worse when stooping,1.0,1
bruised pain in joints,stitches from knees to ankles,1.0,1
bruised pain in joints,arms go to sleep,1.0,1
bruised pain in joints,patient whines continually,1.0,1
bruised pain in joints,indescribable pain in thighs on rising,1.0,1
bruised pain in joints,thorax feels beaten,1.0,1
bruised pain in joints,one cheek bright red,1.0,1
bruised pain in joints,drawing stinging in back,1.0,1
bruised pain in joints,numbness in arm,1.0,1
bruised pain in joints,tearing pain in whole leg,1.0,1
bruised pain in joints,feet pain requires lying down,1.0,1
bruised pain in joints,arms are numb,1.0,1
bruised pain in joints,redness around malleoli,1.0,1
bruised pain in joints,prostration while pain lasts,1.0,1
bruised pain in joints,bruised pain in thighs,1.0,1
bruised pain in joints,great weakness while pain lasts,1.0,1
bruised pain in joints,patient unruly,1.0,1
bruised pain in joints,stitches in right arm to shoulder,1.0,1
bruised pain in joints,tearing pain in flexors of forearm after waking,1.0,1
bruised pain in joints,faintness,1.0,1
bruised pain in joints,finger joints red,1.0,1
bruised pain in joints,adults whine and complain,1.0,1
bruised pain in joints,stiffness of arm as if going to sleep,1.0,1
bruised pain in joints,violent rheumatic pains at night,1.0,1
bruised pain in joints,excessive impressionability,1.0,1
bruised pain in joints,hot sweat especially while sleeping,1.0,1
bruised pain in joints,rheumatic toothache,1.0,1
bruised pain in joints,unendurable pains in loins at night,1.0,1
bruised pain in joints,sprained pain in index finger,1.0,1
bruised pain in joints,limb pains worse at night,1.0,1
bruised pain in joints,drawing tearing pains in limbs,1.0,1
bruised pain in joints,stitches to finger tips,1.0,1
bruised pain in joints,drawing in scapulae,1.0,1
bruised pain in joints,paralytic weakness,1.0,1
bruised pain in joints,arm stiffness on grasping anything,1.0,1
bruised pain in joints,sprained pain in hip joint on walking,1.0,1
bruised pain in joints,feet go to sleep when stretched out,1.0,1
bruised pain in joints,children soothed by petting,1.0,1
bruised pain in joints,very restless sleep,1.0,1
bruised pain in joints,tearing pain down the leg,1.0,1
bruised pain in joints,pains become intolerable,1.0,1
bruised pain in joints,trembling of legs when going to sleep,1.0,1
bruised pain in joints,fine sensitive pressure in periosteum of arm,1.0,1
bruised pain in joints,electric-like jerking stitches in cervical region,1.0,1
bruised pain in joints,easily excited,1.0,1
bruised pain in joints,tearing pains in throat,1.0,1
bruised pain in joints,joints bruised,1.0,1
bruised pain in joints,pain in calves better by drawing feet up,1.0,1
bruised pain in joints,cramp-like tension of muscles,1.0,1
bruised pain in joints,tearing pain at night,1.0,1
bruised pain in joints,irritability of nervous system,1.0,1
bruised pain in joints,pain seems unendurable,1.0,1
bruised pain in joints,electric-like jerking stitches in left shoulder,1.0,1
bruised pain in joints,feet seem paralyzed,1.0,1
bruised pain in joints,violent drawing tearing to sole of foot,1.0,1
bruised pain in joints,stitches in nates,1.0,1
bruised pain in joints,stiffness in loins when sitting,1.0,1
bruised pain in joints,patient wild,1.0,1
bruised pain in joints,cannot find easy position,1.0,1
bruised pain in joints,paralytic-like pain in arms,1.0,1
bruised pain in joints,cracking in knees,1.0,1
bruised pain in joints,profuse hot sweat,1.0,1
bruised pain in joints,toothache one-sided,1.0,1
bruised pain in joints,restlessness of feet at night,1.0,1
bruised pain in joints,paralytic pain from elbows to fingers,1.0,1
bruised pain in joints,fine sensitive pressure in articular ligaments,1.0,1
bruised pain in joints,drawing tearing from knee to ankle,1.0,1
bruised pain in joints,crawling in calves,1.0,1
bruised pain in joints,lassitude in limbs,1.0,1
bruised pain in joints,hip pain after sitting in evening,1.0,1
bruised pain in joints,numbness at night,1.0,1
bruised pain in joints,back pains worse at night,1.0,1
bruised pain in joints,fine sensitive pressure in periosteum of shoulder,1.0,1
bruised pain in joints,joints sore,1.0,1
bruised pain in joints,pains drive out of bed,1.0,1
bruised pain in joints,stitches in thighs,1.0,1
bruised pain in joints,unendurable pains in hip joint at night,1.0,1
bruised pain in joints,tension in knees,1.0,1
bruised pain in joints,pain in periosteum,1.0,1
bruised pain in joints,toothache worse from warmth of bed,1.0,1
bruised pain in joints,numbness of toes,1.0,1
bruised pain in joints,heaviness of calves,1.0,1
bruised pain in joints,bruised sensation in back muscles,1.0,1
bruised pain in joints,sprained pain in thumb,1.0,1
bruised pain in joints,severe stitches in forearm along bones,1.0,1
bruised pain in joints,crawling tearing in bones of arm to fingers,1.0,1
bruised pain in joints,paralytic weakness of thighs,1.0,1
bruised pain in joints,tearing pains in clavicle region,1.0,1
bruised pain in joints,violent drawing tearing from left ischium to os calcis,1.0,1
bruised pain in joints,feet pain worse from motion,1.0,1
bruised pain in joints,suits nervous excitable women and children,1.0,1
bruised pain in joints,indescribable pain in thighs on stretching leg,1.0,1
bruised pain in joints,pains compel walking,1.0,1
tearing pain in flexors of forearm after waking,fine sensitive pressure to fingers,1.0,1
tearing pain in flexors of forearm after waking,heat and chilliness mingled,1.0,1
tearing pain in flexors of forearm after waking,tensive stiffness of cervical muscles,1.0,1
tearing pain in flexors of forearm after waking,contractive sensation in spine,1.0,1
tearing pain in flexors of forearm after waking,unendurable toothache,1.0,1
tearing pain in flexors of forearm after waking,cannot bear slightest motion,1.0,1
tearing pain in flexors of forearm after waking,leg stitches better from motion,1.0,1
tearing pain in flexors of forearm after waking,toothache worse at night,1.0,1
tearing pain in flexors of forearm after waking,pains worse when lying on opposite side,1.0,1
tearing pain in flexors of forearm after waking,cannot hold anything firmly,1.0,1
tearing pain in flexors of forearm after waking,other cheek pale,1.0,1
tearing pain in flexors of forearm after waking,tearing pains in back,1.0,1
tearing pain in flexors of forearm after waking,cracking of lower limb joints,1.0,1
tearing pain in flexors of forearm after waking,heat,1.0,1
tearing pain in flexors of forearm after waking,backache worse when walking,1.0,1
tearing pain in flexors of forearm after waking,patient is irritable,1.0,1
tearing pain in flexors of forearm after waking,pain in heart as if weighed down,1.0,1
tearing pain in flexors of forearm after waking,swelling around malleoli,1.0,1
tearing pain in flexors of forearm after waking,pain in knees better by drawing feet up,1.0,1
tearing pain in flexors of forearm after waking,one cheek red,1.0,1
tearing pain in flexors of forearm after waking,finger joints swollen,1.0,1
tearing pain in flexors of forearm after waking,faintness about heart,1.0,1
tearing pain in flexors of forearm after waking,cold perspiration in palms,1.0,1
tearing pain in flexors of forearm after waking,bruised sensation in loins,1.0,1
tearing pain in flexors of forearm after waking,patient is peevish,1.0,1
tearing pain in flexors of forearm after waking,restlessness of legs at night,1.0,1
tearing pain in flexors of forearm after waking,fretful,1.0,1
tearing pain in flexors of forearm after waking,toothache worse from cold water,1.0,1
tearing pain in flexors of forearm after waking,feet paralysis worse at night,1.0,1
tearing pain in flexors of forearm after waking,right arm asleep on waking,1.0,1
tearing pain in flexors of forearm after waking,arthritic ophthalmia early in attack,1.0,1
tearing pain in flexors of forearm after waking,adults sensitive to pain,1.0,1
tearing pain in flexors of forearm after waking,lameness at night,1.0,1
tearing pain in flexors of forearm after waking,backache worse when stooping,1.0,1
tearing pain in flexors of forearm after waking,stitches from knees to ankles,1.0,1
tearing pain in flexors of forearm after waking,arms go to sleep,1.0,1
tearing pain in flexors of forearm after waking,patient whines continually,1.0,1
