### Cluster 21 — Symptoms (83)
Symptom,Frequency 
tensive pain in metacarpal joints of fingers,bruised pain in right hip joint,1.0,1
tensive pain in metacarpal joints of fingers,joints of elbows stiff,1.0,1
tensive pain in metacarpal joints of fingers,right knee semiflexed,1.0,1
tensive pain in metacarpal joints of fingers,pressing in right shoulder blade,1.0,1
tensive pain in metacarpal joints of fingers,pain in legs as if beaten,1.0,1
hands sweat very profusely,paralytic drawing in arms to fingers,1.0,1
hands sweat very profusely,pain extending to thighs,1.0,1
hands sweat very profusely,has to walk crooked,1.0,1
hands sweat very profusely,pains in small of back after exposure to wet,1.0,1
hands sweat very profusely,tearing pains along sciatic nerve to calf,1.0,1
hands sweat very profusely,burning pressure in spine,1.0,1
hands sweat very profusely,hot flashes,1.0,1
hands sweat very profusely,right knee swollen,1.0,1
hands sweat very profusely,arthritic pains,1.0,1
hands sweat very profusely,pains in thighs,1.0,1
hands sweat very profusely,joints of wrists stiff,1.0,1
hands sweat very profusely,gouty pains accompanied by vomiting,1.0,1
hands sweat very profusely,right knee red,1.0,1
hands sweat very profusely,great weakness of joints,1.0,1
hands sweat very profusely,great sensitiveness to all impressions,1.0,1
hands sweat very profusely,puffy flabby make-up,1.0,1
hands sweat very profusely,right knee painful,1.0,1
hands sweat very profusely,cracking in ankle joints,1.0,1
hands sweat very profusely,gouty pains boring in character,1.0,1
hands sweat very profusely,constant dull heavy pain in sacrum,1.0,1
hands sweat very profusely,indicated in women at climacteric period,1.0,1
hands sweat very profusely,painful stitches in back if makes a misstep,1.0,1
hands sweat very profusely,weakness especially of the knees,1.0,1
hands sweat very profusely,stitches with coldness of feet,1.0,1
hands sweat very profusely,arthritic affections of joints,1.0,1
hands sweat very profusely,severe tearing pains in left thigh,1.0,1
hands sweat very profusely,pains extending from other parts to back,1.0,1
hands sweat very profusely,sticking drawing pains with coldness of feet,1.0,1
hands sweat very profusely,stitches in joints of arm,1.0,1
hands sweat very profusely,pains in small of back after exposure to cold weather,1.0,1
hands sweat very profusely,aching in calves,1.0,1
hands sweat very profusely,pain suddenly strikes when stooping,1.0,1
hands sweat very profusely,sticking drawing pains with coldness of knees,1.0,1
hands sweat very profusely,crick in back of long standing,1.0,1
hands sweat very profusely,congestion of blood to chest,1.0,1
hands sweat very profusely,pains extending to knees,1.0,1
hands sweat very profusely,nervous headache from abdominal plethora,1.0,1
hands sweat very profusely,faint sinking emptiness at pit of stomach,1.0,1
hands sweat very profusely,burning pressure extending across back,1.0,1
hands sweat very profusely,grating on motion,1.0,1
hands sweat very profusely,stitches in right shoulder blade,1.0,1
hands sweat very profusely,tearing pains in toes,1.0,1
hands sweat very profusely,tearing in arms to fingers,1.0,1
hands sweat very profusely,stiffness of legs to hip joint,1.0,1
hands sweat very profusely,sudden stitch in back while lifting,1.0,1
hands sweat very profusely,congestive headache of a rheumatic character,1.0,1
hands sweat very profusely,pressing dragging pain over hips,1.0,1
hands sweat very profusely,stitches in back when coughing,1.0,1
hands sweat very profusely,tension in tendo achillis,1.0,1
hands sweat very profusely,worse on flexion,1.0,1
hands sweat very profusely,pains in hips,1.0,1
hands sweat very profusely,stitches with coldness of knees,1.0,1
hands sweat very profusely,soreness in sacral region,1.0,1
hands sweat very profusely,gouty pains causing patient to scream,1.0,1
hands sweat very profusely,pressing dragging pain over sacrum,1.0,1
hands sweat very profusely,constant pain down back,1.0,1
hands sweat very profusely,catching when stretching,1.0,1
hands sweat very profusely,throbbing in small of back,1.0,1
hands sweat very profusely,pain extending to legs,1.0,1
hands sweat very profusely,aching extending to knees,1.0,1
hands sweat very profusely,pain after exertion,1.0,1
hands sweat very profusely,severe pain in back across hips,1.0,1
hands sweat very profusely,tensive pain in metacarpal joints of fingers,1.0,1
hands sweat very profusely,weakness of joints,1.0,1
hands sweat very profusely,yellow or dirty brown blotched skin,1.0,1
hands sweat very profusely,right knee stiff,1.0,1
hands sweat very profusely,sense of bearing down in abdomen,1.0,1
hands sweat very profusely,aching deep as if in bones,1.0,1
hands sweat very profusely,gouty headache from abdominal plethora,1.0,1
hands sweat very profusely,pain in small of back with weakness,1.0,1
hands sweat very profusely,brown spots on chest,1.0,1
hands sweat very profusely,acute attack of rheumatism in right knee,1.0,1
hands sweat very profusely,constant pain between shoulders,1.0,1
hands sweat very profusely,pain as from dislocation in shoulder joint,1.0,1
hands sweat very profusely,sense of bearing down in pelvis,1.0,1
hands sweat very profusely,patients fear joints will not bear exertion,1.0,1
hands sweat very profusely,pain as of a blow of a hammer,1.0,1
hands sweat very profusely,bruised pain in right hip joint,1.0,1
hands sweat very profusely,joints of elbows stiff,1.0,1
hands sweat very profusely,right knee semiflexed,1.0,1
hands sweat very profusely,pressing in right shoulder blade,1.0,1
hands sweat very profusely,pain in legs as if beaten,1.0,1
constant dull heavy pain in sacrum,paralytic drawing in arms to fingers,1.0,1
constant dull heavy pain in sacrum,pain extending to thighs,1.0,1
constant dull heavy pain in sacrum,has to walk crooked,1.0,1
constant dull heavy pain in sacrum,pains in small of back after exposure to wet,1.0,1
constant dull heavy pain in sacrum,tearing pains along sciatic nerve to calf,1.0,1
constant dull heavy pain in sacrum,burning pressure in spine,1.0,1
constant dull heavy pain in sacrum,hot flashes,1.0,1
constant dull heavy pain in sacrum,right knee swollen,1.0,1
constant dull heavy pain in sacrum,arthritic pains,1.0,1
constant dull heavy pain in sacrum,pains in thighs,1.0,1
constant dull heavy pain in sacrum,joints of wrists stiff,1.0,1
constant dull heavy pain in sacrum,gouty pains accompanied by vomiting,1.0,1
constant dull heavy pain in sacrum,right knee red,1.0,1
constant dull heavy pain in sacrum,hands sweat very profusely,1.0,1
constant dull heavy pain in sacrum,great weakness of joints,1.0,1
constant dull heavy pain in sacrum,great sensitiveness to all impressions,1.0,1
constant dull heavy pain in sacrum,puffy flabby make-up,1.0,1
constant dull heavy pain in sacrum,right knee painful,1.0,1
constant dull heavy pain in sacrum,cracking in ankle joints,1.0,1
constant dull heavy pain in sacrum,gouty pains boring in character,1.0,1
constant dull heavy pain in sacrum,indicated in women at climacteric period,1.0,1
constant dull heavy pain in sacrum,painful stitches in back if makes a misstep,1.0,1
constant dull heavy pain in sacrum,weakness especially of the knees,1.0,1
constant dull heavy pain in sacrum,stitches with coldness of feet,1.0,1
constant dull heavy pain in sacrum,arthritic affections of joints,1.0,1
constant dull heavy pain in sacrum,severe tearing pains in left thigh,1.0,1
constant dull heavy pain in sacrum,pains extending from other parts to back,1.0,1
constant dull heavy pain in sacrum,sticking drawing pains with coldness of feet,1.0,1
constant dull heavy pain in sacrum,stitches in joints of arm,1.0,1
constant dull heavy pain in sacrum,pains in small of back after exposure to cold weather,1.0,1
constant dull heavy pain in sacrum,aching in calves,1.0,1
constant dull heavy pain in sacrum,pain suddenly strikes when stooping,1.0,1
constant dull heavy pain in sacrum,sticking drawing pains with coldness of knees,1.0,1
constant dull heavy pain in sacrum,crick in back of long standing,1.0,1
constant dull heavy pain in sacrum,congestion of blood to chest,1.0,1
constant dull heavy pain in sacrum,pains extending to knees,1.0,1
constant dull heavy pain in sacrum,nervous headache from abdominal plethora,1.0,1
constant dull heavy pain in sacrum,faint sinking emptiness at pit of stomach,1.0,1
constant dull heavy pain in sacrum,burning pressure extending across back,1.0,1
constant dull heavy pain in sacrum,grating on motion,1.0,1
constant dull heavy pain in sacrum,stitches in right shoulder blade,1.0,1
constant dull heavy pain in sacrum,tearing pains in toes,1.0,1
constant dull heavy pain in sacrum,tearing in arms to fingers,1.0,1
constant dull heavy pain in sacrum,stiffness of legs to hip joint,1.0,1
constant dull heavy pain in sacrum,sudden stitch in back while lifting,1.0,1
constant dull heavy pain in sacrum,congestive headache of a rheumatic character,1.0,1
constant dull heavy pain in sacrum,pressing dragging pain over hips,1.0,1
constant dull heavy pain in sacrum,stitches in back when coughing,1.0,1
constant dull heavy pain in sacrum,tension in tendo achillis,1.0,1
constant dull heavy pain in sacrum,worse on flexion,1.0,1
constant dull heavy pain in sacrum,pains in hips,1.0,1
constant dull heavy pain in sacrum,stitches with coldness of knees,1.0,1
constant dull heavy pain in sacrum,soreness in sacral region,1.0,1
constant dull heavy pain in sacrum,gouty pains causing patient to scream,1.0,1
constant dull heavy pain in sacrum,pressing dragging pain over sacrum,1.0,1
constant dull heavy pain in sacrum,constant pain down back,1.0,1
constant dull heavy pain in sacrum,catching when stretching,1.0,1
constant dull heavy pain in sacrum,throbbing in small of back,1.0,1
constant dull heavy pain in sacrum,pain extending to legs,1.0,1
constant dull heavy pain in sacrum,aching extending to knees,1.0,1
constant dull heavy pain in sacrum,pain after exertion,1.0,1
constant dull heavy pain in sacrum,severe pain in back across hips,1.0,1
constant dull heavy pain in sacrum,tensive pain in metacarpal joints of fingers,1.0,1
constant dull heavy pain in sacrum,weakness of joints,1.0,1
constant dull heavy pain in sacrum,yellow or dirty brown blotched skin,1.0,1
constant dull heavy pain in sacrum,right knee stiff,1.0,1
constant dull heavy pain in sacrum,sense of bearing down in abdomen,1.0,1
constant dull heavy pain in sacrum,aching deep as if in bones,1.0,1
constant dull heavy pain in sacrum,gouty headache from abdominal plethora,1.0,1
constant dull heavy pain in sacrum,pain in small of back with weakness,1.0,1
constant dull heavy pain in sacrum,brown spots on chest,1.0,1
constant dull heavy pain in sacrum,acute attack of rheumatism in right knee,1.0,1
constant dull heavy pain in sacrum,constant pain between shoulders,1.0,1
constant dull heavy pain in sacrum,pain as from dislocation in shoulder joint,1.0,1
constant dull heavy pain in sacrum,sense of bearing down in pelvis,1.0,1
constant dull heavy pain in sacrum,patients fear joints will not bear exertion,1.0,1
constant dull heavy pain in sacrum,pain as of a blow of a hammer,1.0,1
constant dull heavy pain in sacrum,bruised pain in right hip joint,1.0,1
constant dull heavy pain in sacrum,joints of elbows stiff,1.0,1
constant dull heavy pain in sacrum,right knee semiflexed,1.0,1
constant dull heavy pain in sacrum,pressing in right shoulder blade,1.0,1
constant dull heavy pain in sacrum,pain in legs as if beaten,1.0,1
stitches in joints of arm,paralytic drawing in arms to fingers,1.0,1
stitches in joints of arm,pain extending to thighs,1.0,1
stitches in joints of arm,has to walk crooked,1.0,1
stitches in joints of arm,pains in small of back after exposure to wet,1.0,1
stitches in joints of arm,tearing pains along sciatic nerve to calf,1.0,1
stitches in joints of arm,burning pressure in spine,1.0,1
stitches in joints of arm,hot flashes,1.0,1
stitches in joints of arm,right knee swollen,1.0,1
stitches in joints of arm,arthritic pains,1.0,1
stitches in joints of arm,pains in thighs,1.0,1
stitches in joints of arm,joints of wrists stiff,1.0,1
stitches in joints of arm,gouty pains accompanied by vomiting,1.0,1
stitches in joints of arm,right knee red,1.0,1
stitches in joints of arm,hands sweat very profusely,1.0,1
stitches in joints of arm,great weakness of joints,1.0,1
stitches in joints of arm,great sensitiveness to all impressions,1.0,1
stitches in joints of arm,puffy flabby make-up,1.0,1
stitches in joints of arm,right knee painful,1.0,1
stitches in joints of arm,cracking in ankle joints,1.0,1
stitches in joints of arm,gouty pains boring in character,1.0,1
stitches in joints of arm,constant dull heavy pain in sacrum,1.0,1
stitches in joints of arm,indicated in women at climacteric period,1.0,1
stitches in joints of arm,painful stitches in back if makes a misstep,1.0,1
stitches in joints of arm,weakness especially of the knees,1.0,1
stitches in joints of arm,stitches with coldness of feet,1.0,1
stitches in joints of arm,arthritic affections of joints,1.0,1
stitches in joints of arm,severe tearing pains in left thigh,1.0,1
stitches in joints of arm,pains extending from other parts to back,1.0,1
stitches in joints of arm,sticking drawing pains with coldness of feet,1.0,1
stitches in joints of arm,pains in small of back after exposure to cold weather,1.0,1
stitches in joints of arm,aching in calves,1.0,1
stitches in joints of arm,pain suddenly strikes when stooping,1.0,1
stitches in joints of arm,sticking drawing pains with coldness of knees,1.0,1
stitches in joints of arm,crick in back of long standing,1.0,1
stitches in joints of arm,congestion of blood to chest,1.0,1
stitches in joints of arm,pains extending to knees,1.0,1
stitches in joints of arm,nervous headache from abdominal plethora,1.0,1
stitches in joints of arm,faint sinking emptiness at pit of stomach,1.0,1
stitches in joints of arm,burning pressure extending across back,1.0,1
stitches in joints of arm,grating on motion,1.0,1
stitches in joints of arm,stitches in right shoulder blade,1.0,1
stitches in joints of arm,tearing pains in toes,1.0,1
stitches in joints of arm,tearing in arms to fingers,1.0,1
stitches in joints of arm,stiffness of legs to hip joint,1.0,1
stitches in joints of arm,sudden stitch in back while lifting,1.0,1
stitches in joints of arm,congestive headache of a rheumatic character,1.0,1
stitches in joints of arm,pressing dragging pain over hips,1.0,1
stitches in joints of arm,stitches in back when coughing,1.0,1
stitches in joints of arm,tension in tendo achillis,1.0,1
stitches in joints of arm,worse on flexion,1.0,1
stitches in joints of arm,pains in hips,1.0,1
stitches in joints of arm,stitches with coldness of knees,1.0,1
stitches in joints of arm,soreness in sacral region,1.0,1
stitches in joints of arm,gouty pains causing patient to scream,1.0,1
stitches in joints of arm,pressing dragging pain over sacrum,1.0,1
stitches in joints of arm,constant pain down back,1.0,1
stitches in joints of arm,catching when stretching,1.0,1
stitches in joints of arm,throbbing in small of back,1.0,1
stitches in joints of arm,pain extending to legs,1.0,1
stitches in joints of arm,aching extending to knees,1.0,1
stitches in joints of arm,pain after exertion,1.0,1
stitches in joints of arm,severe pain in back across hips,1.0,1
stitches in joints of arm,tensive pain in metacarpal joints of fingers,1.0,1
stitches in joints of arm,weakness of joints,1.0,1
stitches in joints of arm,yellow or dirty brown blotched skin,1.0,1
stitches in joints of arm,right knee stiff,1.0,1
stitches in joints of arm,sense of bearing down in abdomen,1.0,1
stitches in joints of arm,aching deep as if in bones,1.0,1
stitches in joints of arm,gouty headache from abdominal plethora,1.0,1
stitches in joints of arm,pain in small of back with weakness,1.0,1
stitches in joints of arm,brown spots on chest,1.0,1
stitches in joints of arm,acute attack of rheumatism in right knee,1.0,1
stitches in joints of arm,constant pain between shoulders,1.0,1
stitches in joints of arm,pain as from dislocation in shoulder joint,1.0,1
stitches in joints of arm,sense of bearing down in pelvis,1.0,1
stitches in joints of arm,patients fear joints will not bear exertion,1.0,1
stitches in joints of arm,pain as of a blow of a hammer,1.0,1
stitches in joints of arm,bruised pain in right hip joint,1.0,1
stitches in joints of arm,joints of elbows stiff,1.0,1
stitches in joints of arm,right knee semiflexed,1.0,1
stitches in joints of arm,pressing in right shoulder blade,1.0,1
stitches in joints of arm,pain in legs as if beaten,1.0,1
stitches with coldness of feet,paralytic drawing in arms to fingers,1.0,1
stitches with coldness of feet,pain extending to thighs,1.0,1
stitches with coldness of feet,has to walk crooked,1.0,1
stitches with coldness of feet,pains in small of back after exposure to wet,1.0,1
stitches with coldness of feet,tearing pains along sciatic nerve to calf,1.0,1
stitches with coldness of feet,burning pressure in spine,1.0,1
stitches with coldness of feet,hot flashes,1.0,1
stitches with coldness of feet,right knee swollen,1.0,1
stitches with coldness of feet,arthritic pains,1.0,1
stitches with coldness of feet,pains in thighs,1.0,1
stitches with coldness of feet,joints of wrists stiff,1.0,1
stitches with coldness of feet,gouty pains accompanied by vomiting,1.0,1
stitches with coldness of feet,right knee red,1.0,1
stitches with coldness of feet,hands sweat very profusely,1.0,1
stitches with coldness of feet,great weakness of joints,1.0,1
stitches with coldness of feet,great sensitiveness to all impressions,1.0,1
stitches with coldness of feet,puffy flabby make-up,1.0,1
stitches with coldness of feet,right knee painful,1.0,1
stitches with coldness of feet,cracking in ankle joints,1.0,1
stitches with coldness of feet,gouty pains boring in character,1.0,1
stitches with coldness of feet,constant dull heavy pain in sacrum,1.0,1
stitches with coldness of feet,indicated in women at climacteric period,1.0,1
stitches with coldness of feet,painful stitches in back if makes a misstep,1.0,1
stitches with coldness of feet,weakness especially of the knees,1.0,1
stitches with coldness of feet,arthritic affections of joints,1.0,1
stitches with coldness of feet,severe tearing pains in left thigh,1.0,1
stitches with coldness of feet,pains extending from other parts to back,1.0,1
stitches with coldness of feet,sticking drawing pains with coldness of feet,1.0,1
stitches with coldness of feet,stitches in joints of arm,1.0,1
stitches with coldness of feet,pains in small of back after exposure to cold weather,1.0,1
stitches with coldness of feet,aching in calves,1.0,1
stitches with coldness of feet,pain suddenly strikes when stooping,1.0,1
stitches with coldness of feet,sticking drawing pains with coldness of knees,1.0,1
stitches with coldness of feet,crick in back of long standing,1.0,1
stitches with coldness of feet,congestion of blood to chest,1.0,1
stitches with coldness of feet,pains extending to knees,1.0,1
stitches with coldness of feet,nervous headache from abdominal plethora,1.0,1
stitches with coldness of feet,faint sinking emptiness at pit of stomach,1.0,1
stitches with coldness of feet,burning pressure extending across back,1.0,1
stitches with coldness of feet,grating on motion,1.0,1
stitches with coldness of feet,stitches in right shoulder blade,1.0,1
stitches with coldness of feet,tearing pains in toes,1.0,1
stitches with coldness of feet,tearing in arms to fingers,1.0,1
stitches with coldness of feet,stiffness of legs to hip joint,1.0,1
stitches with coldness of feet,sudden stitch in back while lifting,1.0,1
stitches with coldness of feet,congestive headache of a rheumatic character,1.0,1
stitches with coldness of feet,pressing dragging pain over hips,1.0,1
stitches with coldness of feet,stitches in back when coughing,1.0,1
stitches with coldness of feet,tension in tendo achillis,1.0,1
stitches with coldness of feet,worse on flexion,1.0,1
stitches with coldness of feet,pains in hips,1.0,1
stitches with coldness of feet,stitches with coldness of knees,1.0,1
stitches with coldness of feet,soreness in sacral region,1.0,1
stitches with coldness of feet,gouty pains causing patient to scream,1.0,1
stitches with coldness of feet,pressing dragging pain over sacrum,1.0,1
stitches with coldness of feet,constant pain down back,1.0,1
stitches with coldness of feet,catching when stretching,1.0,1
stitches with coldness of feet,throbbing in small of back,1.0,1
stitches with coldness of feet,pain extending to legs,1.0,1
stitches with coldness of feet,aching extending to knees,1.0,1
stitches with coldness of feet,pain after exertion,1.0,1
stitches with coldness of feet,severe pain in back across hips,1.0,1
stitches with coldness of feet,tensive pain in metacarpal joints of fingers,1.0,1
stitches with coldness of feet,weakness of joints,1.0,1
stitches with coldness of feet,yellow or dirty brown blotched skin,1.0,1
stitches with coldness of feet,right knee stiff,1.0,1
stitches with coldness of feet,sense of bearing down in abdomen,1.0,1
stitches with coldness of feet,aching deep as if in bones,1.0,1
stitches with coldness of feet,gouty headache from abdominal plethora,1.0,1
stitches with coldness of feet,pain in small of back with weakness,1.0,1
stitches with coldness of feet,brown spots on chest,1.0,1
stitches with coldness of feet,acute attack of rheumatism in right knee,1.0,1
stitches with coldness of feet,constant pain between shoulders,1.0,1
stitches with coldness of feet,pain as from dislocation in shoulder joint,1.0,1
stitches with coldness of feet,sense of bearing down in pelvis,1.0,1
stitches with coldness of feet,patients fear joints will not bear exertion,1.0,1
stitches with coldness of feet,pain as of a blow of a hammer,1.0,1
stitches with coldness of feet,bruised pain in right hip joint,1.0,1
stitches with coldness of feet,joints of elbows stiff,1.0,1
stitches with coldness of feet,right knee semiflexed,1.0,1
stitches with coldness of feet,pressing in right shoulder blade,1.0,1
stitches with coldness of feet,pain in legs as if beaten,1.0,1
patients fear joints will not bear exertion,paralytic drawing in arms to fingers,1.0,1
patients fear joints will not bear exertion,pain extending to thighs,1.0,1
patients fear joints will not bear exertion,has to walk crooked,1.0,1
patients fear joints will not bear exertion,pains in small of back after exposure to wet,1.0,1
patients fear joints will not bear exertion,tearing pains along sciatic nerve to calf,1.0,1
patients fear joints will not bear exertion,burning pressure in spine,1.0,1
patients fear joints will not bear exertion,hot flashes,1.0,1
patients fear joints will not bear exertion,right knee swollen,1.0,1
patients fear joints will not bear exertion,arthritic pains,1.0,1
patients fear joints will not bear exertion,pains in thighs,1.0,1
patients fear joints will not bear exertion,joints of wrists stiff,1.0,1
patients fear joints will not bear exertion,gouty pains accompanied by vomiting,1.0,1
patients fear joints will not bear exertion,right knee red,1.0,1
patients fear joints will not bear exertion,hands sweat very profusely,1.0,1
patients fear joints will not bear exertion,great weakness of joints,1.0,1
patients fear joints will not bear exertion,great sensitiveness to all impressions,1.0,1
patients fear joints will not bear exertion,puffy flabby make-up,1.0,1
patients fear joints will not bear exertion,right knee painful,1.0,1
patients fear joints will not bear exertion,cracking in ankle joints,1.0,1
patients fear joints will not bear exertion,gouty pains boring in character,1.0,1
patients fear joints will not bear exertion,constant dull heavy pain in sacrum,1.0,1
patients fear joints will not bear exertion,indicated in women at climacteric period,1.0,1
patients fear joints will not bear exertion,painful stitches in back if makes a misstep,1.0,1
patients fear joints will not bear exertion,weakness especially of the knees,1.0,1
patients fear joints will not bear exertion,stitches with coldness of feet,1.0,1
patients fear joints will not bear exertion,arthritic affections of joints,1.0,1
patients fear joints will not bear exertion,severe tearing pains in left thigh,1.0,1
patients fear joints will not bear exertion,pains extending from other parts to back,1.0,1
patients fear joints will not bear exertion,sticking drawing pains with coldness of feet,1.0,1
patients fear joints will not bear exertion,stitches in joints of arm,1.0,1
patients fear joints will not bear exertion,pains in small of back after exposure to cold weather,1.0,1
patients fear joints will not bear exertion,aching in calves,1.0,1
patients fear joints will not bear exertion,pain suddenly strikes when stooping,1.0,1
patients fear joints will not bear exertion,sticking drawing pains with coldness of knees,1.0,1
patients fear joints will not bear exertion,crick in back of long standing,1.0,1
patients fear joints will not bear exertion,congestion of blood to chest,1.0,1
patients fear joints will not bear exertion,pains extending to knees,1.0,1
patients fear joints will not bear exertion,nervous headache from abdominal plethora,1.0,1
patients fear joints will not bear exertion,faint sinking emptiness at pit of stomach,1.0,1
patients fear joints will not bear exertion,burning pressure extending across back,1.0,1
patients fear joints will not bear exertion,grating on motion,1.0,1
patients fear joints will not bear exertion,stitches in right shoulder blade,1.0,1
patients fear joints will not bear exertion,tearing pains in toes,1.0,1
patients fear joints will not bear exertion,tearing in arms to fingers,1.0,1
patients fear joints will not bear exertion,stiffness of legs to hip joint,1.0,1
patients fear joints will not bear exertion,sudden stitch in back while lifting,1.0,1
patients fear joints will not bear exertion,congestive headache of a rheumatic character,1.0,1
patients fear joints will not bear exertion,pressing dragging pain over hips,1.0,1
patients fear joints will not bear exertion,stitches in back when coughing,1.0,1
patients fear joints will not bear exertion,tension in tendo achillis,1.0,1
patients fear joints will not bear exertion,worse on flexion,1.0,1
patients fear joints will not bear exertion,pains in hips,1.0,1
patients fear joints will not bear exertion,stitches with coldness of knees,1.0,1
patients fear joints will not bear exertion,soreness in sacral region,1.0,1
patients fear joints will not bear exertion,gouty pains causing patient to scream,1.0,1
patients fear joints will not bear exertion,pressing dragging pain over sacrum,1.0,1
patients fear joints will not bear exertion,constant pain down back,1.0,1
patients fear joints will not bear exertion,catching when stretching,1.0,1
patients fear joints will not bear exertion,throbbing in small of back,1.0,1
patients fear joints will not bear exertion,pain extending to legs,1.0,1
patients fear joints will not bear exertion,aching extending to knees,1.0,1
patients fear joints will not bear exertion,pain after exertion,1.0,1
patients fear joints will not bear exertion,severe pain in back across hips,1.0,1
patients fear joints will not bear exertion,tensive pain in metacarpal joints of fingers,1.0,1
patients fear joints will not bear exertion,weakness of joints,1.0,1
patients fear joints will not bear exertion,yellow or dirty brown blotched skin,1.0,1
patients fear joints will not bear exertion,right knee stiff,1.0,1
patients fear joints will not bear exertion,sense of bearing down in abdomen,1.0,1
patients fear joints will not bear exertion,aching deep as if in bones,1.0,1
patients fear joints will not bear exertion,gouty headache from abdominal plethora,1.0,1
patients fear joints will not bear exertion,pain in small of back with weakness,1.0,1
patients fear joints will not bear exertion,brown spots on chest,1.0,1
patients fear joints will not bear exertion,acute attack of rheumatism in right knee,1.0,1
patients fear joints will not bear exertion,constant pain between shoulders,1.0,1
patients fear joints will not bear exertion,pain as from dislocation in shoulder joint,1.0,1
patients fear joints will not bear exertion,sense of bearing down in pelvis,1.0,1
patients fear joints will not bear exertion,pain as of a blow of a hammer,1.0,1
patients fear joints will not bear exertion,bruised pain in right hip joint,1.0,1
patients fear joints will not bear exertion,joints of elbows stiff,1.0,1
patients fear joints will not bear exertion,right knee semiflexed,1.0,1
patients fear joints will not bear exertion,pressing in right shoulder blade,1.0,1
patients fear joints will not bear exertion,pain in legs as if beaten,1.0,1
pains in small of back after exposure to cold weather,paralytic drawing in arms to fingers,1.0,1
pains in small of back after exposure to cold weather,pain extending to thighs,1.0,1
pains in small of back after exposure to cold weather,has to walk crooked,1.0,1
pains in small of back after exposure to cold weather,pains in small of back after exposure to wet,1.0,1
pains in small of back after exposure to cold weather,tearing pains along sciatic nerve to calf,1.0,1
pains in small of back after exposure to cold weather,burning pressure in spine,1.0,1
pains in small of back after exposure to cold weather,hot flashes,1.0,1
pains in small of back after exposure to cold weather,right knee swollen,1.0,1
pains in small of back after exposure to cold weather,arthritic pains,1.0,1
pains in small of back after exposure to cold weather,pains in thighs,1.0,1
pains in small of back after exposure to cold weather,joints of wrists stiff,1.0,1
pains in small of back after exposure to cold weather,gouty pains accompanied by vomiting,1.0,1
pains in small of back after exposure to cold weather,right knee red,1.0,1
pains in small of back after exposure to cold weather,hands sweat very profusely,1.0,1
pains in small of back after exposure to cold weather,great weakness of joints,1.0,1
pains in small of back after exposure to cold weather,great sensitiveness to all impressions,1.0,1
pains in small of back after exposure to cold weather,puffy flabby make-up,1.0,1
pains in small of back after exposure to cold weather,right knee painful,1.0,1
pains in small of back after exposure to cold weather,cracking in ankle joints,1.0,1
pains in small of back after exposure to cold weather,gouty pains boring in character,1.0,1
pains in small of back after exposure to cold weather,constant dull heavy pain in sacrum,1.0,1
pains in small of back after exposure to cold weather,indicated in women at climacteric period,1.0,1
pains in small of back after exposure to cold weather,painful stitches in back if makes a misstep,1.0,1
pains in small of back after exposure to cold weather,weakness especially of the knees,1.0,1
pains in small of back after exposure to cold weather,stitches with coldness of feet,1.0,1
pains in small of back after exposure to cold weather,arthritic affections of joints,1.0,1
pains in small of back after exposure to cold weather,severe tearing pains in left thigh,1.0,1
pains in small of back after exposure to cold weather,pains extending from other parts to back,1.0,1
pains in small of back after exposure to cold weather,sticking drawing pains with coldness of feet,1.0,1
pains in small of back after exposure to cold weather,stitches in joints of arm,1.0,1
pains in small of back after exposure to cold weather,aching in calves,1.0,1
pains in small of back after exposure to cold weather,pain suddenly strikes when stooping,1.0,1
pains in small of back after exposure to cold weather,sticking drawing pains with coldness of knees,1.0,1
pains in small of back after exposure to cold weather,crick in back of long standing,1.0,1
pains in small of back after exposure to cold weather,congestion of blood to chest,1.0,1
pains in small of back after exposure to cold weather,pains extending to knees,1.0,1
pains in small of back after exposure to cold weather,nervous headache from abdominal plethora,1.0,1
pains in small of back after exposure to cold weather,faint sinking emptiness at pit of stomach,1.0,1
pains in small of back after exposure to cold weather,burning pressure extending across back,1.0,1
pains in small of back after exposure to cold weather,grating on motion,1.0,1
pains in small of back after exposure to cold weather,stitches in right shoulder blade,1.0,1
pains in small of back after exposure to cold weather,tearing pains in toes,1.0,1
pains in small of back after exposure to cold weather,tearing in arms to fingers,1.0,1
pains in small of back after exposure to cold weather,stiffness of legs to hip joint,1.0,1
pains in small of back after exposure to cold weather,sudden stitch in back while lifting,1.0,1
pains in small of back after exposure to cold weather,congestive headache of a rheumatic character,1.0,1
pains in small of back after exposure to cold weather,pressing dragging pain over hips,1.0,1
pains in small of back after exposure to cold weather,stitches in back when coughing,1.0,1
pains in small of back after exposure to cold weather,tension in tendo achillis,1.0,1
pains in small of back after exposure to cold weather,worse on flexion,1.0,1
pains in small of back after exposure to cold weather,pains in hips,1.0,1
pains in small of back after exposure to cold weather,stitches with coldness of knees,1.0,1
pains in small of back after exposure to cold weather,soreness in sacral region,1.0,1
pains in small of back after exposure to cold weather,gouty pains causing patient to scream,1.0,1
pains in small of back after exposure to cold weather,pressing dragging pain over sacrum,1.0,1
pains in small of back after exposure to cold weather,constant pain down back,1.0,1
pains in small of back after exposure to cold weather,catching when stretching,1.0,1
pains in small of back after exposure to cold weather,throbbing in small of back,1.0,1
pains in small of back after exposure to cold weather,pain extending to legs,1.0,1
pains in small of back after exposure to cold weather,aching extending to knees,1.0,1
