Cluster_ID,Remedy,Chapter,Symptom,Area,Modalities
7,causticum,superior extremities,painful numbness of thumb,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,painful numbness of thumb,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,painful numbness of index finger,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,painful numbness of index finger,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,fingers half-closed,fingers,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,cannot move fingers by will power,fingers,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,contractions of finger tendons,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,indurations of finger tendons,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,paralysis of hands,hands,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,gout in hands,hands,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,contractions of flexors,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
7,causticum,superior extremities,stiffness of joints,,"aggravates with evening, aggravates with night, aggravates with beginning to walk, aggravates with dry cold air, ameliorates with warmth of bed, ameliorates with morning, ameliorates with after continued walking"
8,nux moschata,concomitants,vanishing of thoughts,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,concomitants,bewildered upon awakening,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,concomitants,sensation as if vessels were pulsating,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,concomitants,hiccough,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,concomitants,eating a little causes headache,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,concomitants,hysteria,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,wandering digging pressing pain,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,in small spots,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,coming a short time then going,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,muscular rheumatism,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,from protracted exposure to cold and damp,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,wandering drawing pains,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,extremities in general,rheumatism of left shoulder and right hip,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,acute lumbago,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,pains shifting from back to sacrum,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,marked tiredness in knees,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,worse at rest,,"worse at rest, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,painful drawing in thighs,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,flexor muscles of right thigh painful when walking,,"when walking, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,feel as if they had been riding horseback,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,violent pains in right leg,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,extending from hip to knee,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,legs tired,legs,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,as after a long journey,,"after a long journey, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,must constantly move legs,legs,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,right knee joint as if sprained,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,worse on going upstairs,,"worse on going upstairs, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,crushing pain in legs,legs,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,from knee to ankle,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,as if in bone,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,dull drawing pain in periosteum of right tibia,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,boring pain in right great toe,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,inferior extremities,worse after lying down,,"worse after lying down, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,constricted in nape of neck,nape of neck,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,drawing pains in muscles of neck,neck,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,from draft of damp air,neck and back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,pain between shoulders and along spine,shoulders,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,pains now in one place then in another,neck and back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,back sacrum knees especially lumbar region,back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,worse during rest,neck and back,"worse during rest, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,backache while riding in a carriage,neck and back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,pain in small of back,small of back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,as if a piece of wood were pressing crosswise and outward,neck and back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,pain in small of back pressing downward,small of back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,aching pain in lower spine,lower spine,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,worse damp weather,neck and back,"worse damp weather, aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,pain in back just above hips,back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,neck and back,pain in sacrum while riding in a carriage,neck and back,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,rheumatism affecting left deltoid,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,sense of great weight in left shoulder,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,as if there were lead in it,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,pressing pain in both shoulders,both shoulders,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,rheumatic tearing pains in right shoulder,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,stinging pain on flexor side of upper arm and elbow joint,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,violent pain in right middle finger,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,as if it were in the bone,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,sprained pain in joints of little finger of left hand,,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
8,nux moschata,superior extremities,drawing pains continually from fingers to shoulders,fingers,"aggravates with at rest, aggravates with from cold, aggravates with damp air, aggravates with wet clothes, ameliorates with from warmth, ameliorates with dry weather"
9,sabina,concomitants,sycotic excrescences with burning pain,,"with burning pain, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,fig warts with intense itching,,"with intense itching, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,fig warts with burning,,"with burning, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,leucorrhea copious,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,leucorrhea milky,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,leucorrhea causing itching,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,marked weakness,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,concomitants,nervousness so great that music seems to go through bones,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,extremities in general,very red shining swelling of parts,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,extremities in general,excessive pain,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,extremities in general,great heaviness of part,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,extremities in general,wandering burning affecting one joint after another,,"after another, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,general characteristics,rheumatic gonorrhoea,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,general characteristics,sycotic excrescences,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,general characteristics,gout,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,general characteristics,arthritic complaints,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,general characteristics,tearing sting in joints,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,general characteristics,joints swollen,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,rheumatism of metatarso-phalangeal joint of great toe,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,much swelling,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,bright shining red,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,very sensitive to touch,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,very sensitive to motion,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,worse at night,,"worse at night, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,high fever,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,pain in thighs when walking,,"when walking, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,much heaviness,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,swelling in great toe in gout,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,redness in great toe in gout,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,stitches in great toe in gout,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,tearing pain with pressure in metacarpal bones of both feet,feet,"with pressure in metacarpal bones of both feet, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,sharp stitches in heels from within outward,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,painful drawing in joints of toes,joints of toes,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,inferior extremities,worse walking,,"worse walking, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,constant pain in small of back,small of back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,obliging to bend back inward,back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,paralytic pain in small of back,small of back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,improved by bending backward,neck and back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,drawing pains in small of back,small of back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,drawing pains extending to pubic region,neck and back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,indescribable uneasiness in lumbar region,neck and back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,dragging sensation from behind forward,neck and back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,neck and back,marked weariness in lumbar region,neck and back,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,pain as if sprained in right shoulder joint,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,pressing pain in both upper arms near elbow joint,upper arms,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,paralytic tearing along right upper arm to hand,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,aching pain in right radius,,"aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,aching pain worse on motion,,"worse on motion, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,aching pain worse on touch,,"worse on touch, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,arthritic stinging with stiffness of wrist joints,,"with stiffness of wrist joints, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,arthritic tearing with stiffness of wrist joints,,"with stiffness of wrist joints, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,arthritic stinging with swelling of wrist joints,,"with swelling of wrist joints, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,arthritic tearing with swelling of wrist joints,,"with swelling of wrist joints, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
9,sabina,superior extremities,worse hanging hand down,,"worse hanging hand down, aggravates with at night, aggravates with slightest touch, aggravates with slightest motion, aggravates with heated room, ameliorates with cold air, ameliorates with cool applications, ameliorates with change of position"
10,magnesia carbonica,chest,soreness in chest and region of heart,chest,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,chest,stitches,chest,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,chest,stitch from without inward in precordial region,chest,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,pains neuralgic lightning-like,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,unrefreshing sleep,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,more tired in morning than when going to bed,,"when going to bed, aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,many neuralgic pains,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,great internal heat at night,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,restless,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,concomitants,adapted to children of irritable nervous disposition,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,extremities in general,rheumatic pains in limbs,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,extremities in general,pains insupportable during repose,,"during repose, aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,extremities in general,must get up and walk,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,general characteristics,especially suitable for children of irritable disposition,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,general characteristics,nervous temperament,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,general characteristics,lax fibres,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,general characteristics,sour smelling,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,general characteristics,suitable for worn out women,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,general characteristics,suitable for dark-haired sensitive people who are spare and thin,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,inferior extremities,drawing pains in legs and feet,legs,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,inferior extremities,pains around left knee as if something were tight,,"aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
10,magnesia carbonica,inferior extremities,cannot put foot to ground when walking but only when standing,,"when walking but only when standing, aggravates with at night, aggravates with after a long walk, aggravates with in bed, aggravates with raising arm, aggravates with drafts, aggravates with change of temperature, ameliorates with warmth"
