### Cluster 32 — Symptoms (116)
Symptom,Frequency 
rheumatic gouty stiffness of left hand,sharp left-side pains,1.0,1
rheumatic gouty stiffness of left hand,coldness in gluteal muscles to legs,1.0,1
rheumatic gouty stiffness of left hand,normal appearance except toes,1.0,1
rheumatic gouty stiffness of left hand,sternum pain,1.0,1
rheumatic gouty stiffness of left hand,leg pain better walking,1.0,1
rheumatic gouty stiffness of left hand,sore in lumbo-sacral region while sitting,1.0,1
rheumatic gouty stiffness of left hand,numbness,1.0,1
rheumatic gouty stiffness of left hand,despondent,1.0,1
rheumatic gouty stiffness of left hand,bruised back feeling,1.0,1
rheumatic gouty stiffness of left hand,subsultus tendinum,1.0,1
rheumatic gouty stiffness of left hand,rheumatic gouty stiffness of elbow,1.0,1
rheumatic gouty stiffness of left hand,no tissue swelling typically,1.0,1
rheumatic gouty stiffness of left hand,crick from sacrum to nape,1.0,1
rheumatic gouty stiffness of left hand,bruised feeling in limbs,1.0,1
rheumatic gouty stiffness of left hand,drawing pain in knee joint,1.0,1
rheumatic gouty stiffness of left hand,tearing in left forearm bones,1.0,1
rheumatic gouty stiffness of left hand,splinter-like pain in deltoid,1.0,1
rheumatic gouty stiffness of left hand,cramps in sole,1.0,1
rheumatic gouty stiffness of left hand,post-inflammatory contraction,1.0,1
rheumatic gouty stiffness of left hand,frostbitten toe inflammation,1.0,1
rheumatic gouty stiffness of left hand,back rheumatism in dorsal region,1.0,1
rheumatic gouty stiffness of left hand,burning deep in spine,1.0,1
rheumatic gouty stiffness of left hand,tearing in limbs worse rest,1.0,1
rheumatic gouty stiffness of left hand,frostbitten toe pain,1.0,1
rheumatic gouty stiffness of left hand,irritable,1.0,1
rheumatic gouty stiffness of left hand,languor in legs,1.0,1
rheumatic gouty stiffness of left hand,leg pain worse sitting,1.0,1
rheumatic gouty stiffness of left hand,tearing pain in knee joint,1.0,1
rheumatic gouty stiffness of left hand,shooting in fingers,1.0,1
rheumatic gouty stiffness of left hand,tearing in left wrist,1.0,1
rheumatic gouty stiffness of left hand,twitching gluteal muscles,1.0,1
rheumatic gouty stiffness of left hand,red ears as if frostbitten,1.0,1
rheumatic gouty stiffness of left hand,normal appearance except fingers,1.0,1
rheumatic gouty stiffness of left hand,aching in lumbo-sacral region while exercising,1.0,1
rheumatic gouty stiffness of left hand,tearing pains between shoulders,1.0,1
rheumatic gouty stiffness of left hand,red fingers from excessive cold,1.0,1
rheumatic gouty stiffness of left hand,sprained back feeling,1.0,1
rheumatic gouty stiffness of left hand,red toes from excessive cold,1.0,1
rheumatic gouty stiffness of left hand,formication along spine,1.0,1
rheumatic gouty stiffness of left hand,furious delirium,1.0,1
rheumatic gouty stiffness of left hand,clonic convulsions,1.0,1
rheumatic gouty stiffness of left hand,tearing in left hip to knee,1.0,1
rheumatic gouty stiffness of left hand,chilblains,1.0,1
rheumatic gouty stiffness of left hand,throbbing in coccyx,1.0,1
rheumatic gouty stiffness of left hand,severe forearm pain to thumb worse afternoons,1.0,1
rheumatic gouty stiffness of left hand,numbness in left hip to knee,1.0,1
rheumatic gouty stiffness of left hand,sprained neck sensation,1.0,1
rheumatic gouty stiffness of left hand,splinter-like toe pain,1.0,1
rheumatic gouty stiffness of left hand,shooting in knees,1.0,1
rheumatic gouty stiffness of left hand,drawing pain in legs especially ankles,1.0,1
rheumatic gouty stiffness of left hand,weak knee joint,1.0,1
rheumatic gouty stiffness of left hand,severe forearm pain to thumb worse rest,1.0,1
rheumatic gouty stiffness of left hand,pain as after stooping,1.0,1
rheumatic gouty stiffness of left hand,pain in right hip as after fatigue,1.0,1
rheumatic gouty stiffness of left hand,spasmodic drawing from back to stuart little to chest,1.0,1
rheumatic gouty stiffness of left hand,muscle trembling,1.0,1
rheumatic gouty stiffness of left hand,pressive pain in left tibia worse noon,1.0,1
rheumatic gouty stiffness of left hand,from overwork causing spinal cord irritation,1.0,1
rheumatic gouty stiffness of left hand,tearing in thumbs,1.0,1
rheumatic gouty stiffness of left hand,tearing in limbs better motion,1.0,1
rheumatic gouty stiffness of left hand,spasmodic drawing from back to esophagus,1.0,1
rheumatic gouty stiffness of left hand,burning in thumbs,1.0,1
rheumatic gouty stiffness of left hand,burning ears as if frostbitten,1.0,1
rheumatic gouty stiffness of left hand,gouty finger stiffness,1.0,1
rheumatic gouty stiffness of left hand,backache with heat disturbing sleep,1.0,1
rheumatic gouty stiffness of left hand,great mental excitement,1.0,1
rheumatic gouty stiffness of left hand,sprained knee joint,1.0,1
rheumatic gouty stiffness of left hand,swollen fingers from excessive cold,1.0,1
rheumatic gouty stiffness of left hand,dry coccyx feeling,1.0,1
rheumatic gouty stiffness of left hand,stitches in olecranon,1.0,1
rheumatic gouty stiffness of left hand,tearing in limbs worse sitting,1.0,1
loin weakness,shooting pains between shoulders,1.0,1
loin weakness,violent shooting deep in spine,1.0,1
loin weakness,pressive pain in legs especially ankles,1.0,1
loin weakness,heavy legs like lead,1.0,1
loin weakness,splinter-like pain in right forearm,1.0,1
loin weakness,numbness in forearms,1.0,1
loin weakness,rheumatic pain in right deltoid worse moving arm backward,1.0,1
loin weakness,from dissipation causing spinal cord irritation,1.0,1
loin weakness,stiff tendo achillis,1.0,1
loin weakness,tearing between thumb and index,1.0,1
loin weakness,painful spine,1.0,1
loin weakness,ulcerative limb pains preventing sleep,1.0,1
loin weakness,beaten sensation after exercise,1.0,1
loin weakness,violent pain in left hip under gluteal muscles,1.0,1
loin weakness,stiffness between shoulder blades,1.0,1
loin weakness,delirium tremens,1.0,1
loin weakness,splinter-like pain in dorso-lumbar region,1.0,1
loin weakness,coldness in lumbar vertebrae to legs,1.0,1
loin weakness,sudden violent stitch in sacrum while walking,1.0,1
loin weakness,leg pain better motion,1.0,1
loin weakness,vertigo with reeling in open air,1.0,1
loin weakness,spine too weak to support when stooping,1.0,1
loin weakness,frostbitten foot pain,1.0,1
loin weakness,frostbitten foot inflammation,1.0,1
loin weakness,lump sensation in epigastrium,1.0,1
loin weakness,tension in forearms,1.0,1
loin weakness,neck rheumatism in dorsal region,1.0,1
loin weakness,weakness between shoulder blades,1.0,1
loin weakness,stinging pain in knee joint,1.0,1
loin weakness,swollen toes from excessive cold,1.0,1
loin weakness,lameness,1.0,1
loin weakness,periosteal leg bone pain,1.0,1
loin weakness,head drawn backward in spasm,1.0,1
loin weakness,rheumatic gouty stiffness of left hand,1.0,1
loin weakness,sensitive spinal processes to touch,1.0,1
loin weakness,sore in lumbo-sacral region while exercising,1.0,1
loin weakness,shooting in toes,1.0,1
loin weakness,lameness in forearms,1.0,1
loin weakness,self-injury attempts,1.0,1
loin weakness,aching in lumbo-sacral region while sitting,1.0,1
loin weakness,sprained deltoid feeling,1.0,1
loin weakness,bruised feeling in joints,1.0,1
loin weakness,leg pain worse standing,1.0,1
loin weakness,itching ears as if frostbitten,1.0,1
loin weakness,sharp left-side pains,1.0,1
loin weakness,coldness in gluteal muscles to legs,1.0,1
loin weakness,normal appearance except toes,1.0,1
loin weakness,sternum pain,1.0,1
loin weakness,leg pain better walking,1.0,1
loin weakness,sore in lumbo-sacral region while sitting,1.0,1
loin weakness,numbness,1.0,1
loin weakness,despondent,1.0,1
loin weakness,bruised back feeling,1.0,1
loin weakness,subsultus tendinum,1.0,1
loin weakness,rheumatic gouty stiffness of elbow,1.0,1
loin weakness,no tissue swelling typically,1.0,1
loin weakness,crick from sacrum to nape,1.0,1
loin weakness,bruised feeling in limbs,1.0,1
loin weakness,drawing pain in knee joint,1.0,1
loin weakness,tearing in left forearm bones,1.0,1
loin weakness,splinter-like pain in deltoid,1.0,1
loin weakness,cramps in sole,1.0,1
loin weakness,post-inflammatory contraction,1.0,1
loin weakness,frostbitten toe inflammation,1.0,1
loin weakness,back rheumatism in dorsal region,1.0,1
loin weakness,burning deep in spine,1.0,1
loin weakness,tearing in limbs worse rest,1.0,1
loin weakness,frostbitten toe pain,1.0,1
loin weakness,irritable,1.0,1
loin weakness,languor in legs,1.0,1
loin weakness,leg pain worse sitting,1.0,1
loin weakness,tearing pain in knee joint,1.0,1
loin weakness,shooting in fingers,1.0,1
loin weakness,tearing in left wrist,1.0,1
loin weakness,twitching gluteal muscles,1.0,1
loin weakness,red ears as if frostbitten,1.0,1
loin weakness,normal appearance except fingers,1.0,1
loin weakness,aching in lumbo-sacral region while exercising,1.0,1
loin weakness,tearing pains between shoulders,1.0,1
loin weakness,red fingers from excessive cold,1.0,1
loin weakness,sprained back feeling,1.0,1
loin weakness,red toes from excessive cold,1.0,1
loin weakness,formication along spine,1.0,1
loin weakness,furious delirium,1.0,1
loin weakness,clonic convulsions,1.0,1
loin weakness,tearing in left hip to knee,1.0,1
loin weakness,chilblains,1.0,1
loin weakness,throbbing in coccyx,1.0,1
loin weakness,severe forearm pain to thumb worse afternoons,1.0,1
loin weakness,numbness in left hip to knee,1.0,1
loin weakness,sprained neck sensation,1.0,1
loin weakness,splinter-like toe pain,1.0,1
loin weakness,shooting in knees,1.0,1
loin weakness,drawing pain in legs especially ankles,1.0,1
loin weakness,weak knee joint,1.0,1
loin weakness,severe forearm pain to thumb worse rest,1.0,1
loin weakness,pain as after stooping,1.0,1
loin weakness,pain in right hip as after fatigue,1.0,1
loin weakness,spasmodic drawing from back to stuart little to chest,1.0,1
loin weakness,muscle trembling,1.0,1
loin weakness,pressive pain in left tibia worse noon,1.0,1
loin weakness,from overwork causing spinal cord irritation,1.0,1
loin weakness,tearing in thumbs,1.0,1
loin weakness,tearing in limbs better motion,1.0,1
loin weakness,spasmodic drawing from back to esophagus,1.0,1
loin weakness,burning in thumbs,1.0,1
loin weakness,burning ears as if frostbitten,1.0,1
loin weakness,gouty finger stiffness,1.0,1
loin weakness,backache with heat disturbing sleep,1.0,1
loin weakness,great mental excitement,1.0,1
loin weakness,sprained knee joint,1.0,1
loin weakness,swollen fingers from excessive cold,1.0,1
loin weakness,dry coccyx feeling,1.0,1
loin weakness,stitches in olecranon,1.0,1
loin weakness,tearing in limbs worse sitting,1.0,1
pain in right hip as after fatigue,shooting pains between shoulders,1.0,1
pain in right hip as after fatigue,violent shooting deep in spine,1.0,1
pain in right hip as after fatigue,pressive pain in legs especially ankles,1.0,1
pain in right hip as after fatigue,heavy legs like lead,1.0,1
pain in right hip as after fatigue,splinter-like pain in right forearm,1.0,1
pain in right hip as after fatigue,numbness in forearms,1.0,1
pain in right hip as after fatigue,rheumatic pain in right deltoid worse moving arm backward,1.0,1
pain in right hip as after fatigue,from dissipation causing spinal cord irritation,1.0,1
pain in right hip as after fatigue,stiff tendo achillis,1.0,1
pain in right hip as after fatigue,tearing between thumb and index,1.0,1
pain in right hip as after fatigue,painful spine,1.0,1
pain in right hip as after fatigue,ulcerative limb pains preventing sleep,1.0,1
pain in right hip as after fatigue,beaten sensation after exercise,1.0,1
pain in right hip as after fatigue,violent pain in left hip under gluteal muscles,1.0,1
pain in right hip as after fatigue,stiffness between shoulder blades,1.0,1
pain in right hip as after fatigue,delirium tremens,1.0,1
pain in right hip as after fatigue,splinter-like pain in dorso-lumbar region,1.0,1
pain in right hip as after fatigue,coldness in lumbar vertebrae to legs,1.0,1
pain in right hip as after fatigue,sudden violent stitch in sacrum while walking,1.0,1
pain in right hip as after fatigue,leg pain better motion,1.0,1
pain in right hip as after fatigue,vertigo with reeling in open air,1.0,1
pain in right hip as after fatigue,spine too weak to support when stooping,1.0,1
pain in right hip as after fatigue,frostbitten foot pain,1.0,1
pain in right hip as after fatigue,frostbitten foot inflammation,1.0,1
pain in right hip as after fatigue,lump sensation in epigastrium,1.0,1
pain in right hip as after fatigue,tension in forearms,1.0,1
pain in right hip as after fatigue,neck rheumatism in dorsal region,1.0,1
pain in right hip as after fatigue,weakness between shoulder blades,1.0,1
pain in right hip as after fatigue,stinging pain in knee joint,1.0,1
pain in right hip as after fatigue,swollen toes from excessive cold,1.0,1
pain in right hip as after fatigue,lameness,1.0,1
pain in right hip as after fatigue,periosteal leg bone pain,1.0,1
pain in right hip as after fatigue,head drawn backward in spasm,1.0,1
pain in right hip as after fatigue,rheumatic gouty stiffness of left hand,1.0,1
pain in right hip as after fatigue,loin weakness,1.0,1
pain in right hip as after fatigue,sensitive spinal processes to touch,1.0,1
pain in right hip as after fatigue,sore in lumbo-sacral region while exercising,1.0,1
pain in right hip as after fatigue,shooting in toes,1.0,1
pain in right hip as after fatigue,lameness in forearms,1.0,1
pain in right hip as after fatigue,self-injury attempts,1.0,1
pain in right hip as after fatigue,aching in lumbo-sacral region while sitting,1.0,1
pain in right hip as after fatigue,sprained deltoid feeling,1.0,1
pain in right hip as after fatigue,bruised feeling in joints,1.0,1
pain in right hip as after fatigue,leg pain worse standing,1.0,1
pain in right hip as after fatigue,itching ears as if frostbitten,1.0,1
pain in right hip as after fatigue,sharp left-side pains,1.0,1
pain in right hip as after fatigue,coldness in gluteal muscles to legs,1.0,1
pain in right hip as after fatigue,normal appearance except toes,1.0,1
pain in right hip as after fatigue,sternum pain,1.0,1
pain in right hip as after fatigue,leg pain better walking,1.0,1
pain in right hip as after fatigue,sore in lumbo-sacral region while sitting,1.0,1
pain in right hip as after fatigue,numbness,1.0,1
pain in right hip as after fatigue,despondent,1.0,1
pain in right hip as after fatigue,bruised back feeling,1.0,1
pain in right hip as after fatigue,subsultus tendinum,1.0,1
pain in right hip as after fatigue,rheumatic gouty stiffness of elbow,1.0,1
pain in right hip as after fatigue,no tissue swelling typically,1.0,1
pain in right hip as after fatigue,crick from sacrum to nape,1.0,1
pain in right hip as after fatigue,bruised feeling in limbs,1.0,1
pain in right hip as after fatigue,drawing pain in knee joint,1.0,1
pain in right hip as after fatigue,tearing in left forearm bones,1.0,1
pain in right hip as after fatigue,splinter-like pain in deltoid,1.0,1
pain in right hip as after fatigue,cramps in sole,1.0,1
pain in right hip as after fatigue,post-inflammatory contraction,1.0,1
pain in right hip as after fatigue,frostbitten toe inflammation,1.0,1
pain in right hip as after fatigue,back rheumatism in dorsal region,1.0,1
pain in right hip as after fatigue,burning deep in spine,1.0,1
pain in right hip as after fatigue,tearing in limbs worse rest,1.0,1
pain in right hip as after fatigue,frostbitten toe pain,1.0,1
pain in right hip as after fatigue,irritable,1.0,1
pain in right hip as after fatigue,languor in legs,1.0,1
pain in right hip as after fatigue,leg pain worse sitting,1.0,1
pain in right hip as after fatigue,tearing pain in knee joint,1.0,1
pain in right hip as after fatigue,shooting in fingers,1.0,1
pain in right hip as after fatigue,tearing in left wrist,1.0,1
pain in right hip as after fatigue,twitching gluteal muscles,1.0,1
pain in right hip as after fatigue,red ears as if frostbitten,1.0,1
pain in right hip as after fatigue,normal appearance except fingers,1.0,1
pain in right hip as after fatigue,aching in lumbo-sacral region while exercising,1.0,1
pain in right hip as after fatigue,tearing pains between shoulders,1.0,1
pain in right hip as after fatigue,red fingers from excessive cold,1.0,1
pain in right hip as after fatigue,sprained back feeling,1.0,1
pain in right hip as after fatigue,red toes from excessive cold,1.0,1
pain in right hip as after fatigue,formication along spine,1.0,1
pain in right hip as after fatigue,furious delirium,1.0,1
pain in right hip as after fatigue,clonic convulsions,1.0,1
pain in right hip as after fatigue,tearing in left hip to knee,1.0,1
pain in right hip as after fatigue,chilblains,1.0,1
pain in right hip as after fatigue,throbbing in coccyx,1.0,1
pain in right hip as after fatigue,severe forearm pain to thumb worse afternoons,1.0,1
pain in right hip as after fatigue,numbness in left hip to knee,1.0,1
pain in right hip as after fatigue,sprained neck sensation,1.0,1
pain in right hip as after fatigue,splinter-like toe pain,1.0,1
pain in right hip as after fatigue,shooting in knees,1.0,1
pain in right hip as after fatigue,drawing pain in legs especially ankles,1.0,1
pain in right hip as after fatigue,weak knee joint,1.0,1
pain in right hip as after fatigue,severe forearm pain to thumb worse rest,1.0,1
pain in right hip as after fatigue,pain as after stooping,1.0,1
pain in right hip as after fatigue,spasmodic drawing from back to stuart little to chest,1.0,1
pain in right hip as after fatigue,muscle trembling,1.0,1
pain in right hip as after fatigue,pressive pain in left tibia worse noon,1.0,1
pain in right hip as after fatigue,from overwork causing spinal cord irritation,1.0,1
pain in right hip as after fatigue,tearing in thumbs,1.0,1
pain in right hip as after fatigue,tearing in limbs better motion,1.0,1
pain in right hip as after fatigue,spasmodic drawing from back to esophagus,1.0,1
pain in right hip as after fatigue,burning in thumbs,1.0,1
pain in right hip as after fatigue,burning ears as if frostbitten,1.0,1
pain in right hip as after fatigue,gouty finger stiffness,1.0,1
pain in right hip as after fatigue,backache with heat disturbing sleep,1.0,1
pain in right hip as after fatigue,great mental excitement,1.0,1
pain in right hip as after fatigue,sprained knee joint,1.0,1
pain in right hip as after fatigue,swollen fingers from excessive cold,1.0,1
pain in right hip as after fatigue,dry coccyx feeling,1.0,1
pain in right hip as after fatigue,stitches in olecranon,1.0,1
pain in right hip as after fatigue,tearing in limbs worse sitting,1.0,1
spasmodic drawing from back to stuart little to chest,shooting pains between shoulders,1.0,1
spasmodic drawing from back to stuart little to chest,violent shooting deep in spine,1.0,1
spasmodic drawing from back to stuart little to chest,pressive pain in legs especially ankles,1.0,1
spasmodic drawing from back to stuart little to chest,heavy legs like lead,1.0,1
spasmodic drawing from back to stuart little to chest,splinter-like pain in right forearm,1.0,1
spasmodic drawing from back to stuart little to chest,numbness in forearms,1.0,1
spasmodic drawing from back to stuart little to chest,rheumatic pain in right deltoid worse moving arm backward,1.0,1
spasmodic drawing from back to stuart little to chest,from dissipation causing spinal cord irritation,1.0,1
spasmodic drawing from back to stuart little to chest,stiff tendo achillis,1.0,1
spasmodic drawing from back to stuart little to chest,tearing between thumb and index,1.0,1
spasmodic drawing from back to stuart little to chest,painful spine,1.0,1
spasmodic drawing from back to stuart little to chest,ulcerative limb pains preventing sleep,1.0,1
spasmodic drawing from back to stuart little to chest,beaten sensation after exercise,1.0,1
spasmodic drawing from back to stuart little to chest,violent pain in left hip under gluteal muscles,1.0,1
spasmodic drawing from back to stuart little to chest,stiffness between shoulder blades,1.0,1
spasmodic drawing from back to stuart little to chest,delirium tremens,1.0,1
spasmodic drawing from back to stuart little to chest,splinter-like pain in dorso-lumbar region,1.0,1
spasmodic drawing from back to stuart little to chest,coldness in lumbar vertebrae to legs,1.0,1
spasmodic drawing from back to stuart little to chest,sudden violent stitch in sacrum while walking,1.0,1
spasmodic drawing from back to stuart little to chest,leg pain better motion,1.0,1
spasmodic drawing from back to stuart little to chest,vertigo with reeling in open air,1.0,1
spasmodic drawing from back to stuart little to chest,spine too weak to support when stooping,1.0,1
spasmodic drawing from back to stuart little to chest,frostbitten foot pain,1.0,1
spasmodic drawing from back to stuart little to chest,frostbitten foot inflammation,1.0,1
spasmodic drawing from back to stuart little to chest,lump sensation in epigastrium,1.0,1
spasmodic drawing from back to stuart little to chest,tension in forearms,1.0,1
spasmodic drawing from back to stuart little to chest,neck rheumatism in dorsal region,1.0,1
spasmodic drawing from back to stuart little to chest,weakness between shoulder blades,1.0,1
spasmodic drawing from back to stuart little to chest,stinging pain in knee joint,1.0,1
spasmodic drawing from back to stuart little to chest,swollen toes from excessive cold,1.0,1
spasmodic drawing from back to stuart little to chest,lameness,1.0,1
spasmodic drawing from back to stuart little to chest,periosteal leg bone pain,1.0,1
spasmodic drawing from back to stuart little to chest,head drawn backward in spasm,1.0,1
spasmodic drawing from back to stuart little to chest,rheumatic gouty stiffness of left hand,1.0,1
spasmodic drawing from back to stuart little to chest,loin weakness,1.0,1
spasmodic drawing from back to stuart little to chest,sensitive spinal processes to touch,1.0,1
spasmodic drawing from back to stuart little to chest,sore in lumbo-sacral region while exercising,1.0,1
spasmodic drawing from back to stuart little to chest,shooting in toes,1.0,1
spasmodic drawing from back to stuart little to chest,lameness in forearms,1.0,1
spasmodic drawing from back to stuart little to chest,self-injury attempts,1.0,1
spasmodic drawing from back to stuart little to chest,aching in lumbo-sacral region while sitting,1.0,1
spasmodic drawing from back to stuart little to chest,sprained deltoid feeling,1.0,1
spasmodic drawing from back to stuart little to chest,bruised feeling in joints,1.0,1
spasmodic drawing from back to stuart little to chest,leg pain worse standing,1.0,1
spasmodic drawing from back to stuart little to chest,itching ears as if frostbitten,1.0,1
spasmodic drawing from back to stuart little to chest,sharp left-side pains,1.0,1
spasmodic drawing from back to stuart little to chest,coldness in gluteal muscles to legs,1.0,1
spasmodic drawing from back to stuart little to chest,normal appearance except toes,1.0,1
spasmodic drawing from back to stuart little to chest,sternum pain,1.0,1
spasmodic drawing from back to stuart little to chest,leg pain better walking,1.0,1
spasmodic drawing from back to stuart little to chest,sore in lumbo-sacral region while sitting,1.0,1
spasmodic drawing from back to stuart little to chest,numbness,1.0,1
spasmodic drawing from back to stuart little to chest,despondent,1.0,1
spasmodic drawing from back to stuart little to chest,bruised back feeling,1.0,1
spasmodic drawing from back to stuart little to chest,subsultus tendinum,1.0,1
spasmodic drawing from back to stuart little to chest,rheumatic gouty stiffness of elbow,1.0,1
spasmodic drawing from back to stuart little to chest,no tissue swelling typically,1.0,1
spasmodic drawing from back to stuart little to chest,crick from sacrum to nape,1.0,1
spasmodic drawing from back to stuart little to chest,bruised feeling in limbs,1.0,1
spasmodic drawing from back to stuart little to chest,drawing pain in knee joint,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in left forearm bones,1.0,1
spasmodic drawing from back to stuart little to chest,splinter-like pain in deltoid,1.0,1
spasmodic drawing from back to stuart little to chest,cramps in sole,1.0,1
spasmodic drawing from back to stuart little to chest,post-inflammatory contraction,1.0,1
spasmodic drawing from back to stuart little to chest,frostbitten toe inflammation,1.0,1
spasmodic drawing from back to stuart little to chest,back rheumatism in dorsal region,1.0,1
spasmodic drawing from back to stuart little to chest,burning deep in spine,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in limbs worse rest,1.0,1
spasmodic drawing from back to stuart little to chest,frostbitten toe pain,1.0,1
spasmodic drawing from back to stuart little to chest,irritable,1.0,1
spasmodic drawing from back to stuart little to chest,languor in legs,1.0,1
spasmodic drawing from back to stuart little to chest,leg pain worse sitting,1.0,1
spasmodic drawing from back to stuart little to chest,tearing pain in knee joint,1.0,1
spasmodic drawing from back to stuart little to chest,shooting in fingers,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in left wrist,1.0,1
spasmodic drawing from back to stuart little to chest,twitching gluteal muscles,1.0,1
spasmodic drawing from back to stuart little to chest,red ears as if frostbitten,1.0,1
spasmodic drawing from back to stuart little to chest,normal appearance except fingers,1.0,1
spasmodic drawing from back to stuart little to chest,aching in lumbo-sacral region while exercising,1.0,1
spasmodic drawing from back to stuart little to chest,tearing pains between shoulders,1.0,1
spasmodic drawing from back to stuart little to chest,red fingers from excessive cold,1.0,1
spasmodic drawing from back to stuart little to chest,sprained back feeling,1.0,1
spasmodic drawing from back to stuart little to chest,red toes from excessive cold,1.0,1
spasmodic drawing from back to stuart little to chest,formication along spine,1.0,1
spasmodic drawing from back to stuart little to chest,furious delirium,1.0,1
spasmodic drawing from back to stuart little to chest,clonic convulsions,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in left hip to knee,1.0,1
spasmodic drawing from back to stuart little to chest,chilblains,1.0,1
spasmodic drawing from back to stuart little to chest,throbbing in coccyx,1.0,1
spasmodic drawing from back to stuart little to chest,severe forearm pain to thumb worse afternoons,1.0,1
spasmodic drawing from back to stuart little to chest,numbness in left hip to knee,1.0,1
spasmodic drawing from back to stuart little to chest,sprained neck sensation,1.0,1
spasmodic drawing from back to stuart little to chest,splinter-like toe pain,1.0,1
spasmodic drawing from back to stuart little to chest,shooting in knees,1.0,1
spasmodic drawing from back to stuart little to chest,drawing pain in legs especially ankles,1.0,1
spasmodic drawing from back to stuart little to chest,weak knee joint,1.0,1
spasmodic drawing from back to stuart little to chest,severe forearm pain to thumb worse rest,1.0,1
spasmodic drawing from back to stuart little to chest,pain as after stooping,1.0,1
spasmodic drawing from back to stuart little to chest,pain in right hip as after fatigue,1.0,1
spasmodic drawing from back to stuart little to chest,muscle trembling,1.0,1
spasmodic drawing from back to stuart little to chest,pressive pain in left tibia worse noon,1.0,1
spasmodic drawing from back to stuart little to chest,from overwork causing spinal cord irritation,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in thumbs,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in limbs better motion,1.0,1
spasmodic drawing from back to stuart little to chest,spasmodic drawing from back to esophagus,1.0,1
spasmodic drawing from back to stuart little to chest,burning in thumbs,1.0,1
spasmodic drawing from back to stuart little to chest,burning ears as if frostbitten,1.0,1
spasmodic drawing from back to stuart little to chest,gouty finger stiffness,1.0,1
spasmodic drawing from back to stuart little to chest,backache with heat disturbing sleep,1.0,1
spasmodic drawing from back to stuart little to chest,great mental excitement,1.0,1
spasmodic drawing from back to stuart little to chest,sprained knee joint,1.0,1
spasmodic drawing from back to stuart little to chest,swollen fingers from excessive cold,1.0,1
spasmodic drawing from back to stuart little to chest,dry coccyx feeling,1.0,1
spasmodic drawing from back to stuart little to chest,stitches in olecranon,1.0,1
spasmodic drawing from back to stuart little to chest,tearing in limbs worse sitting,1.0,1
aching in lumbo-sacral region while exercising,shooting pains between shoulders,1.0,1
aching in lumbo-sacral region while exercising,violent shooting deep in spine,1.0,1
aching in lumbo-sacral region while exercising,pressive pain in legs especially ankles,1.0,1
aching in lumbo-sacral region while exercising,heavy legs like lead,1.0,1
aching in lumbo-sacral region while exercising,splinter-like pain in right forearm,1.0,1
aching in lumbo-sacral region while exercising,numbness in forearms,1.0,1
aching in lumbo-sacral region while exercising,rheumatic pain in right deltoid worse moving arm backward,1.0,1
aching in lumbo-sacral region while exercising,from dissipation causing spinal cord irritation,1.0,1
aching in lumbo-sacral region while exercising,stiff tendo achillis,1.0,1
aching in lumbo-sacral region while exercising,tearing between thumb and index,1.0,1
aching in lumbo-sacral region while exercising,painful spine,1.0,1
aching in lumbo-sacral region while exercising,ulcerative limb pains preventing sleep,1.0,1
aching in lumbo-sacral region while exercising,beaten sensation after exercise,1.0,1
aching in lumbo-sacral region while exercising,violent pain in left hip under gluteal muscles,1.0,1
aching in lumbo-sacral region while exercising,stiffness between shoulder blades,1.0,1
aching in lumbo-sacral region while exercising,delirium tremens,1.0,1
aching in lumbo-sacral region while exercising,splinter-like pain in dorso-lumbar region,1.0,1
aching in lumbo-sacral region while exercising,coldness in lumbar vertebrae to legs,1.0,1
aching in lumbo-sacral region while exercising,sudden violent stitch in sacrum while walking,1.0,1
aching in lumbo-sacral region while exercising,leg pain better motion,1.0,1
aching in lumbo-sacral region while exercising,vertigo with reeling in open air,1.0,1
aching in lumbo-sacral region while exercising,spine too weak to support when stooping,1.0,1
aching in lumbo-sacral region while exercising,frostbitten foot pain,1.0,1
aching in lumbo-sacral region while exercising,frostbitten foot inflammation,1.0,1
aching in lumbo-sacral region while exercising,lump sensation in epigastrium,1.0,1
aching in lumbo-sacral region while exercising,tension in forearms,1.0,1
aching in lumbo-sacral region while exercising,neck rheumatism in dorsal region,1.0,1
aching in lumbo-sacral region while exercising,weakness between shoulder blades,1.0,1
aching in lumbo-sacral region while exercising,stinging pain in knee joint,1.0,1
aching in lumbo-sacral region while exercising,swollen toes from excessive cold,1.0,1
aching in lumbo-sacral region while exercising,lameness,1.0,1
aching in lumbo-sacral region while exercising,periosteal leg bone pain,1.0,1
aching in lumbo-sacral region while exercising,head drawn backward in spasm,1.0,1
aching in lumbo-sacral region while exercising,rheumatic gouty stiffness of left hand,1.0,1
aching in lumbo-sacral region while exercising,loin weakness,1.0,1
aching in lumbo-sacral region while exercising,sensitive spinal processes to touch,1.0,1
aching in lumbo-sacral region while exercising,sore in lumbo-sacral region while exercising,1.0,1
aching in lumbo-sacral region while exercising,shooting in toes,1.0,1
aching in lumbo-sacral region while exercising,lameness in forearms,1.0,1
aching in lumbo-sacral region while exercising,self-injury attempts,1.0,1
